epoch,elapsed (s),Loss,IC,BC,F
0,0.19,2.226e+00,8.648e-01,1.055e+00,3.056e-01
1000,180.87,6.012e-02,4.549e-02,6.758e-03,7.871e-03
2000,360.38,3.164e-02,2.239e-02,4.743e-03,4.506e-03
3000,539.51,1.467e-02,1.007e-02,2.379e-03,2.222e-03
4000,726.01,1.105e-02,7.789e-03,1.946e-03,1.318e-03
5000,909.22,1.022e-02,7.274e-03,1.668e-03,1.277e-03
6000,1089.88,9.409e-03,6.873e-03,1.472e-03,1.064e-03
7000,1274.22,8.563e-03,6.305e-03,1.292e-03,9.657e-04
8000,1455.48,8.134e-03,5.747e-03,1.231e-03,1.156e-03
9000,1646.17,7.295e-03,5.345e-03,9.924e-04,9.580e-04
10000,1869.63,7.192e-03,5.020e-03,8.686e-04,1.304e-03
11000,2098.06,6.963e-03,4.755e-03,8.569e-04,1.352e-03
12000,2322.02,6.562e-03,4.538e-03,7.679e-04,1.257e-03
13000,2544.52,6.291e-03,4.296e-03,7.414e-04,1.254e-03
14000,2768.67,6.039e-03,4.096e-03,7.095e-04,1.233e-03
15000,2955.58,5.980e-03,3.943e-03,6.364e-04,1.401e-03
16000,3174.67,5.421e-03,3.874e-03,6.319e-04,9.148e-04
17000,3398.82,5.713e-03,3.768e-03,6.150e-04,1.329e-03
18000,3637.15,5.900e-03,3.762e-03,5.697e-04,1.568e-03
19000,4025.07,5.356e-03,3.705e-03,5.850e-04,1.066e-03
20000,4244.79,5.216e-03,3.668e-03,5.477e-04,1.000e-03
