epoch,elapsed (s),Loss,IC,BC,F
0,0.26,8.001e+00,4.044e+00,3.951e+00,6.306e-03
1000,237.21,3.656e-02,3.093e-02,3.925e-04,5.237e-03
2000,472.67,2.681e-02,2.347e-02,1.930e-04,3.154e-03
3000,843.46,1.690e-02,1.347e-02,1.525e-04,3.283e-03
4000,1126.25,7.932e-03,6.438e-03,1.300e-04,1.363e-03
5000,1364.00,5.506e-03,4.850e-03,5.656e-05,5.992e-04
6000,1597.93,4.577e-03,4.145e-03,2.669e-05,4.060e-04
7000,1832.77,3.688e-03,3.363e-03,1.851e-05,3.067e-04
8000,2066.99,3.221e-03,2.942e-03,9.919e-06,2.689e-04
9000,2301.06,2.894e-03,2.706e-03,8.545e-06,1.790e-04
10000,2533.62,2.538e-03,2.423e-03,6.295e-06,1.086e-04
11000,2766.86,2.358e-03,2.242e-03,3.209e-06,1.124e-04
12000,3310.35,2.232e-03,2.143e-03,1.903e-06,8.653e-05
13000,3559.35,2.134e-03,2.056e-03,1.224e-06,7.722e-05
14000,3810.93,2.089e-03,1.997e-03,7.126e-07,9.123e-05
15000,4052.10,2.029e-03,1.963e-03,7.519e-07,6.432e-05
16000,4293.91,1.988e-03,1.932e-03,3.315e-06,5.291e-05
17000,4530.44,1.950e-03,1.901e-03,1.254e-07,4.913e-05
18000,4764.86,1.921e-03,1.878e-03,1.656e-06,4.094e-05
19000,4998.50,1.912e-03,1.863e-03,1.343e-06,4.797e-05
20000,5234.36,1.898e-03,1.852e-03,1.056e-06,4.488e-05
