epoch,elapsed (s),Loss,IC,BC,F
0,0.31,4.957e+00,1.746e+00,2.997e+00,2.138e-01
1000,268.16,7.336e-02,4.405e-02,8.287e-03,2.102e-02
2000,2395.88,4.480e-02,2.978e-02,5.006e-03,1.002e-02
3000,2668.11,3.472e-02,2.298e-02,4.795e-03,6.941e-03
4000,2938.58,2.838e-02,1.707e-02,3.852e-03,7.459e-03
5000,3204.17,1.719e-02,1.059e-02,2.796e-03,3.798e-03
6000,3471.20,1.193e-02,7.478e-03,2.383e-03,2.074e-03
7000,3738.06,9.749e-03,6.519e-03,1.868e-03,1.362e-03
8000,4004.87,9.174e-03,6.272e-03,1.678e-03,1.224e-03
9000,4274.70,8.751e-03,5.862e-03,1.611e-03,1.279e-03
10000,4691.24,8.243e-03,5.437e-03,1.476e-03,1.331e-03
11000,4913.94,7.422e-03,4.916e-03,1.413e-03,1.092e-03
12000,5136.21,7.175e-03,4.562e-03,1.303e-03,1.310e-03
13000,5359.43,6.984e-03,4.391e-03,1.244e-03,1.348e-03
14000,6389.37,6.557e-03,4.131e-03,1.235e-03,1.192e-03
15000,6613.03,6.192e-03,3.807e-03,1.202e-03,1.184e-03
16000,6834.16,5.551e-03,3.686e-03,1.067e-03,7.986e-04
17000,7055.66,5.249e-03,3.449e-03,1.128e-03,6.720e-04
18000,7278.06,5.439e-03,3.281e-03,1.179e-03,9.792e-04
19000,7502.49,5.190e-03,3.137e-03,1.204e-03,8.494e-04
20000,7724.21,4.981e-03,3.083e-03,1.134e-03,7.644e-04
