epoch,elapsed (s),Loss,IC,BC,F
0,0.17,2.959e+00,2.924e+00,5.418e-33,3.492e-02
100,17.06,1.740e+00,1.727e+00,9.994e-33,1.306e-02
200,33.49,8.254e-01,8.028e-01,1.775e-32,2.259e-02
300,49.84,2.219e-01,2.015e-01,2.868e-32,2.044e-02
400,65.98,4.767e-02,4.031e-02,3.780e-32,7.355e-03
500,82.29,2.728e-02,2.380e-02,3.336e-32,3.481e-03
600,98.85,2.313e-02,2.098e-02,4.840e-32,2.148e-03
700,115.27,1.740e-02,1.593e-02,4.692e-32,1.466e-03
800,132.06,1.715e-02,1.574e-02,4.174e-32,1.407e-03
900,149.09,1.824e-02,1.699e-02,3.492e-32,1.255e-03
1000,165.54,1.865e-02,1.742e-02,4.709e-32,1.235e-03
1100,182.04,1.881e-02,1.751e-02,5.226e-32,1.303e-03
1200,198.57,1.793e-02,1.682e-02,3.459e-32,1.110e-03
1300,215.16,2.169e-02,2.051e-02,5.489e-32,1.178e-03
1400,231.94,1.733e-02,1.607e-02,4.043e-32,1.263e-03
1500,248.15,1.814e-02,1.689e-02,3.525e-32,1.251e-03
1600,264.22,1.738e-02,1.623e-02,4.815e-32,1.156e-03
1700,280.68,1.927e-02,1.813e-02,3.287e-32,1.145e-03
1800,297.07,1.669e-02,1.546e-02,4.289e-32,1.229e-03
1900,313.55,1.704e-02,1.566e-02,4.117e-32,1.380e-03
2000,329.98,1.744e-02,1.590e-02,3.821e-32,1.538e-03
2100,346.39,1.600e-02,1.436e-02,3.049e-32,1.641e-03
2200,362.74,1.493e-02,1.299e-02,3.616e-32,1.941e-03
2300,379.20,1.396e-02,1.173e-02,3.977e-32,2.225e-03
2400,395.55,1.314e-02,1.069e-02,5.670e-32,2.452e-03
2500,411.70,1.314e-02,1.058e-02,3.418e-32,2.562e-03
2600,427.91,1.108e-02,8.532e-03,3.312e-32,2.551e-03
2700,444.77,9.398e-03,6.941e-03,3.213e-32,2.456e-03
2800,460.89,6.720e-03,4.612e-03,4.692e-32,2.109e-03
2900,477.21,5.289e-03,3.380e-03,4.273e-32,1.910e-03
3000,493.52,3.782e-03,1.988e-03,4.347e-32,1.794e-03
3100,509.79,2.569e-03,9.234e-04,4.659e-32,1.645e-03
3200,526.06,2.162e-03,7.013e-04,6.377e-32,1.461e-03
3300,542.25,1.570e-03,4.125e-04,6.114e-32,1.158e-03
3400,558.48,1.154e-03,2.229e-04,3.336e-32,9.311e-04
3500,574.91,1.050e-03,1.505e-04,6.631e-32,8.998e-04
3600,591.03,8.645e-04,1.168e-04,5.267e-32,7.477e-04
3700,607.33,7.802e-04,1.177e-04,4.750e-32,6.625e-04
3800,623.48,6.518e-04,6.363e-05,5.670e-32,5.882e-04
3900,640.06,6.201e-04,6.589e-05,5.177e-32,5.542e-04
4000,656.51,5.813e-04,5.288e-05,5.029e-32,5.284e-04
4100,672.70,4.767e-04,4.925e-05,4.930e-32,4.275e-04
4200,688.97,4.828e-04,3.621e-05,6.566e-32,4.466e-04
4300,705.02,4.089e-04,3.620e-05,4.824e-32,3.727e-04
4400,721.37,3.695e-04,4.350e-05,4.602e-32,3.260e-04
4500,737.94,3.370e-04,3.123e-05,3.657e-32,3.058e-04
4600,754.02,3.220e-04,3.132e-05,4.396e-32,2.907e-04
4700,770.25,2.510e-04,2.605e-05,6.434e-32,2.249e-04
4800,786.35,2.704e-04,2.028e-05,6.179e-32,2.501e-04
4900,802.57,2.608e-04,2.329e-05,6.179e-32,2.375e-04
5000,819.10,2.373e-04,2.070e-05,5.440e-32,2.166e-04
5100,835.28,2.139e-04,2.123e-05,5.119e-32,1.926e-04
5200,851.46,2.151e-04,1.958e-05,4.856e-32,1.955e-04
5300,867.62,1.982e-04,1.607e-05,7.083e-32,1.821e-04
5400,883.98,1.719e-04,1.747e-05,6.138e-32,1.545e-04
5500,900.10,1.566e-04,9.972e-06,4.577e-32,1.467e-04
5600,916.37,1.718e-04,1.687e-05,4.733e-32,1.549e-04
5700,932.52,1.371e-04,9.595e-06,4.470e-32,1.275e-04
5800,948.76,1.330e-04,1.144e-05,5.185e-32,1.215e-04
5900,965.17,1.144e-04,7.730e-06,4.635e-32,1.066e-04
6000,981.50,1.160e-04,1.164e-05,6.755e-32,1.044e-04
6100,997.67,1.031e-04,1.081e-05,4.766e-32,9.225e-05
6200,1013.93,1.032e-04,7.248e-06,4.306e-32,9.596e-05
6300,1030.22,9.494e-05,8.925e-06,6.237e-32,8.601e-05
6400,1046.65,9.547e-05,9.360e-06,5.612e-32,8.611e-05
6500,1062.75,8.202e-05,6.878e-06,5.875e-32,7.514e-05
6600,1078.79,7.622e-05,8.152e-06,4.191e-32,6.807e-05
6700,1094.82,7.493e-05,7.675e-06,6.664e-32,6.726e-05
6800,1111.00,6.861e-05,6.714e-06,6.968e-32,6.190e-05
6900,1127.05,6.695e-05,6.455e-06,5.333e-32,6.049e-05
7000,1143.37,5.705e-05,6.345e-06,5.810e-32,5.071e-05
7100,1159.68,5.401e-05,6.688e-06,6.820e-32,4.733e-05
7200,1176.03,5.298e-05,4.700e-06,6.377e-32,4.828e-05
7300,1192.51,4.960e-05,4.742e-06,5.366e-32,4.486e-05
7400,1208.72,4.584e-05,6.840e-06,6.015e-32,3.900e-05
7500,1224.83,4.143e-05,5.457e-06,5.341e-32,3.597e-05
7600,1240.89,3.890e-05,5.258e-06,4.306e-32,3.364e-05
7700,1256.92,4.100e-05,6.860e-06,5.415e-32,3.415e-05
7800,1272.90,3.550e-05,6.160e-06,6.040e-32,2.934e-05
7900,1288.97,3.340e-05,4.771e-06,4.922e-32,2.863e-05
8000,1305.06,3.499e-05,5.079e-06,4.955e-32,2.991e-05
8100,1321.62,3.187e-05,4.943e-06,5.349e-32,2.692e-05
8200,1338.06,3.296e-05,5.415e-06,6.418e-32,2.755e-05
8300,1356.02,3.167e-05,5.643e-06,5.193e-32,2.603e-05
8400,1372.45,2.781e-05,3.728e-06,7.363e-32,2.408e-05
8500,1389.43,2.777e-05,4.509e-06,5.136e-32,2.327e-05
8600,1406.98,2.661e-05,4.380e-06,5.580e-32,2.223e-05
8700,1424.37,2.581e-05,4.143e-06,8.283e-32,2.167e-05
8800,1440.60,2.476e-05,5.173e-06,6.409e-32,1.959e-05
8900,1457.07,2.187e-05,4.698e-06,5.621e-32,1.717e-05
9000,1473.50,2.093e-05,3.485e-06,5.686e-32,1.745e-05
9100,1490.38,2.132e-05,4.476e-06,4.585e-32,1.685e-05
9200,1507.48,2.032e-05,3.712e-06,4.651e-32,1.660e-05
9300,1524.12,2.008e-05,3.644e-06,5.391e-32,1.644e-05
9400,1540.48,1.984e-05,3.749e-06,4.807e-32,1.609e-05
9500,1556.62,1.883e-05,3.433e-06,4.002e-32,1.540e-05
9600,1573.09,1.827e-05,4.322e-06,4.552e-32,1.395e-05
9700,1589.87,1.626e-05,3.698e-06,7.297e-32,1.256e-05
9800,1605.93,1.706e-05,3.976e-06,9.138e-32,1.308e-05
9900,1622.45,1.471e-05,3.179e-06,5.456e-32,1.154e-05
10000,1638.94,1.503e-05,3.453e-06,5.226e-32,1.158e-05
10100,1655.72,1.537e-05,3.817e-06,6.073e-32,1.155e-05
10200,1672.33,1.283e-05,2.792e-06,6.787e-32,1.004e-05
10300,1688.50,1.347e-05,3.074e-06,6.097e-32,1.040e-05
10400,1704.87,1.552e-05,3.282e-06,5.407e-32,1.224e-05
10500,1721.25,1.497e-05,3.132e-06,7.593e-32,1.183e-05
10600,1737.60,1.286e-05,2.784e-06,6.245e-32,1.007e-05
10700,1753.62,1.277e-05,2.584e-06,6.245e-32,1.019e-05
10800,1770.27,1.228e-05,2.862e-06,5.703e-32,9.416e-06
10900,1786.60,1.225e-05,3.128e-06,6.360e-32,9.124e-06
11000,1802.96,1.070e-05,2.172e-06,4.289e-32,8.531e-06
11100,1819.06,1.099e-05,2.507e-06,4.281e-32,8.482e-06
