epoch,elapsed (s),Loss,IC,BC,F
0,0.13,1.988e+00,1.802e+00,1.316e-03,1.849e-01
1000,88.86,1.923e-02,1.180e-02,7.366e-04,6.694e-03
2000,178.46,1.357e-02,8.670e-03,1.754e-03,3.149e-03
3000,255.84,8.040e-03,4.437e-03,1.617e-03,1.986e-03
4000,331.74,4.277e-03,1.663e-03,8.850e-04,1.729e-03
5000,406.91,1.854e-03,3.385e-04,5.143e-04,1.001e-03
6000,482.22,5.028e-04,6.615e-05,1.616e-04,2.751e-04
7000,557.28,2.355e-04,5.105e-05,8.237e-05,1.021e-04
8000,632.47,1.164e-04,2.281e-05,4.041e-05,5.314e-05
9000,707.26,7.357e-05,1.024e-05,2.955e-05,3.378e-05
10000,784.31,3.933e-05,5.789e-06,1.332e-05,2.022e-05
11000,859.64,3.146e-05,5.688e-06,1.174e-05,1.403e-05
12000,934.35,1.844e-05,2.999e-06,4.788e-06,1.065e-05
13000,1011.04,1.109e-05,1.183e-06,2.882e-06,7.026e-06
14000,1121.13,6.309e-06,5.595e-07,1.597e-06,4.152e-06
15000,1198.29,3.673e-06,3.517e-07,6.907e-07,2.630e-06
16000,1280.15,2.387e-06,2.549e-07,3.515e-07,1.781e-06
17000,1359.61,2.004e-06,1.244e-07,3.431e-07,1.536e-06
18000,1441.47,1.050e-06,7.244e-08,8.271e-08,8.951e-07
19000,1525.22,8.628e-07,5.852e-08,8.698e-08,7.173e-07
20000,1606.03,6.643e-07,5.420e-08,7.695e-08,5.331e-07
