epoch,elapsed (s),Loss,IC,BC,F
0,0.02,1.601e+00,1.598e+00,5.573e-04,1.645e-03
1000,13.68,1.355e-02,1.035e-02,2.874e-03,3.305e-04
2000,27.31,4.961e-03,1.958e-03,2.328e-03,6.742e-04
3000,40.98,2.859e-03,8.415e-04,1.645e-03,3.730e-04
4000,54.96,1.697e-03,2.020e-04,1.244e-03,2.515e-04
5000,68.53,1.249e-03,1.414e-04,9.651e-04,1.426e-04
6000,82.25,9.250e-04,1.614e-04,6.834e-04,8.022e-05
7000,96.06,5.582e-04,2.234e-04,2.834e-04,5.135e-05
8000,109.53,2.698e-04,1.155e-04,1.138e-04,4.050e-05
9000,124.15,4.893e-05,1.798e-05,2.146e-05,9.494e-06
10000,140.50,2.061e-05,1.085e-05,8.195e-06,1.565e-06
11000,153.84,2.490e-05,1.657e-05,6.668e-06,1.666e-06
12000,167.34,9.191e-06,4.885e-06,3.601e-06,7.057e-07
13000,182.46,1.193e-05,8.626e-06,2.472e-06,8.275e-07
14000,197.07,5.672e-06,4.340e-06,9.533e-07,3.787e-07
15000,211.63,9.382e-06,4.494e-06,4.470e-06,4.168e-07
16000,228.67,5.674e-06,3.739e-06,1.545e-06,3.888e-07
17000,245.47,3.207e-06,2.180e-06,5.884e-07,4.383e-07
18000,263.56,1.741e-05,1.238e-05,3.629e-06,1.405e-06
19000,279.73,1.144e-05,4.530e-06,6.644e-06,2.658e-07
20000,295.50,1.808e-05,1.510e-05,2.700e-06,2.769e-07
