epoch,elapsed (s),Loss,IC,BC,F
0,0.01,4.787e+00,4.774e+00,4.085e-03,8.885e-03
1000,3.35,1.649e-02,1.359e-02,2.700e-03,2.041e-04
2000,6.51,1.105e-02,7.658e-03,2.642e-03,7.464e-04
3000,9.63,9.345e-03,6.116e-03,1.990e-03,1.240e-03
4000,12.60,3.623e-03,1.405e-03,1.097e-03,1.121e-03
5000,15.57,2.144e-03,4.846e-04,1.054e-03,6.051e-04
6000,18.57,1.805e-03,4.612e-04,9.427e-04,4.014e-04
7000,21.55,9.962e-04,1.846e-04,5.376e-04,2.739e-04
8000,24.52,6.681e-04,9.946e-05,3.599e-04,2.088e-04
9000,27.51,6.522e-04,1.480e-04,3.379e-04,1.662e-04
10000,30.47,5.785e-04,1.115e-04,3.086e-04,1.585e-04
11000,33.45,4.828e-04,9.011e-05,2.575e-04,1.351e-04
12000,36.46,4.427e-04,8.302e-05,2.010e-04,1.586e-04
13000,39.47,3.585e-04,7.038e-05,1.903e-04,9.775e-05
14000,42.45,2.940e-04,8.511e-05,1.254e-04,8.343e-05
15000,45.70,3.220e-04,7.250e-05,1.042e-04,1.454e-04
16000,49.56,1.851e-04,4.809e-05,8.914e-05,4.784e-05
17000,52.56,1.104e-04,2.913e-05,5.305e-05,2.825e-05
18000,55.94,7.959e-05,1.567e-05,2.718e-05,3.674e-05
19000,58.94,8.436e-05,4.205e-05,1.656e-05,2.575e-05
20000,61.89,3.932e-05,9.525e-06,1.807e-05,1.173e-05
