epoch,elapsed (s),Loss,IC,BC,F
0,3.88,7.288e+00,3.051e+00,3.515e+00,7.225e-01
1000,61877.17,3.516e-02,2.751e-02,4.072e-06,7.647e-03
2000,65483.51,3.353e-02,2.817e-02,2.469e-06,5.358e-03
3000,171567.09,3.295e-02,2.762e-02,1.469e-04,5.185e-03
4000,231835.62,3.212e-02,2.649e-02,3.498e-04,5.279e-03
5000,235496.34,2.635e-02,2.097e-02,1.162e-03,4.213e-03
6000,239331.02,2.437e-02,1.763e-02,8.922e-04,5.845e-03
7000,242974.24,1.257e-03,4.715e-04,2.221e-06,7.834e-04
8000,246681.80,1.339e-04,5.317e-05,9.462e-07,7.979e-05
9000,250295.96,5.968e-05,1.338e-05,5.549e-07,4.574e-05
10000,253730.95,2.171e-05,4.667e-06,4.008e-07,1.665e-05
11000,257356.85,1.521e-05,1.954e-06,5.479e-07,1.271e-05
12000,262937.50,7.130e-06,9.144e-07,3.001e-07,5.915e-06
13000,267827.16,6.632e-06,9.397e-07,7.617e-07,4.931e-06
14000,271411.56,5.323e-06,5.281e-07,3.441e-07,4.451e-06
15000,320803.05,4.608e-06,5.202e-07,3.846e-07,3.704e-06
16000,324142.60,2.064e-06,3.538e-07,4.008e-08,1.670e-06
17000,327706.77,1.696e-06,1.455e-07,7.394e-08,1.476e-06
18000,331419.00,4.115e-05,5.522e-07,7.040e-07,3.989e-05
19000,334993.05,6.529e-06,6.296e-07,3.484e-07,5.551e-06
20000,338700.30,2.436e-05,2.569e-06,4.210e-06,1.758e-05
