step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
10500,1723.80,1.534e+00,1.500e+00,3.382e-02,5.002e-01,1.000e+00,3.034e-08,2.039e-05
11000,1796.17,1.505e+00,1.500e+00,4.299e-03,5.003e-01,1.000e+00,3.166e-08,1.899e-05
11500,1870.47,1.501e+00,1.500e+00,8.095e-04,5.000e-01,1.000e+00,2.818e-08,1.708e-05
12000,2102.32,1.501e+00,1.500e+00,6.609e-04,5.001e-01,1.000e+00,2.676e-08,1.115e-05
12500,2176.97,1.501e+00,1.500e+00,6.029e-04,5.000e-01,1.000e+00,2.444e-08,1.178e-05
13000,2253.06,1.501e+00,1.500e+00,4.995e-04,5.000e-01,1.000e+00,2.084e-08,9.008e-06
13500,2513.65,1.507e+00,1.500e+00,7.242e-03,5.002e-01,1.000e+00,1.770e-08,6.119e-06
14000,2586.77,1.500e+00,1.500e+00,1.921e-04,5.000e-01,1.000e+00,1.564e-08,4.977e-06
14500,2666.51,1.500e+00,1.500e+00,1.011e-04,5.000e-01,1.000e+00,1.430e-08,2.905e-06
15000,2748.61,1.500e+00,1.500e+00,1.529e-04,5.000e-01,1.000e+00,4.242e-09,1.454e-06
15500,2827.07,1.500e+00,1.500e+00,3.700e-04,5.000e-01,1.000e+00,5.677e-09,7.577e-07
16000,2904.87,1.500e+00,1.500e+00,8.909e-05,4.999e-01,1.000e+00,3.277e-09,4.033e-07
16500,2987.92,1.500e+00,1.500e+00,9.624e-05,4.998e-01,1.000e+00,9.745e-09,2.228e-07
17000,3069.25,1.500e+00,1.500e+00,8.991e-04,4.995e-01,1.000e+00,4.233e-08,4.076e-07
17500,3144.34,1.499e+00,1.499e+00,1.775e-04,4.991e-01,1.000e+00,8.301e-08,1.521e-06
18000,3230.71,1.498e+00,1.498e+00,1.726e-04,4.983e-01,1.000e+00,3.780e-07,1.154e-06
18500,3313.95,1.497e+00,1.497e+00,3.536e-04,4.971e-01,1.000e+00,9.755e-07,2.669e-06
19000,3388.23,1.510e+00,1.509e+00,1.670e-03,5.089e-01,9.999e-01,3.140e-06,3.703e-06
19500,3461.71,1.496e+00,1.496e+00,1.287e-04,4.963e-01,9.999e-01,2.485e-06,9.767e-07
20000,3536.99,1.496e+00,1.496e+00,6.911e-05,4.961e-01,9.999e-01,2.978e-06,7.719e-07
20500,3610.45,1.496e+00,1.496e+00,5.602e-05,4.959e-01,9.999e-01,3.577e-06,7.497e-07
21000,3684.29,1.496e+00,1.496e+00,4.745e-05,4.957e-01,9.999e-01,4.339e-06,7.541e-07
21500,3757.62,1.495e+00,1.495e+00,5.648e-05,4.953e-01,9.999e-01,7.076e-06,7.889e-07
22000,3830.94,1.495e+00,1.495e+00,1.066e-04,4.949e-01,9.999e-01,8.810e-06,7.584e-07
22500,3904.54,1.494e+00,1.494e+00,4.293e-05,4.943e-01,9.999e-01,9.747e-06,7.475e-07
23000,3977.78,1.493e+00,1.493e+00,3.212e-05,4.936e-01,9.998e-01,1.299e-05,6.100e-07
23500,4051.95,1.492e+00,1.492e+00,6.164e-05,4.925e-01,9.998e-01,1.777e-05,3.597e-07
24000,4129.71,1.491e+00,1.491e+00,3.698e-05,4.910e-01,9.997e-01,2.499e-05,3.110e-07
24500,4202.46,1.491e+00,1.488e+00,2.994e-03,4.885e-01,9.996e-01,2.993e-05,3.132e-07
25000,4274.79,1.485e+00,1.485e+00,4.966e-04,4.850e-01,9.995e-01,5.841e-05,2.643e-08
25500,4347.73,1.479e+00,1.479e+00,6.587e-05,4.795e-01,9.991e-01,8.043e-05,1.091e-08
26000,4420.64,1.470e+00,1.470e+00,6.272e-05,4.711e-01,9.983e-01,1.242e-04,8.205e-10
26500,4493.72,1.456e+00,1.455e+00,4.983e-04,4.592e-01,9.961e-01,1.936e-04,7.676e-10
27000,4572.14,1.443e+00,1.442e+00,7.286e-04,4.496e-01,9.922e-01,4.653e-04,2.433e-11
27500,4649.24,1.422e+00,1.421e+00,9.767e-04,4.351e-01,9.857e-01,4.551e-04,3.087e-11
28000,4723.06,1.425e+00,1.424e+00,1.169e-03,4.340e-01,9.895e-01,6.777e-04,1.550e-10
28500,4796.04,1.421e+00,1.420e+00,4.284e-04,4.322e-01,9.877e-01,5.734e-04,1.005e-10
29000,4869.27,1.417e+00,1.417e+00,2.778e-04,4.302e-01,9.862e-01,4.726e-04,1.040e-10
29500,4943.30,1.412e+00,1.412e+00,1.707e-04,4.275e-01,9.841e-01,5.657e-04,1.133e-10
30000,5016.80,1.406e+00,1.405e+00,2.316e-04,4.238e-01,9.813e-01,3.611e-04,1.259e-10
30500,5091.00,1.397e+00,1.397e+00,1.808e-04,4.191e-01,9.773e-01,6.373e-04,1.462e-10
31000,5164.71,1.385e+00,1.385e+00,1.128e-04,4.126e-01,9.716e-01,8.111e-04,1.700e-10
31500,5238.53,1.369e+00,1.368e+00,3.573e-04,4.039e-01,9.627e-01,1.555e-03,1.491e-10
32000,5311.60,1.371e+00,1.370e+00,6.877e-04,4.039e-01,9.650e-01,1.338e-03,9.832e-11
32500,5385.05,1.362e+00,1.361e+00,1.670e-04,4.012e-01,9.594e-01,7.641e-04,5.608e-11
33000,5458.53,1.351e+00,1.351e+00,1.179e-04,3.970e-01,9.527e-01,1.414e-03,1.703e-11
33500,5532.25,1.336e+00,1.336e+00,9.335e-05,3.909e-01,9.436e-01,1.354e-03,3.729e-12
34000,5606.12,1.315e+00,1.315e+00,1.751e-04,3.826e-01,9.302e-01,2.319e-03,1.793e-12
34500,5682.62,1.283e+00,1.283e+00,1.672e-04,3.714e-01,9.092e-01,2.063e-03,8.054e-13
35000,5756.76,1.234e+00,1.234e+00,2.115e-04,3.564e-01,8.752e-01,2.349e-03,4.560e-13
35500,5833.40,1.159e+00,1.158e+00,6.543e-04,3.371e-01,8.172e-01,3.965e-03,3.023e-13
36000,5907.34,1.247e+00,1.243e+00,3.420e-03,3.416e-01,8.985e-01,3.299e-03,1.414e-12
36500,5978.09,1.223e+00,1.220e+00,2.993e-03,3.322e-01,8.846e-01,3.273e-03,1.691e-12
37000,6048.85,1.203e+00,1.200e+00,2.616e-03,3.275e-01,8.700e-01,2.852e-03,2.084e-12
37500,6119.80,1.188e+00,1.186e+00,2.045e-03,3.275e-01,8.553e-01,2.971e-03,2.597e-12
38000,6191.91,1.175e+00,1.174e+00,1.886e-03,3.304e-01,8.413e-01,1.816e-03,3.151e-12
38500,6266.49,1.168e+00,1.166e+00,1.768e-03,3.338e-01,8.284e-01,3.888e-03,3.422e-12
39000,6339.25,1.156e+00,1.155e+00,1.380e-03,3.356e-01,8.162e-01,3.233e-03,3.373e-12
39500,6714.65,1.142e+00,1.141e+00,1.212e-03,3.354e-01,8.033e-01,2.239e-03,3.266e-12
40000,6786.89,1.125e+00,1.124e+00,9.606e-04,3.336e-01,7.878e-01,3.002e-03,3.153e-12
40000,9161.98,2.698e-01,2.361e-01,3.366e-02,1.851e-01,4.416e-02,6.921e-03,2.959e-12
