step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
34500,1165.40,2.222e-02,2.222e-02,2.076e-08,2.413e-03,1.602e-08,1.981e-02,3.974e-19
35000,1181.60,2.686e-02,2.686e-02,1.774e-08,2.405e-03,1.205e-07,2.446e-02,5.640e-19
35500,1197.83,2.395e-02,2.395e-02,6.661e-07,2.412e-03,1.244e-04,2.142e-02,9.558e-19
36000,1214.12,2.686e-02,2.686e-02,1.010e-08,2.391e-03,1.076e-08,2.447e-02,1.131e-18
36500,1230.37,2.282e-02,2.282e-02,1.303e-08,2.431e-03,4.124e-07,2.039e-02,1.131e-18
37000,1246.59,2.443e-02,2.443e-02,7.093e-09,2.393e-03,1.264e-07,2.203e-02,1.175e-18
37500,1262.83,2.868e-02,2.868e-02,1.706e-08,2.367e-03,2.151e-06,2.631e-02,1.041e-18
38000,1279.05,1.970e-02,1.970e-02,4.398e-09,2.354e-03,4.869e-09,1.734e-02,8.779e-19
38500,1295.28,2.512e-02,2.512e-02,4.642e-06,2.440e-03,4.389e-05,2.263e-02,1.088e-18
39000,1311.55,2.640e-02,2.640e-02,3.038e-09,2.472e-03,1.172e-08,2.392e-02,8.860e-19
39500,1327.81,2.965e-02,2.965e-02,3.565e-08,2.385e-03,2.850e-07,2.727e-02,1.170e-18
40000,1344.06,1.867e-02,1.867e-02,3.628e-09,2.316e-03,1.447e-08,1.636e-02,1.330e-18
40000,1348.77,2.456e-02,2.456e-02,3.358e-09,2.413e-03,2.355e-12,2.215e-02,1.330e-18
