epoch,elapsed (s),Loss,IC,BC,F
0,3.05,1.014e+01,3.569e+00,3.596e-04,6.569e+00
1000,3324.52,1.727e-01,1.875e-02,4.327e-03,1.497e-01
2000,6870.40,2.008e-02,8.484e-03,1.344e-03,1.026e-02
3000,11046.08,1.504e-02,1.100e-02,1.234e-03,2.807e-03
4000,17163.48,1.444e-02,1.058e-02,1.515e-03,2.346e-03
5000,20700.11,1.504e-02,1.036e-02,1.145e-03,3.535e-03
6000,70001.57,1.367e-02,9.564e-03,1.276e-03,2.834e-03
7000,73364.13,1.086e-02,7.127e-03,1.233e-03,2.501e-03
8000,76780.58,4.082e-03,1.548e-03,1.446e-03,1.088e-03
9000,80494.10,1.193e-03,3.801e-04,3.757e-04,4.374e-04
10000,83954.52,5.863e-04,1.123e-04,2.783e-04,1.957e-04
11000,87584.24,3.441e-04,5.453e-05,2.136e-04,7.601e-05
12000,91223.87,2.204e-04,4.906e-05,1.118e-04,5.945e-05
13000,94639.89,7.673e-05,1.234e-05,4.153e-05,2.286e-05
14000,105016.99,3.063e-05,5.128e-06,1.516e-05,1.034e-05
15000,153177.53,1.369e-05,3.204e-06,3.947e-06,6.541e-06
16000,156969.34,9.114e-06,2.633e-06,1.993e-06,4.487e-06
17000,160890.23,6.927e-06,2.337e-06,2.497e-06,2.093e-06
18000,164603.46,8.029e-06,5.401e-06,5.607e-07,2.067e-06
19000,168354.53,5.533e-06,2.950e-06,4.884e-07,2.095e-06
20000,172128.14,1.030e-05,7.221e-06,1.531e-06,1.545e-06
