step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,150.41,1.864e+00,1.748e+00,1.157e-01,7.485e-01,1.000e+00,5.981e-08,2.915e-06
1000,299.17,1.777e+00,1.749e+00,2.861e-02,7.488e-01,1.000e+00,5.622e-08,3.522e-06
1500,446.19,1.768e+00,1.749e+00,1.861e-02,7.490e-01,1.000e+00,4.887e-08,3.240e-06
2000,587.09,1.763e+00,1.749e+00,1.369e-02,7.491e-01,1.000e+00,4.922e-08,2.868e-06
2500,733.81,1.757e+00,1.749e+00,8.284e-03,7.492e-01,1.000e+00,4.909e-08,2.652e-06
3000,876.28,1.754e+00,1.749e+00,5.138e-03,7.493e-01,1.000e+00,4.736e-08,2.517e-06
3500,1018.84,1.753e+00,1.749e+00,4.357e-03,7.491e-01,1.000e+00,4.194e-08,2.519e-06
4000,1162.93,1.752e+00,1.749e+00,3.270e-03,7.489e-01,1.000e+00,3.952e-08,2.552e-06
4500,1306.25,1.751e+00,1.749e+00,2.697e-03,7.488e-01,1.000e+00,4.480e-08,2.543e-06
5000,1451.06,1.751e+00,1.748e+00,2.176e-03,7.484e-01,1.000e+00,4.574e-08,2.537e-06
5500,1587.25,1.750e+00,1.748e+00,1.949e-03,7.482e-01,1.000e+00,4.058e-08,2.503e-06
6000,1725.12,1.749e+00,1.748e+00,1.965e-03,7.475e-01,1.000e+00,3.750e-08,2.474e-06
6500,1860.92,1.748e+00,1.747e+00,1.838e-03,7.466e-01,1.000e+00,3.920e-08,2.401e-06
7000,1996.41,1.747e+00,1.745e+00,2.411e-03,7.445e-01,1.000e+00,4.241e-08,2.392e-06
7500,2132.43,1.742e+00,1.739e+00,3.080e-03,7.390e-01,1.000e+00,4.435e-08,4.163e-06
8000,2269.25,1.662e+00,1.654e+00,7.696e-03,6.543e-01,1.000e+00,4.841e-08,4.443e-05
8500,2404.94,1.520e+00,1.516e+00,3.833e-03,5.157e-01,1.000e+00,2.032e-07,5.715e-04
9000,2540.68,1.505e+00,1.502e+00,3.470e-03,5.014e-01,1.000e+00,3.349e-07,5.686e-04
9500,2676.52,1.502e+00,1.501e+00,1.590e-03,5.005e-01,1.000e+00,3.913e-07,3.792e-04
10000,2812.13,1.502e+00,1.501e+00,9.915e-04,5.004e-01,1.000e+00,4.007e-07,2.448e-04
10500,2948.55,1.501e+00,1.500e+00,6.736e-04,5.003e-01,1.000e+00,3.758e-07,1.636e-04
11000,3085.87,1.501e+00,1.500e+00,3.279e-04,5.002e-01,1.000e+00,3.320e-07,1.125e-04
11500,3221.37,1.500e+00,1.500e+00,2.522e-04,5.001e-01,1.000e+00,2.754e-07,7.973e-05
12000,3364.35,1.500e+00,1.500e+00,2.231e-04,5.001e-01,1.000e+00,2.065e-07,5.852e-05
12500,3508.81,1.500e+00,1.500e+00,1.793e-04,5.000e-01,1.000e+00,1.643e-07,4.441e-05
13000,3652.69,1.500e+00,1.500e+00,1.141e-04,5.000e-01,1.000e+00,1.288e-07,3.540e-05
13500,3799.66,1.500e+00,1.500e+00,9.195e-05,4.999e-01,1.000e+00,7.866e-08,3.017e-05
14000,3942.70,1.500e+00,1.500e+00,3.062e-04,4.999e-01,1.000e+00,3.957e-08,2.418e-05
14500,4083.63,1.500e+00,1.500e+00,6.152e-05,4.998e-01,1.000e+00,3.085e-08,2.103e-05
15000,4227.08,1.500e+00,1.500e+00,2.553e-04,4.997e-01,1.000e+00,1.145e-08,1.808e-05
15500,4373.46,1.500e+00,1.500e+00,5.673e-05,4.997e-01,1.000e+00,1.897e-08,1.711e-05
16000,4514.97,1.500e+00,1.500e+00,2.220e-04,4.996e-01,1.000e+00,6.833e-08,1.427e-05
16500,4660.81,1.500e+00,1.499e+00,7.997e-05,4.995e-01,1.000e+00,1.279e-07,1.301e-05
17000,4802.95,1.500e+00,1.499e+00,1.201e-04,4.995e-01,1.000e+00,2.355e-07,1.260e-05
17500,4946.83,1.500e+00,1.499e+00,2.823e-04,4.993e-01,1.000e+00,3.060e-07,1.003e-05
18000,5091.38,1.500e+00,1.499e+00,3.754e-04,4.992e-01,1.000e+00,5.274e-07,9.477e-06
18500,5231.95,1.499e+00,1.499e+00,7.369e-05,4.991e-01,1.000e+00,6.319e-07,8.975e-06
19000,5374.79,1.499e+00,1.499e+00,6.987e-05,4.990e-01,1.000e+00,9.375e-07,8.450e-06
19500,5519.64,1.499e+00,1.499e+00,1.273e-04,4.988e-01,1.000e+00,1.214e-06,8.310e-06
20000,5666.46,1.499e+00,1.499e+00,1.741e-04,4.987e-01,1.000e+00,1.697e-06,8.439e-06
20500,5809.59,1.499e+00,1.499e+00,1.070e-04,4.986e-01,1.000e+00,2.102e-06,8.199e-06
21000,5953.97,1.499e+00,1.498e+00,1.119e-04,4.984e-01,1.000e+00,2.673e-06,8.036e-06
21500,6097.31,1.498e+00,1.498e+00,1.004e-04,4.983e-01,1.000e+00,3.600e-06,8.624e-06
22000,6239.73,1.498e+00,1.498e+00,1.829e-04,4.981e-01,1.000e+00,3.812e-06,8.514e-06
22500,6382.99,1.500e+00,1.498e+00,1.671e-03,4.980e-01,1.000e+00,5.086e-06,7.600e-06
23000,6529.02,1.508e+00,1.498e+00,9.766e-03,4.981e-01,1.000e+00,6.226e-06,7.519e-06
23500,6676.35,1.503e+00,1.498e+00,5.120e-03,4.976e-01,1.000e+00,6.568e-06,6.093e-06
24000,6819.27,1.498e+00,1.498e+00,4.084e-04,4.975e-01,1.000e+00,7.711e-06,5.298e-06
24500,6961.59,1.500e+00,1.497e+00,2.765e-03,4.973e-01,1.000e+00,9.868e-06,4.238e-06
25000,7109.97,1.497e+00,1.497e+00,2.704e-04,4.971e-01,1.000e+00,1.008e-05,3.494e-06
25500,7258.67,1.498e+00,1.497e+00,1.163e-03,4.970e-01,1.000e+00,1.134e-05,2.613e-06
26000,7404.91,1.497e+00,1.497e+00,2.526e-04,4.968e-01,1.000e+00,1.425e-05,2.243e-06
26500,7549.11,1.505e+00,1.497e+00,7.406e-03,4.971e-01,1.000e+00,1.532e-05,1.341e-06
27000,7692.17,1.497e+00,1.497e+00,9.662e-04,4.965e-01,1.000e+00,1.675e-05,1.224e-06
27500,7838.86,1.497e+00,1.496e+00,5.727e-04,4.963e-01,1.000e+00,1.788e-05,9.549e-07
28000,7986.29,1.498e+00,1.496e+00,1.859e-03,4.961e-01,1.000e+00,2.102e-05,7.005e-07
28500,8132.93,1.496e+00,1.496e+00,1.400e-04,4.959e-01,1.000e+00,2.269e-05,5.569e-07
29000,8268.17,1.496e+00,1.496e+00,8.583e-05,4.957e-01,1.000e+00,2.316e-05,4.167e-07
29500,8411.49,1.496e+00,1.496e+00,8.186e-05,4.956e-01,1.000e+00,2.583e-05,2.844e-07
30000,8550.73,1.496e+00,1.495e+00,1.185e-04,4.954e-01,1.000e+00,2.822e-05,2.175e-07
30500,8692.27,1.496e+00,1.495e+00,7.209e-04,4.953e-01,1.000e+00,2.844e-05,1.666e-07
31000,8842.04,1.495e+00,1.495e+00,2.591e-04,4.951e-01,1.000e+00,3.116e-05,1.362e-07
31500,8985.95,1.498e+00,1.495e+00,2.491e-03,4.953e-01,1.000e+00,3.488e-05,9.410e-08
32000,9124.34,1.498e+00,1.495e+00,3.174e-03,4.953e-01,1.000e+00,3.150e-05,8.032e-08
32500,9269.41,1.496e+00,1.495e+00,1.836e-03,4.946e-01,9.999e-01,3.844e-05,6.486e-08
33000,9411.90,1.495e+00,1.494e+00,5.249e-04,4.944e-01,9.999e-01,4.013e-05,6.269e-08
33500,9549.77,1.495e+00,1.494e+00,2.084e-04,4.943e-01,1.000e+00,4.259e-05,4.933e-08
34000,9687.92,1.512e+00,1.494e+00,1.788e-02,4.943e-01,1.000e+00,4.701e-05,3.773e-08
34500,9825.58,1.498e+00,1.494e+00,4.128e-03,4.939e-01,9.999e-01,4.749e-05,3.245e-08
35000,9964.34,1.508e+00,1.494e+00,1.380e-02,4.941e-01,1.000e+00,5.048e-05,2.439e-08
35500,10102.06,1.494e+00,1.494e+00,4.595e-04,4.939e-01,9.999e-01,5.512e-05,2.092e-08
36000,10240.07,1.494e+00,1.493e+00,9.777e-05,4.936e-01,9.999e-01,5.884e-05,1.791e-08
36500,10377.44,1.493e+00,1.493e+00,2.940e-04,4.933e-01,9.998e-01,5.584e-05,1.320e-08
37000,10522.83,1.493e+00,1.493e+00,1.437e-04,4.932e-01,9.998e-01,5.801e-05,1.084e-08
37500,10667.42,1.494e+00,1.493e+00,1.473e-03,4.930e-01,9.998e-01,6.288e-05,8.004e-09
38000,10811.28,1.493e+00,1.493e+00,1.832e-04,4.928e-01,9.997e-01,6.660e-05,6.917e-09
38500,10950.34,1.499e+00,1.492e+00,6.511e-03,4.926e-01,9.996e-01,6.697e-05,5.770e-09
39000,11095.29,1.492e+00,1.492e+00,2.400e-04,4.925e-01,9.996e-01,7.147e-05,4.960e-09
39500,11238.06,1.496e+00,1.492e+00,4.471e-03,4.922e-01,9.995e-01,7.119e-05,4.695e-09
40000,11377.98,1.492e+00,1.492e+00,2.323e-04,4.920e-01,9.994e-01,7.844e-05,4.036e-09
40000,20471.91,1.420e+00,1.404e+00,1.646e-02,4.684e-01,9.352e-01,1.391e-04,3.000e-07
