epoch,elapsed (s),Loss,IC,BC,F
0,0.08,7.540e+00,4.438e+00,2.130e-03,3.100e+00
1000,76.56,5.836e-02,1.102e-02,2.335e-03,4.501e-02
2000,153.55,1.970e-02,7.309e-03,1.544e-03,1.085e-02
3000,232.58,9.904e-03,4.283e-03,1.452e-03,4.168e-03
4000,311.86,5.844e-03,1.632e-03,1.738e-03,2.473e-03
5000,390.37,3.300e-03,6.909e-04,1.462e-03,1.147e-03
6000,466.54,2.188e-03,5.340e-04,8.850e-04,7.694e-04
7000,543.01,1.969e-03,3.374e-04,1.065e-03,5.668e-04
8000,619.47,1.525e-03,2.899e-04,7.386e-04,4.963e-04
9000,696.80,1.605e-03,3.225e-04,8.323e-04,4.507e-04
10000,773.14,1.474e-03,1.893e-04,8.479e-04,4.370e-04
11000,849.37,1.154e-03,1.833e-04,5.696e-04,4.012e-04
12000,926.58,9.725e-04,9.682e-05,4.983e-04,3.775e-04
13000,1004.21,3.523e-04,3.767e-05,1.409e-04,1.738e-04
14000,1081.14,1.789e-04,1.187e-05,5.796e-05,1.091e-04
15000,1158.29,7.333e-05,7.495e-06,2.647e-05,3.937e-05
16000,1235.50,4.032e-05,5.279e-06,9.724e-06,2.532e-05
17000,1312.80,4.008e-05,3.366e-06,4.257e-06,3.246e-05
18000,1389.90,1.812e-05,3.526e-06,2.726e-06,1.187e-05
19000,1467.01,1.026e-05,1.116e-06,1.595e-06,7.554e-06
20000,1543.29,1.163e-05,4.668e-06,1.380e-06,5.578e-06
