epoch,elapsed (s),Loss,IC,BC,F
0,0.08,4.654e+00,4.250e+00,4.711e-05,4.032e-01
1000,79.48,2.046e-02,1.988e-02,4.937e-07,5.821e-04
2000,156.93,1.800e-02,1.774e-02,3.600e-06,2.604e-04
3000,235.10,1.754e-02,1.721e-02,2.225e-05,3.072e-04
4000,313.17,1.778e-02,1.726e-02,8.216e-05,4.387e-04
5000,392.46,1.560e-02,1.488e-02,1.385e-04,5.863e-04
6000,470.28,1.833e-02,1.758e-02,1.834e-04,5.620e-04
7000,549.19,1.596e-02,1.517e-02,1.953e-04,5.918e-04
8000,627.02,1.520e-02,1.445e-02,1.879e-04,5.658e-04
9000,705.47,1.929e-02,1.846e-02,1.821e-04,6.515e-04
10000,782.86,1.774e-02,1.699e-02,1.924e-04,5.538e-04
11000,862.36,1.699e-02,1.616e-02,1.888e-04,6.418e-04
12000,941.22,1.696e-02,1.620e-02,1.896e-04,5.735e-04
13000,1019.02,1.841e-02,1.766e-02,1.845e-04,5.614e-04
14000,1096.30,1.442e-02,1.369e-02,1.899e-04,5.386e-04
15000,1175.22,1.536e-02,1.457e-02,1.911e-04,6.033e-04
16000,1254.20,1.853e-02,1.777e-02,1.868e-04,5.769e-04
17000,1332.27,1.489e-02,1.412e-02,1.885e-04,5.877e-04
18000,1411.11,1.242e-02,1.165e-02,1.983e-04,5.739e-04
19000,1490.51,1.453e-02,1.374e-02,1.848e-04,6.050e-04
20000,1570.22,1.827e-02,1.750e-02,1.915e-04,5.743e-04
