epoch,elapsed (s),Loss,IC,BC,F
0,0.10,3.187e+00,3.169e+00,3.759e-04,1.765e-02
1000,92.08,1.750e-02,1.544e-02,2.708e-04,1.784e-03
2000,184.62,1.089e-02,7.526e-03,5.269e-04,2.834e-03
3000,276.63,2.314e-03,1.145e-03,1.156e-04,1.053e-03
4000,368.84,1.239e-04,2.106e-05,9.627e-06,9.319e-05
5000,462.22,4.361e-05,6.101e-06,1.421e-06,3.608e-05
6000,550.83,1.491e-05,1.093e-06,4.851e-07,1.333e-05
7000,637.02,7.939e-06,3.969e-07,3.089e-07,7.233e-06
8000,723.16,3.944e-06,2.906e-07,1.637e-07,3.489e-06
9000,809.46,2.515e-06,2.060e-07,8.800e-08,2.221e-06
10000,895.66,2.120e-06,5.793e-07,8.110e-08,1.460e-06
11000,983.36,1.780e-06,7.415e-07,5.015e-08,9.886e-07
12000,1071.09,2.675e-06,1.324e-06,2.624e-08,1.325e-06
13000,1159.28,1.070e-06,4.380e-07,1.663e-08,6.157e-07
14000,1246.22,1.794e-06,1.080e-06,1.214e-08,7.012e-07
15000,1333.25,4.035e-07,7.628e-08,7.031e-09,3.202e-07
16000,1420.49,1.624e-06,9.764e-07,9.262e-09,6.388e-07
17000,1507.39,8.334e-07,5.485e-07,4.509e-09,2.804e-07
18000,1594.34,2.386e-07,5.090e-08,4.325e-09,1.834e-07
19000,1681.15,1.932e-07,4.553e-08,2.747e-09,1.449e-07
20000,1768.37,3.753e-07,1.856e-07,2.797e-09,1.869e-07
