epoch,elapsed (s),Loss,IC,BC,F
0,0.12,1.7253e+00,1.7238e+00,5.0409e-04,1.0108e-03
100,0.43,5.9254e-01,5.9031e-01,1.9571e-04,2.0424e-03
200,0.74,7.8616e-02,7.7338e-02,2.4659e-04,1.0317e-03
300,1.03,1.5532e-02,1.4606e-02,2.6799e-04,6.5764e-04
400,1.34,1.7638e-02,1.6437e-02,5.8654e-04,6.1439e-04
500,1.64,1.5020e-02,1.3237e-02,1.1455e-03,6.3681e-04
600,1.95,1.7980e-02,1.5966e-02,1.1894e-03,8.2395e-04
700,2.25,1.5564e-02,1.3130e-02,1.6270e-03,8.0782e-04
800,2.55,1.6797e-02,1.4686e-02,1.3093e-03,8.0225e-04
900,2.84,1.6674e-02,1.3479e-02,2.2772e-03,9.1786e-04
1000,3.13,1.7983e-02,1.5376e-02,1.7815e-03,8.2561e-04
1100,3.42,1.6632e-02,1.4172e-02,1.5435e-03,9.1635e-04
1200,3.71,1.6051e-02,1.3664e-02,1.4109e-03,9.7603e-04
1300,4.01,1.3502e-02,1.1000e-02,1.6433e-03,8.5921e-04
1400,4.31,1.3142e-02,1.0260e-02,1.9085e-03,9.7371e-04
1500,4.61,1.3893e-02,1.1698e-02,1.3070e-03,8.8833e-04
1600,4.90,1.2470e-02,9.1923e-03,2.2288e-03,1.0490e-03
1700,5.19,1.3280e-02,1.0443e-02,1.8250e-03,1.0121e-03
1800,5.48,1.3513e-02,9.7359e-03,2.6589e-03,1.1178e-03
1900,5.77,1.0625e-02,6.4511e-03,2.9908e-03,1.1833e-03
2000,6.06,9.0725e-03,5.4859e-03,1.7403e-03,1.8463e-03
2100,6.35,9.2971e-03,5.3428e-03,2.1976e-03,1.7567e-03
2200,6.64,9.0006e-03,5.3444e-03,1.9933e-03,1.6630e-03
2300,6.94,9.2848e-03,5.8232e-03,1.4701e-03,1.9915e-03
2400,7.24,9.3799e-03,5.0753e-03,2.2949e-03,2.0097e-03
2500,7.54,8.1069e-03,4.3151e-03,2.2226e-03,1.5692e-03
2600,7.84,8.0296e-03,4.6247e-03,1.4422e-03,1.9627e-03
2700,8.14,7.4087e-03,3.6011e-03,1.8621e-03,1.9454e-03
2800,8.44,7.5850e-03,3.7997e-03,1.9307e-03,1.8546e-03
2900,8.74,6.3850e-03,2.9313e-03,2.0605e-03,1.3933e-03
3000,9.04,5.7982e-03,2.5235e-03,1.6137e-03,1.6611e-03
3100,9.33,5.0980e-03,1.8231e-03,1.8790e-03,1.3958e-03
3200,9.62,4.9351e-03,1.8836e-03,1.7056e-03,1.3458e-03
3300,9.92,4.6431e-03,1.5523e-03,1.7226e-03,1.3682e-03
3400,10.21,4.4475e-03,1.2530e-03,1.9664e-03,1.2281e-03
3500,10.50,4.3812e-03,1.6723e-03,1.4699e-03,1.2389e-03
3600,10.79,3.9056e-03,1.1291e-03,1.6911e-03,1.0854e-03
3700,11.08,3.8616e-03,9.6285e-04,1.6339e-03,1.2648e-03
3800,11.37,3.9089e-03,9.6797e-04,1.8307e-03,1.1101e-03
3900,11.66,3.6281e-03,1.0983e-03,1.3308e-03,1.1990e-03
4000,12.03,3.1928e-03,8.4100e-04,1.2067e-03,1.1451e-03
4100,12.33,3.3636e-03,9.3786e-04,1.3001e-03,1.1256e-03
4200,12.62,2.9662e-03,8.0683e-04,1.2485e-03,9.1081e-04
4300,12.92,2.8538e-03,8.0862e-04,1.0972e-03,9.4796e-04
4400,13.21,2.7518e-03,6.6987e-04,1.2171e-03,8.6487e-04
4500,13.50,2.8605e-03,6.6793e-04,1.2957e-03,8.9681e-04
4600,13.79,2.8087e-03,6.3055e-04,1.3127e-03,8.6545e-04
4700,14.09,2.6600e-03,7.0768e-04,1.1632e-03,7.8911e-04
4800,14.39,2.6956e-03,1.0009e-03,9.8132e-04,7.1340e-04
4900,14.69,2.4910e-03,5.9454e-04,1.2039e-03,6.9253e-04
5000,14.99,2.4830e-03,4.6779e-04,1.3980e-03,6.1715e-04
5100,15.29,2.0897e-03,4.3720e-04,1.0121e-03,6.4034e-04
5200,15.59,2.0949e-03,2.9118e-04,1.2115e-03,5.9229e-04
5300,15.89,2.0570e-03,4.2487e-04,1.1047e-03,5.2741e-04
5400,16.19,1.7988e-03,4.4845e-04,8.5072e-04,4.9960e-04
5500,16.48,1.7136e-03,1.9655e-04,9.8648e-04,5.3060e-04
5600,16.78,1.5273e-03,4.3235e-04,6.0980e-04,4.8518e-04
5700,17.08,2.1301e-03,3.8340e-04,1.3122e-03,4.3453e-04
5800,17.37,1.7769e-03,3.6992e-04,9.7934e-04,4.2761e-04
5900,17.66,1.9501e-03,3.9579e-04,1.0913e-03,4.6298e-04
6000,17.95,1.5788e-03,2.1482e-04,9.3268e-04,4.3132e-04
6100,18.24,2.0326e-03,3.0263e-04,1.2254e-03,5.0455e-04
6200,18.54,1.5123e-03,2.0517e-04,9.3464e-04,3.7250e-04
6300,18.82,1.4399e-03,2.7614e-04,7.9610e-04,3.6768e-04
6400,19.12,1.5999e-03,2.4862e-04,9.9333e-04,3.5791e-04
6500,19.41,1.2885e-03,2.5228e-04,6.6301e-04,3.7320e-04
6600,19.70,1.1601e-03,1.8745e-04,6.3977e-04,3.3285e-04
6700,19.99,1.2950e-03,2.5945e-04,6.5341e-04,3.8219e-04
6800,20.28,1.3564e-03,1.6746e-04,9.0664e-04,2.8226e-04
6900,20.57,1.3529e-03,1.5560e-04,8.8336e-04,3.1395e-04
7000,20.86,1.0995e-03,1.6991e-04,6.3141e-04,2.9817e-04
7100,21.20,1.1125e-03,2.3295e-04,5.7921e-04,3.0039e-04
7200,21.49,1.2482e-03,1.7585e-04,8.1020e-04,2.6220e-04
