epoch,elapsed (s),Loss,IC,BC,F
0,0.13,1.725e+00,1.724e+00,5.041e-04,1.011e-03
1000,3.35,1.798e-02,1.538e-02,1.782e-03,8.256e-04
2000,6.79,9.073e-03,5.486e-03,1.740e-03,1.846e-03
3000,9.63,5.798e-03,2.523e-03,1.614e-03,1.661e-03
4000,12.48,3.193e-03,8.410e-04,1.207e-03,1.145e-03
5000,15.38,2.483e-03,4.678e-04,1.398e-03,6.171e-04
6000,18.18,1.579e-03,2.148e-04,9.327e-04,4.313e-04
7000,20.99,1.099e-03,1.699e-04,6.314e-04,2.982e-04
8000,23.90,6.613e-04,1.567e-04,3.537e-04,1.510e-04
9000,26.79,1.925e-04,1.231e-05,1.231e-04,5.711e-05
10000,29.60,9.445e-05,1.987e-05,4.112e-05,3.347e-05
11000,32.46,7.520e-05,1.561e-05,3.982e-05,1.978e-05
12000,35.48,6.300e-05,2.030e-05,2.516e-05,1.754e-05
13000,38.37,4.641e-05,1.653e-05,1.270e-05,1.718e-05
14000,41.21,2.842e-05,6.868e-06,1.025e-05,1.130e-05
15000,44.14,3.238e-05,1.289e-05,9.288e-06,1.020e-05
16000,47.24,1.807e-05,3.351e-06,7.771e-06,6.951e-06
17000,50.72,2.400e-05,1.033e-05,5.916e-06,7.754e-06
18000,53.95,4.124e-05,3.091e-05,3.560e-06,6.769e-06
19000,56.96,1.302e-05,3.966e-06,4.063e-06,4.987e-06
20000,59.96,8.259e-06,1.820e-06,3.000e-06,3.439e-06
