epoch,elapsed (s),Loss,IC,BC,F
0,0.02,1.7253e+00,1.7238e+00,5.0409e-04,1.0108e-03
100,0.32,5.9254e-01,5.9031e-01,1.9571e-04,2.0424e-03
200,0.75,7.8616e-02,7.7338e-02,2.4659e-04,1.0317e-03
300,1.08,1.5532e-02,1.4606e-02,2.6799e-04,6.5764e-04
400,1.38,1.7638e-02,1.6437e-02,5.8654e-04,6.1439e-04
500,1.68,1.5020e-02,1.3237e-02,1.1455e-03,6.3681e-04
600,1.97,1.7980e-02,1.5966e-02,1.1894e-03,8.2395e-04
700,2.27,1.5564e-02,1.3130e-02,1.6270e-03,8.0782e-04
800,2.55,1.6797e-02,1.4686e-02,1.3093e-03,8.0225e-04
900,2.84,1.6674e-02,1.3479e-02,2.2772e-03,9.1786e-04
1000,3.12,1.7983e-02,1.5376e-02,1.7815e-03,8.2561e-04
1100,3.41,1.6632e-02,1.4172e-02,1.5435e-03,9.1635e-04
1200,3.70,1.6051e-02,1.3664e-02,1.4109e-03,9.7603e-04
1300,3.99,1.3502e-02,1.1000e-02,1.6433e-03,8.5921e-04
1400,4.29,1.3142e-02,1.0260e-02,1.9085e-03,9.7371e-04
1500,4.58,1.3893e-02,1.1698e-02,1.3070e-03,8.8833e-04
1600,4.88,1.2470e-02,9.1923e-03,2.2288e-03,1.0490e-03
1700,5.17,1.3280e-02,1.0443e-02,1.8250e-03,1.0121e-03
1800,5.47,1.3513e-02,9.7359e-03,2.6589e-03,1.1178e-03
1900,5.77,1.0625e-02,6.4511e-03,2.9908e-03,1.1833e-03
2000,6.07,9.0725e-03,5.4859e-03,1.7403e-03,1.8463e-03
2100,6.37,9.2971e-03,5.3428e-03,2.1976e-03,1.7567e-03
2200,6.67,9.0006e-03,5.3444e-03,1.9933e-03,1.6630e-03
2300,6.97,9.2848e-03,5.8232e-03,1.4701e-03,1.9915e-03
2400,7.27,9.3799e-03,5.0753e-03,2.2949e-03,2.0097e-03
2500,7.56,8.1069e-03,4.3151e-03,2.2226e-03,1.5692e-03
2600,7.86,8.0296e-03,4.6247e-03,1.4422e-03,1.9627e-03
2700,8.16,7.4087e-03,3.6011e-03,1.8621e-03,1.9454e-03
2800,8.46,7.5850e-03,3.7997e-03,1.9307e-03,1.8546e-03
2900,8.76,6.3850e-03,2.9313e-03,2.0605e-03,1.3933e-03
3000,9.06,5.7982e-03,2.5235e-03,1.6137e-03,1.6611e-03
3100,9.35,5.0980e-03,1.8231e-03,1.8790e-03,1.3958e-03
3200,9.65,4.9351e-03,1.8836e-03,1.7056e-03,1.3458e-03
3300,9.95,4.6431e-03,1.5523e-03,1.7226e-03,1.3682e-03
3400,10.24,4.4475e-03,1.2530e-03,1.9664e-03,1.2281e-03
3500,10.60,4.3812e-03,1.6723e-03,1.4699e-03,1.2389e-03
3600,10.89,3.9056e-03,1.1291e-03,1.6911e-03,1.0854e-03
3700,11.19,3.8616e-03,9.6285e-04,1.6339e-03,1.2648e-03
3800,11.48,3.9089e-03,9.6797e-04,1.8307e-03,1.1101e-03
3900,11.78,3.6281e-03,1.0983e-03,1.3308e-03,1.1990e-03
4000,12.07,3.1928e-03,8.4100e-04,1.2067e-03,1.1451e-03
4100,12.37,3.3636e-03,9.3786e-04,1.3001e-03,1.1256e-03
4200,12.67,2.9662e-03,8.0683e-04,1.2485e-03,9.1081e-04
4300,12.97,2.8538e-03,8.0862e-04,1.0972e-03,9.4796e-04
4400,13.27,2.7518e-03,6.6987e-04,1.2171e-03,8.6487e-04
4500,13.57,2.8605e-03,6.6793e-04,1.2957e-03,8.9681e-04
4600,13.86,2.8087e-03,6.3055e-04,1.3127e-03,8.6545e-04
4700,14.16,2.6600e-03,7.0768e-04,1.1632e-03,7.8911e-04
4800,14.46,2.6956e-03,1.0009e-03,9.8132e-04,7.1340e-04
4900,14.76,2.4910e-03,5.9454e-04,1.2039e-03,6.9253e-04
5000,15.06,2.4830e-03,4.6779e-04,1.3980e-03,6.1715e-04
5100,15.37,2.0897e-03,4.3720e-04,1.0121e-03,6.4034e-04
5200,15.67,2.0949e-03,2.9118e-04,1.2115e-03,5.9229e-04
