epoch,elapsed (s),Loss,IC,BC,F
0,0.27,2.943e+00,2.936e+00,3.626e-33,6.947e-03
100,22.84,1.515e+00,1.505e+00,9.881e-33,9.794e-03
200,44.87,4.789e-01,4.631e-01,2.038e-32,1.581e-02
300,68.42,8.406e-02,6.825e-02,4.626e-32,1.581e-02
400,95.16,2.888e-02,1.877e-02,5.407e-32,1.011e-02
500,121.54,2.719e-02,2.168e-02,3.624e-32,5.503e-03
600,147.37,2.032e-02,1.618e-02,3.583e-32,4.139e-03
700,175.29,2.176e-02,1.834e-02,5.703e-32,3.416e-03
800,200.08,2.197e-02,1.935e-02,2.350e-32,2.618e-03
900,222.07,1.850e-02,1.651e-02,3.944e-32,1.985e-03
1000,244.14,2.255e-02,2.041e-02,3.533e-32,2.139e-03
1100,266.01,2.039e-02,1.862e-02,3.879e-32,1.771e-03
1200,287.72,2.047e-02,1.903e-02,4.561e-32,1.439e-03
1300,309.91,1.915e-02,1.776e-02,4.059e-32,1.392e-03
1400,332.28,1.777e-02,1.649e-02,4.799e-32,1.279e-03
1500,358.92,2.245e-02,2.154e-02,3.648e-32,9.181e-04
1600,383.40,1.750e-02,1.645e-02,5.588e-32,1.051e-03
1700,405.37,1.997e-02,1.893e-02,3.879e-32,1.042e-03
1800,427.79,2.221e-02,2.112e-02,2.983e-32,1.088e-03
1900,450.37,1.728e-02,1.612e-02,3.780e-32,1.159e-03
2000,472.11,2.091e-02,2.000e-02,5.522e-32,9.138e-04
2100,494.34,2.122e-02,2.022e-02,4.281e-32,9.946e-04
2200,516.71,2.178e-02,2.078e-02,5.629e-32,1.003e-03
2300,538.74,1.915e-02,1.802e-02,4.635e-32,1.134e-03
2400,561.74,2.109e-02,2.004e-02,3.394e-32,1.047e-03
2500,584.26,1.973e-02,1.871e-02,2.531e-32,1.013e-03
2600,606.41,2.136e-02,2.026e-02,3.739e-32,1.097e-03
2700,628.31,1.814e-02,1.698e-02,4.470e-32,1.161e-03
2800,650.05,1.587e-02,1.487e-02,4.068e-32,1.001e-03
2900,672.83,1.496e-02,1.370e-02,4.388e-32,1.253e-03
3000,695.17,1.620e-02,1.482e-02,4.889e-32,1.379e-03
3100,717.24,1.855e-02,1.723e-02,3.969e-32,1.318e-03
3200,740.59,2.083e-02,1.944e-02,2.892e-32,1.391e-03
3300,762.82,1.514e-02,1.394e-02,4.955e-32,1.208e-03
3400,784.90,1.589e-02,1.473e-02,4.265e-32,1.157e-03
3500,806.88,1.815e-02,1.677e-02,4.807e-32,1.377e-03
3600,829.48,1.545e-02,1.423e-02,3.164e-32,1.216e-03
3700,852.31,2.002e-02,1.863e-02,3.525e-32,1.391e-03
3800,879.10,2.174e-02,2.043e-02,5.013e-32,1.306e-03
3900,907.51,1.759e-02,1.609e-02,4.544e-32,1.498e-03
4000,934.18,1.732e-02,1.584e-02,4.183e-32,1.484e-03
4100,960.60,1.756e-02,1.598e-02,4.076e-32,1.575e-03
4200,985.00,1.872e-02,1.728e-02,3.591e-32,1.436e-03
4300,1007.07,1.765e-02,1.608e-02,4.298e-32,1.566e-03
4400,1029.12,1.940e-02,1.799e-02,3.698e-32,1.408e-03
4500,1051.47,1.668e-02,1.532e-02,3.821e-32,1.357e-03
4600,1073.91,1.767e-02,1.638e-02,4.084e-32,1.291e-03
4700,1096.92,1.657e-02,1.499e-02,3.821e-32,1.581e-03
4800,1120.45,1.665e-02,1.521e-02,4.692e-32,1.449e-03
4900,1142.64,1.903e-02,1.735e-02,4.240e-32,1.673e-03
5000,1164.29,1.760e-02,1.601e-02,3.805e-32,1.589e-03
5100,1186.13,1.752e-02,1.597e-02,4.659e-32,1.553e-03
5200,1208.08,1.784e-02,1.633e-02,4.667e-32,1.514e-03
5300,1230.19,1.684e-02,1.534e-02,4.528e-32,1.503e-03
5400,1252.20,1.852e-02,1.681e-02,3.879e-32,1.718e-03
5500,1274.32,1.474e-02,1.331e-02,3.690e-32,1.430e-03
5600,1296.03,1.689e-02,1.537e-02,5.456e-32,1.523e-03
5700,1318.12,1.546e-02,1.369e-02,4.240e-32,1.764e-03
5800,1339.93,1.658e-02,1.510e-02,3.131e-32,1.477e-03
5900,1361.86,1.819e-02,1.667e-02,4.700e-32,1.525e-03
6000,1383.89,1.747e-02,1.610e-02,6.393e-32,1.369e-03
6100,1405.63,1.958e-02,1.791e-02,3.484e-32,1.671e-03
6200,1427.29,1.642e-02,1.498e-02,4.569e-32,1.441e-03
6300,1450.25,1.707e-02,1.537e-02,5.736e-32,1.702e-03
