epoch,elapsed (s),Loss,IC,BC,F
0,0.20,4.047e+00,3.557e+00,4.243e-33,4.901e-01
1000,186.56,2.301e-02,1.953e-02,3.361e-32,3.476e-03
2000,348.60,9.566e-03,6.769e-03,6.311e-32,2.796e-03
3000,501.21,1.351e-03,4.452e-04,5.087e-32,9.058e-04
4000,653.73,2.582e-04,2.387e-05,5.333e-32,2.343e-04
5000,806.65,1.050e-04,8.653e-06,4.577e-32,9.637e-05
6000,959.19,4.568e-05,2.940e-06,6.377e-32,4.274e-05
7000,1112.01,2.384e-05,1.266e-06,4.224e-32,2.257e-05
8000,1264.64,1.523e-05,8.538e-07,4.158e-32,1.437e-05
9000,1417.76,1.017e-05,6.354e-07,6.278e-32,9.539e-06
10000,1570.54,6.277e-06,6.139e-07,4.322e-32,5.663e-06
11000,1723.22,4.443e-06,5.837e-07,5.325e-32,3.860e-06
12000,1876.08,5.499e-06,4.326e-07,5.300e-32,5.066e-06
13000,2029.48,3.455e-06,4.600e-07,5.925e-32,2.995e-06
14000,2182.43,2.118e-06,3.843e-07,5.580e-32,1.734e-06
15000,2335.24,1.858e-06,3.171e-07,4.544e-32,1.540e-06
16000,2485.15,1.518e-06,2.654e-07,4.791e-32,1.253e-06
17000,2635.84,1.040e-06,2.416e-07,6.459e-32,7.981e-07
18000,2786.03,1.203e-06,1.622e-07,3.920e-32,1.041e-06
19000,2936.34,8.036e-07,1.628e-07,5.366e-32,6.408e-07
20000,3087.12,7.526e-07,1.960e-07,3.969e-32,5.566e-07
