epoch,elapsed (s),Loss,IC,BC,F
0,3.52,1.249e+01,5.098e+00,3.545e+00,3.842e+00
1000,3427.77,1.261e-01,3.741e-02,3.196e-03,8.549e-02
2000,6899.29,3.737e-02,2.968e-02,1.634e-04,7.528e-03
3000,14926.78,3.225e-02,2.677e-02,3.181e-06,5.476e-03
4000,65646.22,2.964e-02,2.356e-02,4.321e-04,5.644e-03
5000,69561.36,2.412e-02,1.902e-02,1.199e-03,3.895e-03
6000,73016.87,2.279e-02,1.759e-02,7.127e-04,4.484e-03
7000,76491.58,2.108e-02,1.600e-02,6.718e-04,4.415e-03
8000,80131.21,3.574e-03,3.088e-03,2.581e-05,4.607e-04
9000,83811.89,6.080e-04,4.955e-04,9.047e-06,1.035e-04
10000,87630.07,1.716e-04,1.159e-04,2.220e-06,5.351e-05
11000,91431.43,8.455e-05,4.663e-05,3.788e-07,3.755e-05
12000,95149.63,4.507e-05,2.436e-05,6.071e-07,2.010e-05
13000,99231.59,3.715e-05,1.459e-05,2.739e-07,2.229e-05
14000,152901.35,2.366e-05,9.720e-06,9.142e-08,1.385e-05
15000,156505.70,2.081e-05,7.934e-06,1.101e-06,1.178e-05
16000,161227.11,1.241e-05,4.984e-06,7.713e-08,7.351e-06
17000,167053.06,8.047e-06,4.268e-06,6.712e-08,3.712e-06
18000,172844.61,5.812e-06,3.242e-06,1.742e-07,2.396e-06
19000,177212.42,5.773e-06,2.827e-06,4.309e-08,2.903e-06
20000,180849.48,5.527e-06,2.720e-06,2.380e-08,2.784e-06
