epoch,elapsed (s),Loss,IC,BC,F
0,0.01,6.169e+00,3.234e+00,2.935e+00,1.611e-06
1000,4.37,3.976e-02,3.969e-02,9.557e-06,6.677e-05
2000,8.73,3.539e-03,3.505e-03,6.064e-07,3.401e-05
3000,13.09,1.654e-04,1.590e-04,2.039e-07,6.170e-06
4000,17.55,2.799e-05,2.476e-05,6.343e-08,3.159e-06
5000,21.99,1.234e-05,1.018e-05,5.815e-08,2.106e-06
6000,26.47,7.462e-06,6.235e-06,5.594e-08,1.171e-06
7000,30.87,4.420e-06,3.585e-06,5.382e-08,7.816e-07
8000,35.28,3.170e-06,1.779e-06,8.359e-08,1.308e-06
9000,39.67,1.350e-06,8.605e-07,3.499e-08,4.542e-07
10000,44.08,7.593e-07,4.799e-07,2.457e-08,2.548e-07
11000,48.53,5.570e-07,3.063e-07,1.869e-08,2.320e-07
12000,53.06,3.586e-07,2.390e-07,1.173e-08,1.079e-07
13000,57.50,2.986e-07,2.220e-07,6.654e-09,6.992e-08
14000,61.91,1.172e-06,4.544e-07,5.289e-07,1.884e-07
15000,66.35,2.757e-07,2.157e-07,2.341e-08,3.652e-08
16000,70.69,4.921e-07,2.267e-07,1.081e-07,1.573e-07
17000,75.03,2.268e-07,1.964e-07,1.597e-09,2.875e-08
18000,79.35,3.311e-07,2.067e-07,8.824e-08,3.619e-08
19000,83.74,1.928e-07,1.578e-07,8.313e-09,2.666e-08
20000,88.10,1.656e-07,1.465e-07,1.401e-09,1.767e-08
