epoch,elapsed (s),Loss,IC,BC,F
0,0.01,8.712e+00,3.234e+00,5.478e+00,1.611e-06
1000,4.82,4.731e-02,3.434e-02,7.015e-03,5.949e-03
2000,9.59,4.306e-02,2.757e-02,8.514e-03,6.982e-03
3000,14.35,4.176e-02,2.591e-02,9.246e-03,6.606e-03
4000,19.10,4.022e-02,2.488e-02,8.690e-03,6.649e-03
5000,24.67,3.928e-02,2.297e-02,8.681e-03,7.627e-03
6000,29.54,7.690e-03,3.791e-03,1.517e-03,2.383e-03
7000,34.37,5.008e-03,2.566e-03,1.102e-03,1.341e-03
8000,39.21,2.129e-03,1.078e-03,6.116e-04,4.395e-04
9000,44.02,7.290e-04,3.667e-04,2.010e-04,1.612e-04
10000,48.81,1.990e-04,9.073e-05,7.022e-05,3.807e-05
11000,53.61,7.388e-04,1.237e-04,2.468e-04,3.683e-04
12000,58.38,5.003e-04,1.013e-04,1.520e-04,2.470e-04
13000,63.23,1.192e-04,4.638e-05,5.584e-05,1.695e-05
14000,68.22,9.333e-05,2.418e-05,2.968e-05,3.948e-05
15000,73.44,4.210e-05,1.800e-05,1.301e-05,1.109e-05
16000,78.73,1.178e-03,6.277e-05,7.261e-05,1.043e-03
17000,83.61,1.708e-05,6.782e-06,5.362e-06,4.931e-06
18000,88.71,1.387e-05,4.481e-06,3.546e-06,5.845e-06
19000,93.55,1.180e-05,4.148e-06,2.427e-06,5.221e-06
20000,98.42,1.089e-05,4.221e-06,2.248e-06,4.418e-06
