epoch,elapsed (s),Loss,IC,BC,F
0,0.24,4.769e+00,4.738e+00,7.000e-33,3.132e-02
1000,214.21,2.484e-02,1.949e-02,9.532e-32,5.355e-03
2000,428.46,1.423e-02,1.179e-02,9.006e-32,2.446e-03
3000,642.43,1.136e-02,8.449e-03,9.228e-32,2.913e-03
4000,856.55,9.620e-03,5.875e-03,8.226e-32,3.746e-03
5000,1070.34,1.165e-03,2.886e-04,8.349e-32,8.768e-04
6000,1284.26,3.080e-04,6.226e-05,1.141e-31,2.457e-04
7000,1498.79,1.673e-04,3.972e-05,9.327e-32,1.275e-04
8000,1712.56,7.296e-05,2.267e-05,1.026e-31,5.029e-05
9000,1926.88,3.500e-05,8.722e-06,8.760e-32,2.628e-05
10000,2140.86,1.623e-05,3.839e-06,1.339e-31,1.239e-05
11000,2354.33,7.604e-06,1.185e-06,1.178e-31,6.419e-06
12000,2568.78,2.702e-06,4.028e-07,1.119e-31,2.299e-06
13000,2782.91,1.300e-06,1.835e-07,7.428e-32,1.116e-06
14000,2997.03,9.057e-07,9.301e-08,1.113e-31,8.127e-07
15000,3211.38,5.154e-07,6.619e-08,1.266e-31,4.492e-07
16000,3425.42,3.279e-07,4.974e-08,8.719e-32,2.782e-07
17000,3639.52,2.237e-07,3.580e-08,7.872e-32,1.879e-07
18000,3853.72,1.419e-07,3.267e-08,1.082e-31,1.092e-07
19000,4067.84,8.986e-08,2.174e-08,1.219e-31,6.812e-08
20000,4281.71,8.988e-08,1.801e-08,1.109e-31,7.187e-08
