epoch,elapsed (s),Loss,IC,BC,F
0,0.27,2.943e+00,2.936e+00,3.626e-33,6.947e-03
1000,222.53,2.255e-02,2.041e-02,3.533e-32,2.139e-03
2000,443.08,2.091e-02,2.000e-02,5.522e-32,9.138e-04
3000,665.67,1.620e-02,1.482e-02,4.889e-32,1.379e-03
4000,886.14,1.732e-02,1.584e-02,4.183e-32,1.484e-03
5000,1107.89,1.760e-02,1.601e-02,3.805e-32,1.589e-03
6000,1330.16,1.747e-02,1.610e-02,6.393e-32,1.369e-03
7000,1552.65,1.947e-02,1.800e-02,4.289e-32,1.477e-03
8000,1775.01,1.524e-02,1.362e-02,4.478e-32,1.618e-03
9000,1996.34,1.659e-02,1.506e-02,3.427e-32,1.523e-03
10000,2222.40,1.816e-02,1.656e-02,3.772e-32,1.598e-03
11000,2445.08,1.695e-02,1.542e-02,2.991e-32,1.526e-03
12000,2665.65,1.742e-02,1.566e-02,4.150e-32,1.765e-03
13000,2886.82,2.126e-02,1.969e-02,4.437e-32,1.573e-03
14000,3108.48,1.769e-02,1.595e-02,5.004e-32,1.741e-03
15000,3328.92,1.636e-02,1.482e-02,4.043e-32,1.546e-03
16000,14325.75,1.794e-02,1.619e-02,4.026e-32,1.744e-03
17000,31906.09,1.653e-02,1.492e-02,4.495e-32,1.613e-03
18000,50194.68,1.935e-02,1.770e-02,6.582e-32,1.651e-03
19000,50645.94,1.508e-02,1.341e-02,3.287e-32,1.674e-03
20000,50871.65,1.645e-02,1.479e-02,3.632e-32,1.661e-03
