epoch,elapsed (s),Loss,IC,BC,F
0,0.00,2.708e+00,2.707e+00,1.578e-04,6.206e-04
1000,3.71,1.178e-02,8.853e-03,2.353e-03,5.750e-04
2000,7.44,4.495e-03,1.576e-03,1.753e-03,1.167e-03
3000,11.13,3.115e-03,7.277e-04,1.478e-03,9.091e-04
4000,14.82,9.109e-04,1.755e-04,3.980e-04,3.374e-04
5000,18.52,4.354e-04,8.060e-05,2.504e-04,1.044e-04
6000,22.18,3.609e-04,5.748e-05,2.310e-04,7.246e-05
7000,25.86,2.255e-04,5.113e-05,1.126e-04,6.171e-05
8000,29.53,2.109e-04,4.035e-05,1.162e-04,5.438e-05
9000,33.19,3.133e-04,4.073e-05,2.283e-04,4.417e-05
10000,36.87,9.522e-05,1.544e-05,5.279e-05,2.699e-05
11000,40.57,3.127e-05,9.813e-06,1.154e-05,9.913e-06
12000,44.26,2.281e-05,7.835e-06,7.657e-06,7.318e-06
13000,47.96,1.005e-05,4.089e-06,3.046e-06,2.920e-06
14000,51.65,1.064e-05,5.284e-06,2.586e-06,2.774e-06
15000,55.34,1.402e-05,6.469e-06,1.647e-06,5.902e-06
16000,59.04,7.008e-06,4.430e-06,1.265e-06,1.312e-06
17000,62.74,5.491e-06,1.430e-06,5.122e-07,3.549e-06
18000,66.73,4.736e-06,2.244e-06,4.364e-07,2.055e-06
19000,70.75,2.688e-06,1.421e-06,2.902e-07,9.775e-07
20000,74.66,4.277e-06,1.921e-06,1.120e-06,1.236e-06
