epoch,elapsed (s),Loss,IC,BC,F
0,0.01,9.691e-01,4.487e-01,5.146e-01,5.800e-03
1000,5.87,3.968e-02,2.635e-02,7.558e-03,5.766e-03
2000,11.72,4.646e-03,2.673e-03,8.438e-04,1.129e-03
3000,17.58,5.814e-03,4.243e-03,6.173e-04,9.536e-04
4000,23.45,3.554e-03,2.409e-03,5.542e-04,5.910e-04
5000,29.33,5.191e-04,1.278e-04,8.106e-05,3.102e-04
6000,35.18,1.039e-03,8.056e-04,7.079e-05,1.630e-04
7000,41.10,3.006e-04,8.385e-05,1.380e-04,7.878e-05
8000,47.32,4.068e-04,5.260e-05,2.276e-04,1.266e-04
9000,53.32,1.366e-03,1.153e-03,1.620e-04,5.057e-05
10000,59.49,3.751e-04,1.799e-04,1.374e-04,5.785e-05
11000,65.34,1.018e-03,9.356e-04,2.472e-05,5.800e-05
12000,71.26,4.977e-04,4.214e-04,2.311e-06,7.399e-05
13000,77.16,7.570e-04,7.084e-04,3.705e-06,4.485e-05
14000,83.16,3.669e-04,5.000e-05,2.403e-04,7.667e-05
15000,89.15,1.451e-03,1.167e-03,2.294e-04,5.388e-05
16000,95.02,9.907e-04,8.388e-04,4.296e-05,1.089e-04
17000,101.08,1.579e-03,1.433e-03,8.846e-05,5.665e-05
18000,106.97,1.346e-03,1.257e-03,8.376e-06,8.056e-05
19000,112.99,7.368e-04,4.118e-04,2.438e-04,8.122e-05
20000,119.08,8.251e-05,2.103e-05,1.591e-05,4.557e-05
