epoch,elapsed (s),Loss,IC,BC,F
0,0.00,1.031e+01,3.793e+00,6.501e+00,2.043e-02
1000,3.17,4.578e-02,3.122e-02,1.051e-02,4.050e-03
2000,6.34,1.339e-02,8.972e-03,3.052e-03,1.362e-03
3000,9.56,8.740e-03,6.160e-03,1.482e-03,1.098e-03
4000,12.92,8.161e-03,6.089e-03,1.141e-03,9.316e-04
5000,16.10,7.335e-03,5.807e-03,9.544e-04,5.731e-04
6000,19.27,5.423e-03,4.469e-03,7.295e-04,2.247e-04
7000,22.46,2.436e-03,1.862e-03,4.754e-04,9.858e-05
8000,25.59,1.674e-03,1.208e-03,3.542e-04,1.114e-04
9000,28.72,1.309e-03,9.531e-04,2.775e-04,7.838e-05
10000,31.87,9.411e-04,7.013e-04,1.973e-04,4.249e-05
11000,35.03,6.896e-04,4.972e-04,1.357e-04,5.677e-05
12000,38.31,4.860e-04,3.332e-04,9.321e-05,5.957e-05
13000,41.43,9.815e-04,2.414e-04,9.939e-05,6.406e-04
14000,44.61,1.551e-03,2.075e-04,1.116e-04,1.232e-03
15000,47.78,5.106e-04,1.327e-04,5.831e-05,3.196e-04
16000,50.92,2.871e-04,1.075e-04,4.528e-05,1.343e-04
17000,54.08,5.585e-04,1.006e-04,6.616e-05,3.917e-04
18000,57.27,1.730e-04,9.082e-05,3.572e-05,4.642e-05
19000,60.45,2.203e-04,8.412e-05,3.772e-05,9.846e-05
20000,63.62,1.546e-04,7.169e-05,2.978e-05,5.309e-05
