epoch,elapsed (s),Loss,IC,BC,F
0,0.01,5.620e+00,2.337e+00,3.224e+00,5.873e-02
1000,3.46,4.290e-02,2.692e-02,1.039e-02,5.586e-03
2000,6.96,9.562e-03,6.433e-03,1.921e-03,1.208e-03
3000,10.57,9.031e-03,6.480e-03,1.520e-03,1.031e-03
4000,14.06,8.307e-03,6.266e-03,1.386e-03,6.550e-04
5000,17.41,7.511e-03,5.651e-03,1.178e-03,6.830e-04
6000,20.93,5.589e-03,4.216e-03,8.501e-04,5.233e-04
7000,24.34,3.490e-03,2.311e-03,5.913e-04,5.874e-04
8000,28.24,1.513e-03,8.379e-04,3.233e-04,3.515e-04
9000,31.64,1.315e-03,6.012e-04,2.042e-04,5.098e-04
10000,34.89,8.635e-04,4.673e-04,1.456e-04,2.506e-04
11000,38.13,6.282e-04,3.507e-04,1.249e-04,1.526e-04
12000,41.37,5.469e-04,2.573e-04,1.032e-04,1.864e-04
13000,44.59,3.843e-04,1.741e-04,8.029e-05,1.299e-04
14000,47.88,2.092e-04,1.159e-04,3.984e-05,5.349e-05
15000,51.32,5.749e-04,7.875e-05,3.083e-05,4.653e-04
16000,54.65,1.245e-04,6.526e-05,1.629e-05,4.296e-05
17000,58.18,2.077e-04,5.422e-05,1.620e-05,1.373e-04
18000,61.87,2.861e-04,5.005e-05,3.601e-05,2.000e-04
19000,65.48,7.600e-05,3.725e-05,1.140e-05,2.736e-05
20000,69.07,2.934e-04,3.271e-05,1.252e-05,2.482e-04
