epoch,elapsed (s),Loss,IC,BC,F
0,0.01,1.176e+00,5.283e-01,6.460e-01,2.007e-03
1000,5.39,3.278e-02,2.114e-02,7.530e-03,4.105e-03
2000,10.73,1.003e-02,6.801e-03,2.206e-03,1.021e-03
3000,16.15,7.353e-03,4.668e-03,1.857e-03,8.272e-04
4000,21.46,4.602e-03,2.271e-03,1.324e-03,1.007e-03
5000,26.80,2.498e-03,1.343e-03,6.655e-04,4.890e-04
6000,32.14,1.578e-03,9.563e-04,4.005e-04,2.210e-04
7000,37.51,1.178e-03,6.857e-04,3.178e-04,1.745e-04
8000,42.98,8.555e-04,4.743e-04,2.728e-04,1.085e-04
9000,48.77,6.157e-04,3.183e-04,2.197e-04,7.768e-05
10000,54.11,5.311e-04,2.017e-04,1.533e-04,1.760e-04
11000,59.51,3.044e-04,1.145e-04,9.371e-05,9.613e-05
12000,64.90,2.479e-04,6.448e-05,5.804e-05,1.254e-04
13000,70.22,2.803e-04,4.235e-05,3.588e-05,2.021e-04
14000,75.61,1.023e-04,2.823e-05,2.207e-05,5.200e-05
15000,80.99,7.491e-05,2.067e-05,1.463e-05,3.961e-05
16000,86.41,7.647e-05,1.448e-05,1.098e-05,5.101e-05
17000,91.85,9.916e-05,1.149e-05,8.440e-06,7.923e-05
18000,97.25,5.745e-05,1.035e-05,6.295e-06,4.080e-05
19000,102.59,3.484e-05,6.956e-06,5.228e-06,2.266e-05
20000,107.99,1.503e-04,5.935e-06,5.634e-06,1.387e-04
