epoch,elapsed (s),Loss,IC,BC,F
0,0.17,3.325e+00,2.931e+00,1.430e-32,3.939e-01
1000,158.54,4.702e-02,2.216e-02,8.152e-32,2.486e-02
2000,325.24,1.853e-02,1.253e-02,8.858e-32,5.991e-03
3000,486.85,1.198e-02,9.039e-03,6.944e-32,2.939e-03
4000,646.97,4.394e-03,2.637e-03,6.976e-32,1.758e-03
5000,809.27,1.337e-03,4.551e-04,7.264e-32,8.817e-04
6000,969.28,5.439e-04,1.356e-04,7.116e-32,4.082e-04
7000,1128.32,2.831e-04,6.435e-05,6.073e-32,2.187e-04
8000,1286.52,1.650e-04,3.730e-05,8.439e-32,1.277e-04
9000,1445.93,1.002e-04,1.857e-05,8.242e-32,8.163e-05
10000,1605.70,4.971e-05,8.269e-06,6.483e-32,4.144e-05
11000,1762.80,2.770e-05,3.638e-06,8.004e-32,2.406e-05
12000,1919.25,1.616e-05,1.482e-06,9.483e-32,1.467e-05
13000,2076.00,9.061e-06,8.541e-07,8.275e-32,8.207e-06
14000,2232.67,4.753e-06,3.015e-07,8.990e-32,4.451e-06
15000,2389.47,2.975e-06,1.741e-07,9.080e-32,2.801e-06
16000,2545.74,1.452e-06,7.623e-08,8.209e-32,1.376e-06
17000,2765.08,8.380e-07,4.917e-08,1.175e-31,7.888e-07
18000,2928.78,7.034e-07,5.153e-08,6.582e-32,6.519e-07
19000,3095.43,3.511e-07,2.364e-08,5.785e-32,3.275e-07
20000,3264.03,3.633e-07,5.099e-08,7.650e-32,3.123e-07
