epoch,elapsed (s),Loss,IC,BC,F
0,0.16,2.845e+00,2.793e+00,1.935e-33,5.230e-02
1000,155.46,1.669e-02,1.297e-02,3.238e-32,3.721e-03
2000,310.59,1.176e-03,4.122e-04,4.758e-32,7.634e-04
3000,466.04,3.360e-04,6.740e-05,4.520e-32,2.686e-04
4000,621.89,1.557e-04,3.133e-05,3.443e-32,1.244e-04
5000,778.12,7.997e-05,1.683e-05,5.538e-32,6.314e-05
6000,934.33,4.652e-05,9.676e-06,5.128e-32,3.684e-05
7000,1091.03,2.832e-05,6.210e-06,3.550e-32,2.211e-05
8000,1247.79,1.750e-05,4.081e-06,4.947e-32,1.342e-05
9000,1404.45,1.156e-05,3.080e-06,4.347e-32,8.478e-06
10000,1561.17,7.881e-06,2.471e-06,3.435e-32,5.410e-06
11000,1715.16,5.554e-06,1.878e-06,5.662e-32,3.676e-06
12000,1861.49,4.477e-06,1.580e-06,3.805e-32,2.897e-06
13000,2008.37,3.426e-06,1.269e-06,4.158e-32,2.157e-06
14000,2154.58,2.389e-06,9.523e-07,2.892e-32,1.437e-06
15000,2300.50,2.467e-06,1.174e-06,3.468e-32,1.293e-06
16000,2446.63,1.714e-06,8.052e-07,3.533e-32,9.086e-07
17000,2592.58,1.561e-06,7.565e-07,3.558e-32,8.046e-07
18000,2738.28,1.345e-06,4.860e-07,4.355e-32,8.588e-07
19000,2883.58,1.097e-06,4.970e-07,4.832e-32,5.997e-07
20000,3029.12,1.390e-06,7.791e-07,4.980e-32,6.106e-07
