epoch,elapsed (s),Loss,IC,BC,F
0,0.16,2.845e+00,2.704e+00,2.615e-33,1.407e-01
1000,159.25,2.147e-02,1.912e-02,2.457e-32,2.349e-03
2000,318.84,1.971e-02,1.911e-02,1.956e-32,6.034e-04
3000,471.35,1.583e-02,1.525e-02,1.849e-32,5.841e-04
4000,623.70,1.644e-02,1.579e-02,2.498e-32,6.509e-04
5000,775.41,1.717e-02,1.618e-02,1.709e-32,9.912e-04
6000,925.52,1.749e-02,1.630e-02,1.586e-32,1.192e-03
7000,1077.39,1.596e-02,1.456e-02,1.783e-32,1.402e-03
8000,1229.53,1.452e-02,1.297e-02,1.520e-32,1.552e-03
9000,1381.80,1.531e-02,1.384e-02,2.358e-32,1.470e-03
10000,1534.68,1.536e-02,1.394e-02,1.454e-32,1.422e-03
11000,1685.91,1.245e-02,1.108e-02,1.545e-32,1.368e-03
12000,1836.77,1.171e-02,1.022e-02,1.668e-32,1.492e-03
13000,1989.56,1.503e-02,1.345e-02,1.602e-32,1.581e-03
14000,2140.73,1.617e-02,1.466e-02,1.742e-32,1.505e-03
15000,2292.61,1.632e-02,1.471e-02,1.808e-32,1.604e-03
16000,2446.04,1.630e-02,1.476e-02,1.487e-32,1.540e-03
17000,2598.10,1.852e-02,1.695e-02,1.906e-32,1.569e-03
18000,2750.41,1.691e-02,1.543e-02,1.767e-32,1.485e-03
19000,2902.19,1.527e-02,1.369e-02,1.676e-32,1.578e-03
20000,3056.67,1.594e-02,1.446e-02,1.496e-32,1.478e-03
