epoch,elapsed (s),Loss,IC,BC,F
0,0.00,2.708e+00,2.707e+00,1.578e-04,6.206e-04
1000,3.94,1.178e-02,8.853e-03,2.353e-03,5.750e-04
2000,7.82,4.495e-03,1.576e-03,1.753e-03,1.167e-03
3000,11.85,3.115e-03,7.277e-04,1.478e-03,9.091e-04
4000,15.71,9.109e-04,1.755e-04,3.980e-04,3.374e-04
5000,19.79,4.354e-04,8.060e-05,2.504e-04,1.044e-04
6000,23.68,3.609e-04,5.748e-05,2.310e-04,7.246e-05
7000,27.59,2.255e-04,5.113e-05,1.126e-04,6.171e-05
8000,31.45,2.109e-04,4.035e-05,1.162e-04,5.438e-05
9000,35.29,3.133e-04,4.073e-05,2.283e-04,4.417e-05
10000,39.16,9.522e-05,1.544e-05,5.279e-05,2.699e-05
11000,43.07,3.127e-05,9.813e-06,1.154e-05,9.913e-06
12000,47.04,2.281e-05,7.835e-06,7.657e-06,7.318e-06
13000,50.98,1.005e-05,4.089e-06,3.046e-06,2.920e-06
14000,54.85,1.064e-05,5.284e-06,2.586e-06,2.774e-06
15000,58.77,1.402e-05,6.469e-06,1.647e-06,5.902e-06
16000,62.64,7.008e-06,4.430e-06,1.265e-06,1.312e-06
17000,66.52,5.491e-06,1.430e-06,5.122e-07,3.549e-06
18000,70.46,4.736e-06,2.244e-06,4.364e-07,2.055e-06
19000,74.33,2.688e-06,1.421e-06,2.902e-07,9.775e-07
20000,78.36,4.277e-06,1.921e-06,1.120e-06,1.236e-06
