epoch,elapsed (s),Loss,IC,BC,F
0,0.00,3.9195e+00,3.9195e+00,2.8130e-07,1.3038e-06
100,0.45,9.8489e-01,9.8485e-01,1.5932e-06,3.5251e-05
200,0.90,1.3017e-01,1.3016e-01,8.3471e-08,1.0606e-05
300,1.35,2.8019e-02,2.8017e-02,4.4010e-08,2.0036e-06
400,1.79,1.9838e-02,1.9837e-02,2.4028e-08,1.2243e-06
500,2.24,1.9781e-02,1.9779e-02,1.7999e-08,1.6083e-06
600,2.68,2.3809e-02,2.3808e-02,3.6914e-08,1.3695e-06
700,3.11,1.7452e-02,1.7450e-02,9.4838e-08,1.8506e-06
800,3.54,1.6593e-02,1.6591e-02,2.4282e-07,2.4754e-06
900,3.98,2.1892e-02,2.1885e-02,7.3480e-07,5.7806e-06
1000,4.42,2.0259e-02,2.0245e-02,3.1628e-06,1.0918e-05
1100,4.85,1.7911e-02,1.7818e-02,1.2023e-05,8.1112e-05
1200,5.29,1.6958e-02,1.6731e-02,2.5892e-05,2.0164e-04
1300,5.73,2.3404e-02,2.3172e-02,2.8439e-05,2.0320e-04
1400,6.16,1.8074e-02,1.7644e-02,4.6516e-05,3.8393e-04
1500,6.60,1.5839e-02,1.5233e-02,1.1589e-04,4.8963e-04
1600,7.04,1.2692e-02,1.1692e-02,2.0070e-04,7.9898e-04
1700,7.54,1.6511e-02,1.5349e-02,2.2699e-04,9.3564e-04
1800,7.98,1.8993e-02,1.7451e-02,3.9570e-04,1.1459e-03
1900,8.42,1.3605e-02,1.1146e-02,1.3045e-03,1.1540e-03
2000,8.86,1.2416e-02,1.0138e-02,1.1485e-03,1.1291e-03
2100,9.31,9.8012e-03,7.2192e-03,1.6100e-03,9.7198e-04
2200,9.76,1.0744e-02,6.6674e-03,3.3838e-03,6.9295e-04
2300,10.20,1.0268e-02,6.9679e-03,2.7016e-03,5.9860e-04
2400,10.67,8.6772e-03,4.8464e-03,2.8766e-03,9.5421e-04
2500,11.09,6.3526e-03,3.8310e-03,1.6387e-03,8.8292e-04
2600,11.54,7.0038e-03,3.2381e-03,2.8135e-03,9.5232e-04
2700,11.98,6.7094e-03,3.3441e-03,1.9908e-03,1.3745e-03
2800,12.42,6.2771e-03,3.2351e-03,1.9234e-03,1.1186e-03
2900,12.85,6.4053e-03,3.2254e-03,2.1144e-03,1.0655e-03
3000,13.28,6.3310e-03,3.0045e-03,2.1679e-03,1.1585e-03
3100,13.72,4.9875e-03,2.4414e-03,1.4709e-03,1.0752e-03
3200,14.15,5.5963e-03,2.5692e-03,1.8794e-03,1.1476e-03
3300,14.60,4.6247e-03,2.0101e-03,1.3724e-03,1.2422e-03
3400,15.05,4.7920e-03,1.9853e-03,1.5484e-03,1.2583e-03
3500,15.49,4.6783e-03,1.8998e-03,1.5497e-03,1.2287e-03
3600,15.93,3.8834e-03,1.3326e-03,1.3681e-03,1.1827e-03
3700,16.37,3.9247e-03,1.1337e-03,1.6018e-03,1.1892e-03
3800,16.81,3.0051e-03,9.2217e-04,1.1754e-03,9.0757e-04
3900,17.30,3.1908e-03,7.1522e-04,1.3227e-03,1.1528e-03
4000,17.76,3.2244e-03,1.0297e-03,1.2027e-03,9.9199e-04
4100,18.20,2.9910e-03,6.5139e-04,1.2278e-03,1.1118e-03
4200,18.62,3.2461e-03,6.4807e-04,1.5859e-03,1.0121e-03
4300,19.04,2.7473e-03,4.0575e-04,1.2259e-03,1.1156e-03
4400,19.47,2.9155e-03,6.0451e-04,1.4398e-03,8.7125e-04
4500,19.91,2.8201e-03,4.6640e-04,1.2998e-03,1.0538e-03
4600,20.34,2.6857e-03,5.2329e-04,1.1771e-03,9.8529e-04
4700,20.77,2.6959e-03,6.2528e-04,1.1286e-03,9.4202e-04
4800,21.21,2.5545e-03,6.3297e-04,1.0170e-03,9.0459e-04
4900,21.64,2.1765e-03,2.7012e-04,1.1085e-03,7.9791e-04
5000,22.08,2.1364e-03,3.7135e-04,9.8434e-04,7.8070e-04
5100,22.51,1.8613e-03,3.7460e-04,7.7180e-04,7.1486e-04
5200,22.94,1.8534e-03,3.3209e-04,9.0081e-04,6.2051e-04
5300,23.38,1.9025e-03,3.1356e-04,9.2645e-04,6.6252e-04
5400,23.87,1.8524e-03,3.0309e-04,7.7653e-04,7.7276e-04
5500,24.35,1.6062e-03,2.6463e-04,7.3898e-04,6.0255e-04
5600,24.82,1.6423e-03,3.4867e-04,6.5504e-04,6.3859e-04
5700,25.27,1.5424e-03,2.2137e-04,7.1261e-04,6.0839e-04
5800,25.71,1.4063e-03,1.9588e-04,6.5133e-04,5.5910e-04
5900,26.13,1.2551e-03,2.0367e-04,5.7815e-04,4.7331e-04
6000,26.55,1.0163e-03,1.1370e-04,5.0289e-04,3.9975e-04
6100,27.03,8.0795e-04,1.1450e-04,3.5789e-04,3.3556e-04
6200,27.46,7.7466e-04,1.0554e-04,3.9139e-04,2.7773e-04
6300,27.89,7.4655e-04,1.2184e-04,3.5959e-04,2.6512e-04
6400,28.33,6.1095e-04,8.9664e-05,3.1390e-04,2.0738e-04
6500,28.76,5.7299e-04,8.8765e-05,2.9998e-04,1.8425e-04
6600,29.20,4.4488e-04,7.1895e-05,1.9320e-04,1.7979e-04
6700,29.63,6.2966e-04,6.5397e-05,4.0278e-04,1.6148e-04
6800,30.08,4.2935e-04,8.2687e-05,1.9535e-04,1.5131e-04
6900,30.51,3.8962e-04,6.8089e-05,1.4685e-04,1.7469e-04
7000,30.95,4.1643e-04,7.7812e-05,1.9814e-04,1.4047e-04
7100,31.40,2.8265e-04,5.9660e-05,1.0028e-04,1.2271e-04
7200,31.83,3.4296e-04,6.2676e-05,1.5124e-04,1.2905e-04
7300,32.26,3.8743e-04,4.5909e-05,2.2606e-04,1.1547e-04
7400,32.70,3.0247e-04,4.9776e-05,1.4285e-04,1.0984e-04
7500,33.13,3.1552e-04,5.9146e-05,1.5396e-04,1.0242e-04
7600,33.57,3.0857e-04,3.8230e-05,1.5325e-04,1.1709e-04
7700,33.99,2.4523e-04,3.4869e-05,1.0560e-04,1.0477e-04
7800,34.44,3.0146e-04,3.9811e-05,1.4923e-04,1.1242e-04
7900,34.86,2.2505e-04,3.9650e-05,8.6933e-05,9.8463e-05
8000,35.29,3.4570e-04,5.8856e-05,1.9291e-04,9.3934e-05
8100,35.72,2.8509e-04,5.2518e-05,1.4618e-04,8.6395e-05
8200,36.15,3.5902e-04,7.0233e-05,1.9668e-04,9.2103e-05
8300,36.58,2.9573e-04,4.0256e-05,1.7429e-04,8.1182e-05
8400,37.01,2.1122e-04,3.1496e-05,1.0181e-04,7.7912e-05
8500,37.45,2.4044e-04,2.4824e-05,1.3882e-04,7.6798e-05
8600,37.93,1.8883e-04,3.1662e-05,7.6626e-05,8.0547e-05
8700,38.37,1.8459e-04,1.9449e-05,9.3736e-05,7.1400e-05
8800,38.82,1.0886e-04,1.0488e-05,4.1534e-05,5.6838e-05
8900,39.26,1.4623e-04,1.3571e-05,7.1978e-05,6.0684e-05
9000,39.70,1.2548e-04,1.9737e-05,5.6347e-05,4.9399e-05
9100,40.13,1.1049e-04,1.6549e-05,4.6315e-05,4.7630e-05
9200,40.56,9.4602e-05,1.2129e-05,3.1787e-05,5.0686e-05
9300,41.00,1.0880e-04,6.3389e-06,6.3660e-05,3.8804e-05
9400,41.41,6.9428e-05,5.4027e-06,2.9234e-05,3.4791e-05
9500,41.83,6.4749e-05,6.8556e-06,2.4212e-05,3.3681e-05
9600,42.26,6.1388e-05,7.2341e-06,2.5420e-05,2.8735e-05
9700,42.68,5.4822e-05,4.3600e-06,1.6290e-05,3.4172e-05
9800,43.11,5.7646e-05,8.0321e-06,2.1103e-05,2.8511e-05
9900,43.54,5.0438e-05,6.1600e-06,1.5811e-05,2.8467e-05
10000,43.97,5.1385e-05,8.8117e-06,1.8662e-05,2.3911e-05
10100,44.40,4.3335e-05,4.1902e-06,1.6666e-05,2.2478e-05
10200,44.90,3.3193e-05,4.9685e-06,9.8530e-06,1.8372e-05
10300,45.34,3.9805e-05,3.5010e-06,1.5685e-05,2.0620e-05
10400,45.80,5.8140e-05,7.1010e-06,3.3635e-05,1.7404e-05
10500,46.23,4.0581e-05,4.5251e-06,1.5782e-05,2.0274e-05
10600,46.67,4.6239e-05,6.6058e-06,1.8654e-05,2.0980e-05
10700,47.11,4.7130e-05,1.2258e-05,1.8961e-05,1.5911e-05
10800,47.54,3.9108e-05,3.1737e-06,1.7306e-05,1.8628e-05
10900,47.97,3.7009e-05,6.4542e-06,1.4292e-05,1.6263e-05
11000,48.40,2.9574e-05,4.0081e-06,9.3948e-06,1.6171e-05
11100,48.96,2.9920e-05,4.2604e-06,1.1579e-05,1.4080e-05
11200,49.43,2.4529e-05,5.9019e-06,5.8018e-06,1.2825e-05
