epoch,elapsed (s),Loss,IC,BC,F
0,0.19,5.083e+00,5.051e+00,4.206e-33,3.188e-02
1000,179.72,1.855e-02,1.704e-02,1.364e-32,1.503e-03
2000,360.43,1.459e-02,1.330e-02,1.775e-32,1.287e-03
3000,541.02,1.256e-02,1.032e-02,1.906e-32,2.242e-03
4000,720.43,8.303e-03,5.690e-03,2.120e-32,2.613e-03
5000,902.29,8.512e-04,2.542e-04,2.186e-32,5.970e-04
6000,1082.71,2.532e-04,6.737e-05,2.145e-32,1.858e-04
7000,1262.52,9.821e-05,2.001e-05,3.221e-32,7.820e-05
8000,1440.40,4.690e-05,8.000e-06,2.860e-32,3.890e-05
9000,1620.59,2.440e-05,2.508e-06,2.958e-32,2.189e-05
10000,1800.00,1.620e-05,1.786e-06,2.449e-32,1.441e-05
11000,1980.08,8.366e-06,9.125e-07,2.556e-32,7.453e-06
12000,2160.83,6.015e-06,6.103e-07,2.934e-32,5.404e-06
13000,2340.49,3.714e-06,3.791e-07,3.090e-32,3.335e-06
14000,2519.46,3.035e-06,3.404e-07,2.588e-32,2.694e-06
15000,2696.99,3.120e-06,8.750e-07,2.399e-32,2.245e-06
16000,2875.41,1.996e-06,3.042e-07,2.761e-32,1.692e-06
17000,3054.60,1.686e-06,2.953e-07,2.745e-32,1.391e-06
18000,3267.16,1.344e-06,1.515e-07,2.178e-32,1.192e-06
19000,3446.48,1.531e-06,2.942e-07,2.334e-32,1.237e-06
20000,3626.23,9.701e-07,7.469e-08,2.613e-32,8.954e-07
