epoch,elapsed (s),Loss,IC,BC,F
0,0.22,3.074e+00,2.734e+00,1.899e-32,3.402e-01
1000,212.31,7.322e-02,3.026e-02,4.824e-32,4.297e-02
2000,424.41,2.645e-02,1.520e-02,5.629e-32,1.125e-02
3000,636.42,1.789e-02,1.354e-02,5.152e-32,4.347e-03
4000,848.95,8.951e-03,6.683e-03,4.544e-32,2.268e-03
5000,1061.15,2.625e-03,1.477e-03,7.732e-32,1.148e-03
6000,1273.46,5.131e-04,8.430e-05,5.654e-32,4.288e-04
7000,1486.40,2.041e-04,1.842e-05,6.755e-32,1.856e-04
8000,1699.04,1.278e-04,6.401e-06,6.623e-32,1.214e-04
9000,1911.82,6.330e-05,4.145e-06,5.456e-32,5.915e-05
10000,2124.30,4.017e-05,2.329e-06,5.777e-32,3.784e-05
11000,2336.98,1.892e-05,2.122e-06,3.747e-32,1.680e-05
12000,2549.75,1.055e-05,1.214e-06,5.908e-32,9.336e-06
13000,4282.66,6.857e-06,9.416e-07,3.747e-32,5.915e-06
14000,4504.40,4.786e-06,7.865e-07,6.903e-32,4.000e-06
15000,4718.92,2.927e-06,2.258e-07,4.692e-32,2.701e-06
16000,4935.01,2.002e-06,2.672e-07,3.994e-32,1.735e-06
17000,5151.67,1.633e-06,1.487e-07,6.023e-32,1.484e-06
18000,5366.73,1.226e-06,1.412e-07,3.936e-32,1.085e-06
19000,5583.39,9.265e-07,1.255e-07,5.399e-32,8.010e-07
20000,5799.33,7.472e-07,6.926e-08,6.566e-32,6.779e-07
