epoch,elapsed (s),Loss,IC,BC,F
0,17.62,1.419e+01,2.122e+00,0.000e+00,1.207e+01
1000,58533.32,9.665e-01,7.115e-01,0.000e+00,2.550e-01
2000,70669.11,1.665e-01,1.495e-01,0.000e+00,1.704e-02
3000,89151.94,3.608e-02,3.196e-02,0.000e+00,4.125e-03
4000,147338.84,2.022e-02,1.946e-02,0.000e+00,7.636e-04
5000,160260.44,1.824e-02,1.776e-02,0.000e+00,4.822e-04
6000,172056.17,2.085e-02,1.976e-02,0.000e+00,1.090e-03
7000,233940.32,1.853e-02,1.688e-02,0.000e+00,1.649e-03
8000,245236.61,1.488e-02,1.276e-02,0.000e+00,2.126e-03
9000,259971.88,1.640e-02,1.393e-02,0.000e+00,2.470e-03
10000,321616.16,1.664e-02,1.379e-02,0.000e+00,2.849e-03
11000,332689.55,1.353e-02,1.058e-02,0.000e+00,2.945e-03
12000,355278.74,1.472e-02,1.139e-02,0.000e+00,3.330e-03
13000,368948.99,1.506e-02,1.137e-02,0.000e+00,3.684e-03
14000,382421.86,1.555e-02,1.203e-02,0.000e+00,3.522e-03
15000,395787.01,1.538e-02,1.215e-02,0.000e+00,3.229e-03
16000,409000.37,1.809e-02,1.438e-02,0.000e+00,3.705e-03
17000,422234.50,1.538e-02,1.177e-02,0.000e+00,3.611e-03
18000,435946.39,1.526e-02,1.131e-02,0.000e+00,3.951e-03
19000,449519.05,1.800e-02,1.463e-02,0.000e+00,3.375e-03
20000,463216.73,1.522e-02,1.177e-02,0.000e+00,3.443e-03
