epoch,elapsed (s),Loss,IC,BC,F
0,0.17,6.391e+00,2.379e+00,3.788e+00,2.233e-01
1000,155.31,4.775e-02,3.679e-02,7.406e-03,3.552e-03
2000,310.70,2.304e-02,1.573e-02,4.070e-03,3.242e-03
3000,466.83,1.469e-02,8.268e-03,3.059e-03,3.365e-03
4000,622.65,1.208e-02,6.891e-03,2.782e-03,2.406e-03
5000,775.84,1.075e-02,6.424e-03,2.697e-03,1.631e-03
6000,929.09,1.031e-02,6.135e-03,2.691e-03,1.483e-03
7000,1085.93,9.843e-03,5.957e-03,2.619e-03,1.267e-03
8000,1247.12,9.508e-03,5.813e-03,2.400e-03,1.295e-03
9000,1400.60,8.843e-03,5.714e-03,2.045e-03,1.084e-03
10000,1554.34,8.633e-03,5.647e-03,1.705e-03,1.282e-03
11000,1707.68,8.250e-03,5.625e-03,1.500e-03,1.126e-03
12000,1861.48,7.970e-03,5.617e-03,1.286e-03,1.066e-03
13000,2015.44,7.823e-03,5.593e-03,1.164e-03,1.066e-03
14000,2169.66,7.937e-03,5.554e-03,1.101e-03,1.282e-03
15000,2323.98,7.394e-03,5.542e-03,1.022e-03,8.303e-04
16000,2479.49,7.448e-03,5.576e-03,8.986e-04,9.731e-04
17000,2633.90,7.594e-03,5.621e-03,8.752e-04,1.099e-03
18000,2789.33,7.209e-03,5.632e-03,8.512e-04,7.257e-04
19000,2944.64,7.224e-03,5.622e-03,8.701e-04,7.318e-04
20000,3098.56,7.257e-03,5.630e-03,7.904e-04,8.364e-04
