epoch,elapsed (s),Loss,IC,BC,F
0,0.27,5.190e+00,2.379e+00,2.588e+00,2.233e-01
1000,176.91,2.943e-02,2.606e-02,7.732e-04,2.597e-03
2000,338.90,1.061e-02,8.438e-03,4.167e-04,1.751e-03
3000,499.67,7.696e-03,6.401e-03,1.414e-04,1.154e-03
4000,651.86,6.290e-03,5.533e-03,7.534e-05,6.818e-04
5000,806.47,5.753e-03,5.063e-03,6.835e-05,6.212e-04
6000,964.78,5.538e-03,4.916e-03,5.631e-05,5.657e-04
7000,1124.54,5.337e-03,4.847e-03,4.764e-05,4.428e-04
8000,1280.35,5.193e-03,4.794e-03,3.667e-05,3.627e-04
9000,1434.70,5.022e-03,4.745e-03,2.559e-05,2.510e-04
10000,1591.89,4.813e-03,4.694e-03,1.302e-05,1.066e-04
11000,1750.94,4.704e-03,4.668e-03,4.141e-06,3.150e-05
12000,1913.51,4.688e-03,4.666e-03,2.106e-06,1.899e-05
13000,2075.38,4.681e-03,4.666e-03,1.415e-06,1.394e-05
14000,2234.31,4.679e-03,4.666e-03,9.510e-07,1.207e-05
15000,2397.40,4.675e-03,4.666e-03,6.838e-07,9.180e-06
16000,2558.97,4.675e-03,4.666e-03,6.306e-07,8.934e-06
17000,2717.51,4.673e-03,4.666e-03,4.216e-07,6.907e-06
18000,2879.40,4.670e-03,4.665e-03,4.693e-07,4.167e-06
19000,3044.74,4.670e-03,4.665e-03,3.381e-07,3.947e-06
20000,3209.89,4.669e-03,4.665e-03,2.657e-07,3.471e-06
