step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,884.38,1.764e+00,1.751e+00,1.220e-02,7.513e-01,1.000e+00,6.534e-08,7.288e-07
1000,1773.86,1.756e+00,1.748e+00,7.560e-03,7.481e-01,1.000e+00,6.837e-08,7.534e-07
1500,2677.93,1.753e+00,1.748e+00,5.237e-03,7.477e-01,1.000e+00,6.188e-08,7.904e-07
2000,3595.78,1.752e+00,1.747e+00,4.067e-03,7.474e-01,1.000e+00,6.374e-08,8.228e-07
2500,4524.51,1.751e+00,1.747e+00,3.589e-03,7.473e-01,1.000e+00,6.206e-08,8.472e-07
3000,5461.15,1.750e+00,1.747e+00,2.648e-03,7.473e-01,1.000e+00,7.387e-08,8.740e-07
3500,6413.42,1.750e+00,1.747e+00,2.449e-03,7.472e-01,1.000e+00,7.386e-08,9.073e-07
4000,7381.54,1.749e+00,1.747e+00,2.233e-03,7.470e-01,1.000e+00,7.773e-08,9.643e-07
4500,8349.38,1.749e+00,1.747e+00,1.881e-03,7.469e-01,1.000e+00,7.504e-08,1.050e-06
5000,14854.69,1.748e+00,1.747e+00,1.771e-03,7.467e-01,1.000e+00,8.131e-08,1.181e-06
5500,15994.98,1.748e+00,1.746e+00,1.859e-03,7.464e-01,1.000e+00,8.349e-08,1.364e-06
6000,16944.41,1.748e+00,1.746e+00,1.881e-03,7.458e-01,1.000e+00,8.477e-08,1.597e-06
6500,17960.54,1.747e+00,1.745e+00,1.983e-03,7.451e-01,1.000e+00,7.991e-08,1.848e-06
7000,18969.05,1.746e+00,1.744e+00,2.259e-03,7.438e-01,1.000e+00,7.331e-08,2.004e-06
7500,19955.78,1.744e+00,1.740e+00,3.928e-03,7.399e-01,1.000e+00,7.803e-08,2.089e-06
8000,20967.92,1.718e+00,1.705e+00,1.242e-02,7.053e-01,1.000e+00,4.148e-08,6.625e-06
8500,22002.53,1.503e+00,1.502e+00,7.665e-04,5.017e-01,1.000e+00,2.309e-10,3.321e-05
9000,22980.20,1.501e+00,1.500e+00,3.551e-04,5.002e-01,1.000e+00,5.392e-09,3.358e-05
9500,23966.94,1.500e+00,1.500e+00,2.087e-04,5.001e-01,1.000e+00,5.596e-09,2.851e-05
10000,24943.78,1.500e+00,1.500e+00,1.521e-04,5.001e-01,1.000e+00,3.281e-09,2.244e-05
10500,25927.18,1.500e+00,1.500e+00,1.392e-04,5.000e-01,1.000e+00,1.597e-09,1.565e-05
11000,26898.75,1.500e+00,1.500e+00,1.418e-04,4.999e-01,1.000e+00,2.217e-09,9.947e-06
11500,27860.67,1.500e+00,1.500e+00,1.422e-04,4.997e-01,1.000e+00,8.897e-09,6.165e-06
12000,28877.75,1.500e+00,1.500e+00,1.678e-04,4.995e-01,1.000e+00,2.966e-08,4.452e-06
12500,29895.22,1.499e+00,1.499e+00,2.013e-04,4.992e-01,1.000e+00,9.723e-08,3.712e-06
13000,30914.09,1.499e+00,1.499e+00,2.184e-04,4.988e-01,1.000e+00,2.319e-07,3.094e-06
13500,31904.70,1.498e+00,1.498e+00,2.604e-04,4.981e-01,1.000e+00,5.275e-07,1.749e-06
14000,32895.68,1.498e+00,1.497e+00,2.897e-04,4.973e-01,1.000e+00,1.231e-06,1.248e-06
14500,33933.98,1.496e+00,1.496e+00,3.479e-04,4.961e-01,1.000e+00,3.128e-06,1.283e-06
15000,34945.64,1.495e+00,1.495e+00,7.493e-04,4.946e-01,1.000e+00,7.301e-06,9.240e-07
15500,35936.30,1.494e+00,1.493e+00,1.008e-03,4.926e-01,1.000e+00,1.605e-05,5.480e-07
16000,37058.82,1.491e+00,1.491e+00,7.570e-04,4.905e-01,1.000e+00,2.734e-05,1.522e-07
16500,38627.13,1.488e+00,1.488e+00,1.947e-04,4.881e-01,1.000e+00,3.787e-05,1.177e-07
17000,39797.97,1.486e+00,1.486e+00,1.324e-04,4.855e-01,1.000e+00,5.664e-05,7.321e-08
17500,40975.52,1.484e+00,1.483e+00,1.188e-03,4.827e-01,1.000e+00,7.454e-05,4.276e-08
18000,42287.80,1.481e+00,1.480e+00,3.999e-04,4.798e-01,1.000e+00,9.949e-05,4.385e-08
18500,43349.14,1.478e+00,1.478e+00,1.957e-04,4.770e-01,1.000e+00,1.340e-04,2.543e-08
19000,48983.22,1.475e+00,1.475e+00,1.748e-04,4.740e-01,1.001e+00,1.486e-04,1.648e-08
19500,50650.59,1.472e+00,1.472e+00,2.461e-04,4.709e-01,1.001e+00,1.875e-04,1.141e-08
20000,51659.68,1.472e+00,1.469e+00,3.140e-03,4.681e-01,1.001e+00,1.848e-04,6.298e-08
20500,52680.01,1.466e+00,1.466e+00,3.137e-04,4.651e-01,1.001e+00,2.347e-04,4.305e-09
21000,53667.84,1.464e+00,1.464e+00,6.706e-04,4.627e-01,1.001e+00,2.871e-04,4.740e-09
21500,54689.27,1.461e+00,1.461e+00,4.745e-04,4.600e-01,1.001e+00,3.207e-04,1.793e-09
22000,55673.57,1.459e+00,1.458e+00,4.063e-04,4.578e-01,1.000e+00,3.546e-04,7.338e-10
22500,56659.90,1.457e+00,1.456e+00,1.006e-03,4.554e-01,1.000e+00,3.567e-04,6.238e-10
23000,57646.67,1.454e+00,1.453e+00,4.574e-04,4.532e-01,9.998e-01,3.880e-04,2.713e-10
23500,58631.40,1.453e+00,1.452e+00,5.412e-04,4.520e-01,9.998e-01,3.517e-04,3.667e-10
24000,59603.13,1.450e+00,1.450e+00,5.415e-04,4.501e-01,9.994e-01,4.360e-04,3.797e-10
24500,60584.13,1.448e+00,1.448e+00,5.115e-04,4.484e-01,9.991e-01,4.567e-04,1.974e-10
25000,61565.23,1.452e+00,1.446e+00,6.226e-03,4.465e-01,9.986e-01,5.356e-04,5.366e-10
25500,62542.26,1.445e+00,1.443e+00,1.930e-03,4.446e-01,9.981e-01,5.230e-04,1.365e-10
26000,63615.97,1.445e+00,1.441e+00,4.373e-03,4.426e-01,9.976e-01,6.051e-04,1.549e-10
26500,64697.84,1.440e+00,1.439e+00,4.646e-04,4.413e-01,9.974e-01,5.513e-04,4.434e-11
27000,65626.49,1.438e+00,1.437e+00,4.319e-04,4.398e-01,9.967e-01,6.966e-04,3.835e-11
27500,66583.88,1.439e+00,1.435e+00,4.399e-03,4.381e-01,9.960e-01,7.313e-04,6.745e-11
28000,67558.03,1.433e+00,1.432e+00,6.780e-04,4.363e-01,9.954e-01,6.500e-04,1.887e-11
28500,68533.03,1.433e+00,1.431e+00,1.303e-03,4.354e-01,9.953e-01,6.782e-04,1.120e-10
29000,69508.61,1.431e+00,1.431e+00,5.057e-04,4.350e-01,9.949e-01,7.519e-04,5.572e-12
29500,70482.79,1.437e+00,1.430e+00,7.819e-03,4.345e-01,9.945e-01,6.583e-04,2.624e-11
30000,71454.92,1.429e+00,1.429e+00,3.410e-04,4.339e-01,9.941e-01,6.573e-04,1.285e-11
