epoch,elapsed (s),Loss,IC,BC,F
0,0.39,6.075e+00,2.294e+00,3.771e+00,1.017e-02
1000,299.69,3.352e-02,3.020e-02,1.629e-04,3.158e-03
2000,597.94,2.435e-02,2.055e-02,2.071e-04,3.591e-03
3000,896.64,1.340e-02,1.007e-02,1.509e-04,3.178e-03
4000,1196.99,5.516e-03,4.242e-03,7.308e-05,1.200e-03
5000,1498.69,4.068e-03,3.667e-03,2.862e-05,3.726e-04
6000,1799.94,3.521e-03,3.244e-03,1.577e-05,2.613e-04
7000,2101.62,3.169e-03,2.861e-03,1.443e-05,2.939e-04
8000,2403.01,2.905e-03,2.685e-03,7.152e-06,2.126e-04
9000,2700.46,2.773e-03,2.599e-03,3.546e-06,1.702e-04
10000,2998.54,2.706e-03,2.548e-03,2.891e-06,1.549e-04
11000,3302.34,2.607e-03,2.470e-03,2.860e-06,1.338e-04
12000,3606.56,2.446e-03,2.327e-03,1.257e-06,1.187e-04
13000,3909.78,2.354e-03,2.243e-03,9.695e-07,1.105e-04
14000,4206.97,2.286e-03,2.188e-03,2.370e-06,9.558e-05
15000,4504.39,2.240e-03,2.143e-03,8.464e-07,9.619e-05
16000,4801.53,2.215e-03,2.106e-03,2.270e-07,1.088e-04
17000,5100.09,2.170e-03,2.071e-03,8.004e-07,9.878e-05
18000,5407.37,2.123e-03,2.039e-03,5.720e-07,8.375e-05
19000,5709.51,2.110e-03,2.014e-03,1.300e-07,9.549e-05
20000,6203.81,2.089e-03,1.993e-03,3.738e-07,9.532e-05
