epoch,elapsed (s),Loss,IC,BC,F
0,0.00,1.131e+01,4.208e+00,7.100e+00,2.215e-04
1000,3.86,4.911e-02,3.866e-02,7.703e-03,2.747e-03
2000,7.68,4.323e-02,2.781e-02,8.498e-03,6.925e-03
3000,11.53,4.118e-02,2.584e-02,8.813e-03,6.533e-03
4000,15.36,1.062e-02,6.695e-03,1.136e-03,2.785e-03
5000,19.20,4.075e-03,1.791e-03,8.092e-04,1.476e-03
6000,23.04,3.094e-03,1.179e-03,5.676e-04,1.348e-03
7000,26.88,1.304e-03,5.478e-04,3.925e-04,3.639e-04
8000,30.71,5.390e-04,2.465e-04,2.141e-04,7.832e-05
9000,34.56,2.480e-04,8.834e-05,6.257e-05,9.707e-05
10000,38.40,7.532e-05,2.626e-05,2.056e-05,2.849e-05
11000,42.29,1.021e-03,7.283e-05,2.263e-05,9.256e-04
12000,46.19,3.409e-05,7.555e-06,5.621e-06,2.092e-05
13000,50.08,2.891e-05,7.845e-06,4.748e-06,1.632e-05
14000,53.94,4.979e-04,1.196e-05,1.422e-05,4.717e-04
15000,57.78,2.959e-05,5.010e-06,3.402e-06,2.117e-05
16000,61.61,3.890e-05,8.306e-06,5.108e-06,2.548e-05
17000,65.45,2.268e-05,3.425e-06,2.292e-06,1.697e-05
18000,69.30,1.243e-05,2.776e-06,1.991e-06,7.658e-06
19000,73.14,1.379e-05,2.231e-06,1.860e-06,9.698e-06
20000,76.97,1.554e-05,4.663e-06,3.363e-06,7.515e-06
