epoch,elapsed (s),Loss,IC,BC,F
0,0.01,7.637e+00,2.996e+00,4.641e+00,1.068e-04
1000,6.60,5.444e-02,3.228e-02,1.390e-02,8.261e-03
2000,13.14,1.640e-02,8.435e-03,4.164e-03,3.797e-03
3000,19.67,1.033e-02,6.951e-03,1.879e-03,1.497e-03
4000,26.22,8.509e-03,6.089e-03,1.367e-03,1.053e-03
5000,32.79,5.155e-03,3.663e-03,7.401e-04,7.521e-04
6000,39.32,1.832e-03,1.080e-03,3.514e-04,4.000e-04
7000,45.92,5.158e-04,2.661e-04,1.137e-04,1.360e-04
8000,52.65,1.658e-04,5.489e-05,5.179e-05,5.908e-05
9000,59.32,7.451e-05,1.530e-05,2.117e-05,3.804e-05
10000,65.89,1.090e-04,8.911e-06,1.220e-05,8.791e-05
11000,72.47,2.239e-05,2.655e-06,3.045e-06,1.669e-05
12000,79.10,2.101e-05,2.532e-06,2.339e-06,1.614e-05
13000,85.63,1.398e-05,1.609e-06,9.836e-07,1.138e-05
14000,92.15,1.674e-05,2.277e-06,2.529e-06,1.193e-05
15000,98.69,9.947e-06,8.093e-07,4.739e-07,8.664e-06
16000,105.22,1.639e-05,8.358e-07,7.343e-07,1.482e-05
17000,111.74,8.928e-06,7.186e-07,7.267e-07,7.483e-06
18000,118.26,8.933e-06,5.421e-07,3.603e-07,8.030e-06
19000,124.79,1.610e-05,7.925e-07,8.630e-07,1.445e-05
20000,131.35,1.029e-05,1.922e-06,2.380e-06,5.990e-06
