Model,Size,Trainable parameters,Loss,Density error,Pressure error
ii,1,222,8.989278e-07,2.760014e-04,1.117113e-04
ii,2,222,3.632961e-07,1.981602e-04,7.116018e-05
ii,3,222,5.037776e-07,1.521777e-04,1.315627e-04
ii,4,222,7.471656e-07,2.868957e-04,9.473570e-06
ii,5,222,1.021508e-06,3.012961e-04,4.390721e-05
ii,6,222,8.237821e-06,1.371379e-03,7.656201e-05
