step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,22.23,1.499e+00,1.499e+00,4.080e-05,4.996e-01,9.997e-01,2.446e-07,7.358e-07
1000,43.86,1.498e+00,1.497e+00,3.817e-05,4.992e-01,9.983e-01,3.176e-07,1.394e-07
1500,65.50,1.487e+00,1.487e+00,5.197e-05,4.971e-01,9.903e-01,2.474e-07,3.685e-09
2000,87.06,1.420e+00,1.420e+00,5.637e-05,4.871e-01,9.326e-01,1.790e-06,4.774e-10
2500,108.68,1.335e+00,1.335e+00,2.285e-04,4.831e-01,8.515e-01,3.841e-06,2.653e-10
3000,130.53,1.187e+00,1.187e+00,1.730e-04,4.833e-01,7.036e-01,6.877e-06,1.762e-10
3500,152.35,9.089e-01,9.088e-01,8.982e-05,4.844e-01,4.244e-01,9.565e-06,3.923e-12
4000,174.37,6.112e-01,5.984e-01,1.278e-02,4.346e-01,1.639e-01,1.566e-05,1.382e-12
4500,196.16,4.044e-01,4.043e-01,6.330e-05,3.549e-01,4.935e-02,2.585e-05,5.930e-13
5000,217.99,3.053e-01,3.052e-01,9.659e-05,2.905e-01,1.466e-02,4.903e-05,1.637e-13
5500,239.88,3.770e-01,3.414e-01,3.560e-02,2.525e-01,8.866e-02,2.804e-04,4.308e-14
6000,261.76,2.800e-01,2.751e-01,4.835e-03,2.669e-01,7.957e-03,2.646e-04,1.399e-13
6500,283.61,2.760e-01,2.743e-01,1.620e-03,2.668e-01,7.311e-03,2.678e-04,6.209e-14
7000,305.54,2.741e-01,2.734e-01,6.981e-04,2.661e-01,6.974e-03,2.742e-04,3.928e-14
7500,327.64,2.726e-01,2.722e-01,3.882e-04,2.652e-01,6.675e-03,2.693e-04,3.190e-14
8000,350.12,2.709e-01,2.707e-01,2.445e-04,2.640e-01,6.346e-03,2.760e-04,2.614e-14
8500,372.08,2.690e-01,2.688e-01,1.671e-04,2.625e-01,5.960e-03,2.847e-04,2.068e-14
9000,394.11,2.666e-01,2.665e-01,1.201e-04,2.607e-01,5.509e-03,2.805e-04,1.666e-14
