step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
9500,416.05,2.639e-01,2.638e-01,1.008e-04,2.585e-01,4.988e-03,2.885e-04,1.419e-14
10000,440.87,2.606e-01,2.606e-01,8.463e-05,2.559e-01,4.399e-03,3.056e-04,1.275e-14
10500,462.79,2.569e-01,2.568e-01,7.251e-05,2.528e-01,3.755e-03,3.068e-04,1.194e-14
11000,485.42,2.528e-01,2.526e-01,1.283e-04,2.492e-01,3.086e-03,3.138e-04,1.041e-14
11500,508.37,2.481e-01,2.481e-01,4.799e-05,2.453e-01,2.385e-03,3.210e-04,9.165e-15
12000,531.12,2.433e-01,2.433e-01,3.742e-05,2.412e-01,1.756e-03,3.505e-04,8.395e-15
12500,553.45,2.384e-01,2.384e-01,5.226e-05,2.368e-01,1.188e-03,3.713e-04,7.442e-15
13000,576.45,2.337e-01,2.336e-01,5.056e-05,2.325e-01,7.322e-04,3.764e-04,6.861e-15
13500,598.53,2.291e-01,2.291e-01,2.408e-05,2.283e-01,3.972e-04,3.987e-04,6.086e-15
14000,620.85,2.248e-01,2.247e-01,4.532e-05,2.242e-01,1.700e-04,3.985e-04,5.756e-15
14500,642.76,2.205e-01,2.204e-01,2.963e-05,2.200e-01,6.292e-05,4.088e-04,6.151e-15
15000,664.70,2.159e-01,2.159e-01,7.450e-06,2.155e-01,1.160e-05,3.780e-04,6.314e-15
15500,686.68,2.107e-01,2.106e-01,7.884e-05,2.102e-01,4.988e-06,4.053e-04,6.475e-15
16000,708.69,2.041e-01,2.041e-01,1.072e-05,2.036e-01,3.439e-06,4.858e-04,6.211e-15
16500,730.76,1.957e-01,1.957e-01,3.662e-06,1.952e-01,1.256e-05,4.695e-04,5.691e-15
17000,753.29,1.851e-01,1.851e-01,2.661e-06,1.844e-01,2.045e-05,6.480e-04,4.408e-15
17500,775.18,1.713e-01,1.713e-01,1.754e-06,1.705e-01,2.914e-05,7.804e-04,2.750e-15
18000,797.15,1.537e-01,1.537e-01,2.640e-06,1.523e-01,3.329e-05,1.329e-03,1.553e-15
18500,819.27,1.309e-01,1.308e-01,1.017e-06,1.290e-01,3.824e-05,1.854e-03,5.173e-16
19000,841.30,1.499e-01,1.399e-01,9.946e-03,1.143e-01,2.233e-02,3.247e-03,1.582e-16
19500,863.31,1.088e-01,1.087e-01,8.410e-05,1.048e-01,1.810e-06,3.858e-03,4.747e-17
20000,885.29,1.038e-01,1.037e-01,2.626e-05,1.001e-01,2.400e-06,3.684e-03,4.620e-17
20500,907.21,9.832e-02,9.831e-02,1.156e-05,9.423e-02,3.193e-06,4.074e-03,4.451e-17
21000,929.57,9.167e-02,9.167e-02,8.426e-06,8.725e-02,4.086e-06,4.409e-03,4.324e-17
21500,951.71,8.520e-02,8.519e-02,6.179e-06,7.905e-02,5.103e-06,6.136e-03,4.230e-17
22000,973.67,7.632e-02,7.631e-02,4.336e-06,6.966e-02,6.073e-06,6.645e-03,4.183e-17
22500,995.72,6.660e-02,6.660e-02,3.326e-06,5.929e-02,6.813e-06,7.301e-03,4.221e-17
23000,1017.79,5.361e-02,5.361e-02,2.616e-06,4.830e-02,6.964e-06,5.302e-03,4.413e-17
23500,1039.79,4.603e-02,4.602e-02,2.078e-06,3.730e-02,6.499e-06,8.720e-03,4.779e-17
24000,1061.78,4.230e-02,4.230e-02,1.637e-06,2.706e-02,5.130e-06,1.523e-02,5.289e-17
24500,1083.77,3.455e-02,3.455e-02,1.146e-06,1.835e-02,3.348e-06,1.619e-02,5.699e-17
25000,1105.91,2.899e-02,2.899e-02,1.025e-06,1.170e-02,1.725e-06,1.729e-02,5.925e-17
25500,1127.88,2.589e-02,2.589e-02,5.918e-06,7.198e-03,4.514e-07,1.869e-02,7.531e-17
26000,1149.93,2.430e-02,2.412e-02,1.787e-04,4.575e-03,2.145e-07,1.954e-02,9.740e-17
26500,1171.98,2.723e-02,2.723e-02,1.154e-06,3.223e-03,4.356e-08,2.401e-02,1.487e-16
27000,1193.92,2.746e-02,2.746e-02,8.512e-07,2.660e-03,8.301e-09,2.480e-02,1.861e-16
27500,1215.87,2.767e-02,2.767e-02,5.189e-07,2.446e-03,2.107e-11,2.522e-02,2.208e-16
28000,1238.05,2.318e-02,2.318e-02,8.817e-07,2.433e-03,1.965e-08,2.075e-02,2.301e-16
28500,1260.96,2.237e-02,2.237e-02,3.321e-07,2.464e-03,2.360e-09,1.991e-02,2.748e-16
29000,1282.91,2.119e-02,2.119e-02,4.276e-07,2.447e-03,4.161e-10,1.874e-02,2.428e-16
29500,1303.83,2.727e-02,2.726e-02,6.709e-06,2.458e-03,1.871e-07,2.480e-02,2.292e-16
30000,1322.57,2.547e-02,2.547e-02,2.260e-07,2.392e-03,1.680e-08,2.308e-02,2.049e-16
30500,1341.34,2.363e-02,2.362e-02,1.485e-06,2.429e-03,8.832e-06,2.119e-02,8.306e-17
31000,1360.59,2.263e-02,2.263e-02,1.003e-07,2.389e-03,7.427e-09,2.024e-02,3.768e-17
31500,1379.37,2.697e-02,2.697e-02,2.619e-06,2.458e-03,1.313e-11,2.451e-02,3.197e-18
32000,1398.15,2.730e-02,2.730e-02,9.302e-07,2.382e-03,1.430e-10,2.492e-02,1.801e-18
32500,1416.89,2.275e-02,2.275e-02,4.141e-07,2.473e-03,1.165e-09,2.028e-02,1.153e-18
33000,1435.55,2.645e-02,2.645e-02,2.777e-07,2.423e-03,8.147e-11,2.403e-02,8.344e-19
33500,1454.33,2.172e-02,2.172e-02,2.055e-07,2.428e-03,2.940e-12,1.930e-02,6.674e-19
34000,1473.10,2.364e-02,2.364e-02,1.564e-07,2.527e-03,8.966e-11,2.111e-02,5.615e-19
34500,1491.88,2.835e-02,2.835e-02,1.264e-07,2.430e-03,6.510e-09,2.592e-02,4.923e-19
35000,1510.65,3.072e-02,3.072e-02,1.686e-07,2.412e-03,1.357e-05,2.829e-02,4.380e-19
35500,1529.45,2.778e-02,2.778e-02,9.123e-08,2.434e-03,1.092e-06,2.535e-02,4.042e-19
36000,1548.22,2.175e-02,2.175e-02,6.302e-08,2.338e-03,1.588e-07,1.941e-02,3.774e-19
36500,1567.10,2.287e-02,2.287e-02,5.094e-08,2.356e-03,2.673e-07,2.052e-02,3.505e-19
37000,1585.84,2.045e-02,2.045e-02,2.053e-07,2.401e-03,3.499e-05,1.801e-02,3.149e-19
37500,1604.62,2.594e-02,2.594e-02,3.399e-08,2.411e-03,1.268e-06,2.352e-02,2.677e-19
38000,1623.43,2.639e-02,2.639e-02,2.293e-08,2.394e-03,5.697e-07,2.400e-02,1.977e-19
38500,1642.25,2.431e-02,2.431e-02,2.237e-08,2.328e-03,1.198e-06,2.198e-02,1.428e-19
39000,1660.91,2.136e-02,2.136e-02,1.560e-08,2.436e-03,1.164e-06,1.893e-02,8.221e-20
39500,1679.74,2.283e-02,2.283e-02,9.332e-08,2.360e-03,2.175e-05,2.045e-02,6.160e-20
40000,1698.54,2.567e-02,2.567e-02,2.537e-08,2.410e-03,3.169e-06,2.325e-02,1.566e-19
40000,1701.42,2.456e-02,2.456e-02,7.892e-09,2.413e-03,1.653e-15,2.215e-02,1.576e-19
