step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
10500,183.52,1.336e+00,1.336e+00,5.727e-05,4.442e-01,8.917e-01,1.227e-04,1.345e-12
11000,193.26,1.328e+00,1.328e+00,5.465e-05,4.427e-01,8.851e-01,1.962e-04,1.361e-12
11500,202.85,1.317e+00,1.317e+00,5.372e-05,4.408e-01,8.761e-01,3.262e-04,1.333e-12
12000,211.88,1.302e+00,1.302e+00,5.651e-05,4.383e-01,8.635e-01,2.550e-04,1.448e-12
12500,220.20,1.281e+00,1.281e+00,8.457e-05,4.352e-01,8.455e-01,2.410e-04,8.670e-13
13000,229.15,1.253e+00,1.251e+00,2.143e-03,4.315e-01,8.190e-01,4.234e-04,3.151e-12
13500,238.97,1.207e+00,1.206e+00,1.247e-03,4.261e-01,7.796e-01,3.538e-04,3.684e-13
14000,247.91,1.137e+00,1.137e+00,9.419e-05,4.197e-01,7.164e-01,4.482e-04,1.552e-12
14500,256.54,1.152e+00,1.149e+00,2.661e-03,4.177e-01,7.309e-01,5.779e-04,3.822e-11
15000,265.22,1.144e+00,1.143e+00,1.054e-03,4.203e-01,7.219e-01,5.990e-04,1.558e-11
15500,273.45,1.135e+00,1.135e+00,5.340e-04,4.209e-01,7.131e-01,6.411e-04,8.637e-12
16000,282.01,1.124e+00,1.124e+00,3.761e-04,4.205e-01,7.026e-01,6.644e-04,6.814e-12
16500,290.44,1.110e+00,1.109e+00,2.912e-04,4.197e-01,6.891e-01,6.390e-04,5.735e-12
17000,298.60,1.091e+00,1.091e+00,1.853e-04,4.187e-01,6.711e-01,7.343e-04,4.517e-12
17500,306.77,1.065e+00,1.065e+00,1.627e-04,4.174e-01,6.469e-01,7.650e-04,3.283e-12
18000,315.07,1.031e+00,1.030e+00,1.588e-04,4.156e-01,6.143e-01,5.321e-04,2.131e-12
18500,323.07,9.850e-01,9.848e-01,1.663e-04,4.131e-01,5.708e-01,9.138e-04,1.166e-12
19000,331.04,9.232e-01,9.223e-01,8.347e-04,4.091e-01,5.125e-01,7.325e-04,7.389e-13
19500,339.14,8.413e-01,8.412e-01,8.601e-05,4.024e-01,4.375e-01,1.321e-03,2.119e-13
20000,347.19,7.414e-01,7.342e-01,7.248e-03,3.889e-01,3.444e-01,9.092e-04,2.403e-13
20500,355.31,6.087e-01,6.086e-01,1.146e-04,3.630e-01,2.443e-01,1.320e-03,8.017e-14
21000,363.75,6.784e-01,6.720e-01,6.361e-03,2.827e-01,3.878e-01,1.476e-03,2.189e-11
21500,372.11,6.315e-01,6.279e-01,3.617e-03,3.148e-01,3.115e-01,1.519e-03,2.013e-11
22000,380.94,6.160e-01,6.142e-01,1.794e-03,3.422e-01,2.702e-01,1.801e-03,1.299e-11
22500,389.60,6.091e-01,6.083e-01,8.110e-04,3.563e-01,2.503e-01,1.677e-03,5.929e-12
23000,397.75,6.027e-01,6.024e-01,3.861e-04,3.605e-01,2.409e-01,9.873e-04,2.013e-12
23500,406.22,5.967e-01,5.964e-01,2.397e-04,3.602e-01,2.347e-01,1.497e-03,5.614e-13
24000,413.99,5.887e-01,5.886e-01,1.419e-04,3.584e-01,2.284e-01,1.839e-03,1.513e-13
24500,421.88,5.772e-01,5.771e-01,1.075e-04,3.558e-01,2.206e-01,6.954e-04,5.258e-14
25000,429.65,5.655e-01,5.654e-01,1.027e-04,3.523e-01,2.110e-01,2.079e-03,2.740e-14
25500,437.54,5.491e-01,5.490e-01,9.472e-05,3.478e-01,1.995e-01,1.786e-03,2.207e-14
26000,445.44,5.292e-01,5.287e-01,5.065e-04,3.419e-01,1.853e-01,1.582e-03,9.121e-15
26500,453.31,5.048e-01,5.044e-01,4.073e-04,3.340e-01,1.685e-01,1.961e-03,1.528e-14
27000,461.20,4.748e-01,4.747e-01,1.133e-04,3.238e-01,1.491e-01,1.846e-03,8.126e-15
27500,469.05,4.406e-01,4.395e-01,1.172e-03,3.105e-01,1.274e-01,1.582e-03,3.564e-15
28000,476.92,3.999e-01,3.997e-01,1.571e-04,2.936e-01,1.046e-01,1.492e-03,2.688e-15
28500,484.77,3.558e-01,3.558e-01,4.425e-05,2.728e-01,8.173e-02,1.270e-03,3.955e-15
29000,492.56,3.124e-01,3.108e-01,1.601e-03,2.476e-01,6.037e-02,2.890e-03,5.750e-15
29500,500.53,2.623e-01,2.623e-01,4.310e-05,2.190e-01,4.132e-02,1.918e-03,4.067e-15
30000,508.28,2.999e-01,2.972e-01,2.695e-03,2.660e-01,2.836e-02,2.779e-03,3.258e-13
30500,516.12,2.916e-01,2.902e-01,1.449e-03,2.394e-01,4.775e-02,3.003e-03,2.736e-13
31000,523.92,2.885e-01,2.878e-01,7.085e-04,2.372e-01,4.774e-02,2.794e-03,1.827e-13
31500,531.72,2.854e-01,2.849e-01,4.740e-04,2.353e-01,4.686e-02,2.770e-03,1.214e-13
32000,539.50,2.824e-01,2.820e-01,3.773e-04,2.330e-01,4.562e-02,3.335e-03,7.823e-14
32500,547.28,2.760e-01,2.757e-01,3.097e-04,2.302e-01,4.402e-02,1.475e-03,4.900e-14
33000,555.08,2.708e-01,2.705e-01,2.725e-04,2.267e-01,4.204e-02,1.854e-03,3.067e-14
33500,562.96,2.647e-01,2.645e-01,1.807e-04,2.222e-01,3.962e-02,2.711e-03,1.956e-14
34000,570.74,2.564e-01,2.562e-01,1.730e-04,2.167e-01,3.672e-02,2.805e-03,1.382e-14
34500,578.39,2.458e-01,2.457e-01,1.413e-04,2.099e-01,3.335e-02,2.444e-03,1.047e-14
35000,586.28,2.336e-01,2.335e-01,1.561e-04,2.016e-01,2.952e-02,2.370e-03,8.342e-15
35500,594.10,2.198e-01,2.197e-01,1.244e-04,1.916e-01,2.530e-02,2.764e-03,6.648e-15
36000,601.88,2.035e-01,2.034e-01,8.507e-05,1.798e-01,2.085e-02,2.722e-03,5.345e-15
36500,609.77,1.867e-01,1.866e-01,1.396e-04,1.663e-01,1.636e-02,3.861e-03,4.336e-15
37000,617.91,1.666e-01,1.664e-01,1.163e-04,1.514e-01,1.217e-02,2.877e-03,3.638e-15
37500,625.57,1.470e-01,1.467e-01,2.710e-04,1.356e-01,8.479e-03,2.641e-03,2.642e-15
38000,633.33,1.300e-01,1.299e-01,5.043e-05,1.192e-01,5.401e-03,5.315e-03,1.408e-15
38500,641.05,1.116e-01,1.093e-01,2.355e-03,1.030e-01,3.041e-03,3.262e-03,1.190e-15
39000,648.86,9.598e-02,9.527e-02,7.072e-04,8.733e-02,1.630e-03,6.308e-03,1.290e-15
39500,656.72,7.834e-02,7.824e-02,1.057e-04,7.340e-02,6.541e-04,4.183e-03,8.508e-16
40000,664.98,7.096e-02,7.066e-02,2.990e-04,6.092e-02,1.925e-04,9.546e-03,5.671e-16
40000,945.47,2.457e-02,2.456e-02,3.803e-06,2.412e-03,1.286e-10,2.215e-02,1.829e-14
