step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,8.12,1.498e+00,1.498e+00,4.877e-05,4.987e-01,9.996e-01,3.133e-06,2.210e-06
1000,16.43,1.497e+00,1.497e+00,2.923e-05,4.979e-01,9.995e-01,1.428e-06,1.874e-06
1500,25.00,1.495e+00,1.495e+00,5.250e-05,4.964e-01,9.984e-01,1.788e-06,3.179e-07
2000,34.22,1.493e+00,1.493e+00,4.168e-05,4.949e-01,9.980e-01,2.164e-06,1.309e-07
2500,43.10,1.489e+00,1.489e+00,8.256e-05,4.923e-01,9.968e-01,5.736e-06,1.071e-07
3000,51.66,1.485e+00,1.485e+00,2.264e-05,4.893e-01,9.953e-01,7.555e-06,2.841e-07
3500,61.01,1.472e+00,1.472e+00,4.483e-05,4.829e-01,9.889e-01,2.013e-05,2.591e-09
4000,70.00,2.283e+00,1.475e+00,8.079e-01,4.908e-01,9.842e-01,8.185e-05,1.233e-08
4500,78.65,1.453e+00,1.453e+00,1.088e-04,4.734e-01,9.795e-01,5.044e-05,7.527e-10
5000,87.18,1.448e+00,1.448e+00,5.131e-05,4.718e-01,9.761e-01,5.926e-05,3.324e-10
5500,95.63,1.441e+00,1.441e+00,4.459e-05,4.696e-01,9.715e-01,7.888e-05,5.774e-11
6000,103.90,1.431e+00,1.431e+00,6.553e-05,4.666e-01,9.647e-01,1.036e-04,1.460e-11
6500,112.53,1.418e+00,1.417e+00,1.557e-03,4.622e-01,9.544e-01,1.188e-04,1.924e-11
7000,120.80,1.394e+00,1.394e+00,7.637e-05,4.559e-01,9.377e-01,2.013e-04,8.527e-12
7500,129.35,1.365e+00,1.356e+00,9.201e-03,4.458e-01,9.097e-01,2.306e-04,8.638e-12
8000,137.87,1.358e+00,1.357e+00,1.888e-03,4.434e-01,9.129e-01,1.766e-04,2.331e-10
8500,147.52,1.354e+00,1.353e+00,6.138e-04,4.458e-01,9.072e-01,1.108e-04,1.591e-11
9000,156.75,1.351e+00,1.350e+00,2.373e-04,4.464e-01,9.037e-01,1.983e-04,3.548e-12
9500,165.32,1.347e+00,1.347e+00,1.153e-04,4.460e-01,9.005e-01,2.063e-04,1.708e-12
10000,174.11,1.342e+00,1.342e+00,7.079e-05,4.453e-01,8.967e-01,2.495e-04,1.408e-12
