step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,414.36,2.049e+00,1.747e+00,3.028e-01,7.463e-01,1.000e+00,1.114e-08,3.373e-04
1000,839.43,1.875e+00,1.748e+00,1.271e-01,7.474e-01,1.000e+00,1.176e-08,3.527e-04
1500,1272.09,1.820e+00,1.748e+00,7.156e-02,7.476e-01,1.000e+00,1.219e-08,3.567e-04
2000,1703.42,1.798e+00,1.748e+00,4.959e-02,7.476e-01,1.000e+00,1.217e-08,3.508e-04
2500,2142.45,1.781e+00,1.748e+00,3.302e-02,7.473e-01,1.000e+00,1.379e-08,3.383e-04
3000,2582.75,1.771e+00,1.747e+00,2.367e-02,7.470e-01,1.000e+00,1.325e-08,3.215e-04
3500,3014.54,1.765e+00,1.747e+00,1.778e-02,7.466e-01,1.000e+00,1.270e-08,3.020e-04
4000,3452.34,1.760e+00,1.746e+00,1.371e-02,7.460e-01,1.000e+00,1.218e-08,2.823e-04
4500,3889.04,1.757e+00,1.746e+00,1.111e-02,7.453e-01,1.000e+00,1.332e-08,2.636e-04
5000,4330.91,1.753e+00,1.745e+00,8.443e-03,7.443e-01,1.000e+00,1.385e-08,2.472e-04
5500,4773.11,1.750e+00,1.743e+00,6.806e-03,7.429e-01,1.000e+00,1.360e-08,2.333e-04
6000,5212.13,1.747e+00,1.741e+00,5.589e-03,7.410e-01,1.000e+00,1.410e-08,2.228e-04
6500,5654.33,1.744e+00,1.739e+00,5.566e-03,7.383e-01,1.000e+00,1.503e-08,2.152e-04
7000,6101.49,1.740e+00,1.734e+00,5.247e-03,7.341e-01,1.000e+00,1.772e-08,2.104e-04
7500,6540.68,1.732e+00,1.726e+00,6.284e-03,7.258e-01,1.000e+00,2.328e-08,2.119e-04
8000,6980.36,1.713e+00,1.704e+00,8.386e-03,7.040e-01,1.000e+00,3.382e-08,2.464e-04
8500,7424.00,1.622e+00,1.621e+00,9.814e-04,6.211e-01,1.000e+00,1.099e-07,3.525e-04
9000,7871.74,1.535e+00,1.531e+00,4.197e-03,5.307e-01,1.000e+00,2.034e-07,5.299e-04
9500,8315.14,1.505e+00,1.504e+00,1.014e-03,5.040e-01,1.000e+00,2.025e-07,4.758e-04
10000,8759.54,1.501e+00,1.501e+00,5.484e-04,5.006e-01,1.000e+00,1.748e-07,3.436e-04
10500,9200.28,1.501e+00,1.500e+00,4.571e-04,5.002e-01,1.000e+00,1.465e-07,2.313e-04
11000,9647.67,1.501e+00,1.500e+00,3.995e-04,5.002e-01,1.000e+00,1.198e-07,1.571e-04
11500,10094.76,1.501e+00,1.500e+00,3.718e-04,5.001e-01,1.000e+00,9.556e-08,1.125e-04
12000,10536.77,1.500e+00,1.500e+00,3.155e-04,5.001e-01,1.000e+00,7.461e-08,6.815e-05
12500,10980.72,1.500e+00,1.500e+00,2.297e-04,5.000e-01,1.000e+00,5.448e-08,4.539e-05
13000,11427.79,1.500e+00,1.500e+00,1.424e-04,5.000e-01,1.000e+00,3.910e-08,3.165e-05
13500,11871.35,1.500e+00,1.500e+00,1.241e-04,5.000e-01,1.000e+00,2.426e-08,2.082e-05
14000,12321.14,1.500e+00,1.500e+00,1.033e-04,4.999e-01,1.000e+00,1.298e-08,1.441e-05
14500,12770.59,1.500e+00,1.500e+00,1.252e-04,4.999e-01,1.000e+00,6.390e-09,1.032e-05
15000,13220.48,1.500e+00,1.500e+00,1.048e-04,4.998e-01,1.000e+00,4.167e-09,7.251e-06
15500,13664.89,1.503e+00,1.500e+00,2.805e-03,4.998e-01,1.000e+00,8.655e-09,5.082e-06
16000,14107.42,1.500e+00,1.500e+00,6.928e-05,4.997e-01,1.000e+00,1.429e-08,3.617e-06
16500,14549.54,1.500e+00,1.500e+00,6.637e-05,4.997e-01,1.000e+00,2.001e-08,2.581e-06
17000,14990.59,1.500e+00,1.500e+00,2.596e-04,4.996e-01,1.000e+00,3.382e-08,1.115e-06
