step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
17500,15439.68,1.500e+00,1.499e+00,3.116e-04,4.995e-01,1.000e+00,4.384e-08,5.010e-07
18000,15883.73,1.499e+00,1.499e+00,8.773e-05,4.994e-01,1.000e+00,7.517e-08,3.420e-07
18500,16331.46,1.499e+00,1.499e+00,1.241e-04,4.993e-01,1.000e+00,1.507e-07,1.246e-06
19000,16781.99,1.501e+00,1.499e+00,1.542e-03,4.990e-01,1.000e+00,2.538e-07,1.177e-06
19500,17228.54,1.499e+00,1.499e+00,7.267e-04,4.987e-01,1.000e+00,5.916e-07,1.685e-06
20000,17674.19,1.498e+00,1.498e+00,1.193e-04,4.980e-01,1.000e+00,1.542e-06,3.985e-06
20500,18127.87,1.497e+00,1.497e+00,1.822e-04,4.973e-01,1.000e+00,2.342e-06,1.319e-06
21000,18568.90,1.497e+00,1.497e+00,8.958e-05,4.967e-01,1.000e+00,4.040e-06,8.453e-07
21500,19042.50,1.496e+00,1.496e+00,1.501e-04,4.959e-01,1.000e+00,5.739e-06,6.190e-07
22000,19486.95,1.495e+00,1.495e+00,1.015e-04,4.952e-01,1.000e+00,8.950e-06,7.112e-07
22500,19938.38,1.495e+00,1.495e+00,9.282e-05,4.947e-01,1.000e+00,1.048e-05,1.201e-06
23000,20386.20,1.494e+00,1.494e+00,8.116e-05,4.940e-01,1.000e+00,1.216e-05,1.042e-06
23500,20834.30,1.493e+00,1.493e+00,8.747e-05,4.932e-01,1.000e+00,1.538e-05,9.322e-07
24000,21297.56,1.493e+00,1.492e+00,5.283e-04,4.924e-01,1.000e+00,1.898e-05,5.602e-07
24500,21748.86,1.492e+00,1.492e+00,9.973e-05,4.920e-01,1.000e+00,2.047e-05,7.797e-07
25000,22198.49,1.492e+00,1.492e+00,1.045e-04,4.915e-01,1.000e+00,2.587e-05,4.343e-07
25500,22651.38,1.491e+00,1.491e+00,1.577e-04,4.908e-01,1.000e+00,2.626e-05,3.633e-07
26000,23103.26,1.493e+00,1.491e+00,1.985e-03,4.904e-01,1.000e+00,2.769e-05,5.188e-07
26500,23553.36,1.490e+00,1.490e+00,9.797e-05,4.895e-01,1.000e+00,3.034e-05,4.055e-07
27000,24003.90,1.489e+00,1.489e+00,2.297e-04,4.887e-01,1.000e+00,4.036e-05,2.404e-07
27500,24446.02,1.488e+00,1.488e+00,2.534e-04,4.878e-01,1.000e+00,4.337e-05,2.453e-07
28000,24893.49,1.488e+00,1.488e+00,1.362e-04,4.874e-01,1.000e+00,4.976e-05,1.927e-07
28500,25346.63,1.487e+00,1.487e+00,1.173e-04,4.867e-01,1.000e+00,5.216e-05,1.087e-07
29000,25793.25,1.486e+00,1.486e+00,1.276e-04,4.859e-01,1.000e+00,4.983e-05,1.221e-07
29500,26253.13,1.485e+00,1.485e+00,1.190e-04,4.850e-01,1.000e+00,5.613e-05,9.473e-08
30000,26695.00,1.484e+00,1.484e+00,1.612e-04,4.840e-01,1.000e+00,6.537e-05,7.442e-08
30500,27144.35,1.484e+00,1.484e+00,1.405e-04,4.834e-01,1.000e+00,7.354e-05,4.942e-08
31000,27601.71,1.483e+00,1.483e+00,1.574e-04,4.828e-01,1.000e+00,7.443e-05,3.874e-08
31500,28050.85,1.493e+00,1.482e+00,1.011e-02,4.820e-01,1.000e+00,7.549e-05,4.256e-08
32000,28500.84,1.482e+00,1.482e+00,3.458e-04,4.813e-01,1.000e+00,8.353e-05,4.351e-08
32500,28953.38,1.482e+00,1.481e+00,8.604e-04,4.808e-01,1.000e+00,8.310e-05,2.227e-08
33000,29404.21,1.480e+00,1.480e+00,2.344e-04,4.797e-01,1.000e+00,8.555e-05,1.819e-08
33500,29860.15,1.480e+00,1.479e+00,7.420e-04,4.788e-01,1.000e+00,8.884e-05,2.328e-08
34000,30312.00,1.479e+00,1.479e+00,1.764e-04,4.783e-01,1.000e+00,1.008e-04,2.122e-08
34500,30764.10,1.478e+00,1.478e+00,1.654e-04,4.777e-01,1.000e+00,9.799e-05,1.578e-08
35000,31211.94,1.489e+00,1.486e+00,3.903e-03,4.850e-01,1.000e+00,9.630e-05,3.472e-08
35500,31663.41,1.478e+00,1.477e+00,2.190e-04,4.768e-01,1.001e+00,9.233e-05,2.935e-08
36000,32110.20,1.477e+00,1.477e+00,2.076e-04,4.763e-01,1.001e+00,9.053e-05,3.058e-08
36500,32556.02,1.477e+00,1.476e+00,2.498e-04,4.757e-01,1.001e+00,1.052e-04,2.080e-08
37000,33009.80,1.477e+00,1.476e+00,7.803e-04,4.751e-01,1.001e+00,1.008e-04,1.270e-08
37500,33459.79,1.476e+00,1.475e+00,4.043e-04,4.743e-01,1.001e+00,1.332e-04,9.148e-09
38000,33906.19,1.475e+00,1.474e+00,2.755e-04,4.735e-01,1.001e+00,1.143e-04,8.751e-09
38500,34355.68,1.475e+00,1.474e+00,3.313e-04,4.734e-01,1.001e+00,1.155e-04,2.499e-08
39000,34789.90,1.474e+00,1.474e+00,3.905e-04,4.732e-01,1.001e+00,1.230e-04,1.904e-08
39500,35215.36,1.474e+00,1.474e+00,2.375e-04,4.729e-01,1.001e+00,1.207e-04,1.710e-08
40000,35636.61,1.474e+00,1.473e+00,2.147e-04,4.726e-01,1.001e+00,1.445e-04,1.960e-08
40000,41042.88,1.438e+00,1.433e+00,4.288e-03,4.264e-01,1.006e+00,7.519e-04,3.255e-07
