step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
27500,3016.88,3.497e-01,3.496e-01,1.105e-04,3.238e-01,2.569e-02,1.227e-04,1.182e-11
28000,3030.70,3.356e-01,3.355e-01,7.391e-05,3.147e-01,2.075e-02,1.355e-04,8.992e-12
28500,3044.45,3.402e-01,3.204e-01,1.976e-02,3.038e-01,1.648e-02,1.484e-04,6.168e-12
29000,3058.11,4.811e-01,4.743e-01,6.835e-03,2.809e-01,1.933e-01,1.010e-04,5.772e-13
29500,3071.63,3.110e-01,3.108e-01,2.391e-04,2.977e-01,1.299e-02,1.159e-04,2.753e-12
30000,3086.04,3.038e-01,3.037e-01,1.386e-04,2.925e-01,1.111e-02,1.191e-04,2.524e-12
30500,3100.27,2.960e-01,2.959e-01,1.032e-04,2.866e-01,9.176e-03,1.252e-04,2.422e-12
31000,3113.70,2.876e-01,2.875e-01,8.331e-05,2.801e-01,7.257e-03,1.330e-04,2.355e-12
31500,3127.76,2.790e-01,2.789e-01,1.650e-04,2.731e-01,5.638e-03,1.420e-04,1.938e-12
32000,3141.69,2.711e-01,2.704e-01,7.099e-04,2.664e-01,3.855e-03,1.520e-04,1.733e-12
32500,3156.02,2.626e-01,2.626e-01,4.562e-05,2.599e-01,2.531e-03,1.654e-04,1.405e-12
33000,3169.62,2.559e-01,2.557e-01,1.775e-04,2.539e-01,1.541e-03,1.837e-04,1.223e-12
33500,3184.38,2.512e-01,2.501e-01,1.117e-03,2.492e-01,7.501e-04,2.138e-04,5.130e-13
34000,3197.70,2.457e-01,2.456e-01,2.449e-05,2.450e-01,3.948e-04,2.397e-04,4.248e-13
34500,3210.91,2.424e-01,2.424e-01,6.834e-06,2.419e-01,1.558e-04,2.691e-04,1.718e-14
35000,3225.07,2.399e-01,2.398e-01,1.328e-04,2.394e-01,5.617e-05,3.124e-04,1.678e-15
35500,3238.71,2.374e-01,2.374e-01,1.726e-05,2.370e-01,8.359e-06,3.534e-04,6.729e-15
36000,3251.71,4.507e-01,4.419e-01,8.777e-03,2.766e-01,1.650e-01,3.779e-04,2.335e-12
36500,3265.33,2.720e-01,2.692e-01,2.752e-03,2.437e-01,2.510e-02,3.805e-04,2.872e-12
37000,3278.03,2.441e-01,2.432e-01,9.294e-04,2.396e-01,3.200e-03,3.831e-04,2.526e-12
37500,3290.78,5.704e-01,2.402e-01,3.302e-01,2.394e-01,3.857e-04,3.830e-04,1.954e-12
38000,3303.78,2.415e-01,2.400e-01,1.524e-03,2.395e-01,1.710e-04,3.861e-04,2.243e-12
38500,3316.82,2.403e-01,2.400e-01,2.261e-04,2.394e-01,2.341e-04,3.832e-04,2.163e-12
39000,3329.92,2.401e-01,2.399e-01,1.633e-04,2.395e-01,6.817e-05,3.854e-04,2.095e-12
39500,3343.07,2.421e-01,2.402e-01,1.895e-03,2.393e-01,4.129e-04,3.989e-04,2.067e-12
40000,3356.22,2.400e-01,2.399e-01,1.115e-04,2.394e-01,1.064e-04,3.902e-04,2.013e-12
40000,3513.81,3.071e-02,2.862e-02,2.093e-03,5.432e-03,4.332e-06,2.318e-02,3.165e-10
