step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,13.66,1.778e+00,1.770e+00,7.644e-03,7.700e-01,1.000e+00,1.977e-07,9.281e-07
1000,27.59,1.511e+00,1.504e+00,6.966e-03,5.072e-01,9.972e-01,1.493e-07,1.907e-05
1500,42.05,1.498e+00,1.496e+00,2.050e-03,4.994e-01,9.967e-01,4.634e-08,8.621e-06
2000,56.00,1.497e+00,1.496e+00,8.120e-04,4.994e-01,9.969e-01,1.137e-08,3.410e-06
2500,69.61,1.509e+00,1.498e+00,1.115e-02,5.004e-01,9.974e-01,2.797e-09,1.212e-06
3000,83.47,1.510e+00,1.498e+00,1.251e-02,5.002e-01,9.975e-01,4.603e-09,6.977e-07
3500,97.01,1.496e+00,1.496e+00,2.710e-04,4.993e-01,9.967e-01,1.270e-08,5.358e-07
4000,110.52,1.496e+00,1.496e+00,3.964e-04,4.992e-01,9.966e-01,2.240e-08,3.170e-07
4500,124.00,1.496e+00,1.495e+00,1.261e-04,4.991e-01,9.962e-01,5.081e-08,2.160e-07
5000,137.48,1.498e+00,1.496e+00,1.285e-03,4.996e-01,9.967e-01,2.243e-08,2.448e-07
5500,151.01,1.494e+00,1.494e+00,8.844e-05,4.989e-01,9.953e-01,1.631e-07,1.351e-07
6000,164.48,1.493e+00,1.493e+00,5.549e-04,4.985e-01,9.943e-01,2.563e-07,8.638e-08
6500,178.01,1.493e+00,1.493e+00,6.751e-05,4.985e-01,9.943e-01,3.261e-07,1.610e-07
7000,191.68,1.497e+00,1.489e+00,7.331e-03,4.979e-01,9.913e-01,8.869e-07,6.498e-07
7500,205.22,1.487e+00,1.486e+00,1.658e-03,4.969e-01,9.887e-01,1.306e-06,1.757e-07
8000,219.29,1.480e+00,1.480e+00,1.448e-04,4.959e-01,9.842e-01,2.178e-06,3.044e-08
8500,232.75,1.475e+00,1.475e+00,6.934e-05,4.954e-01,9.791e-01,4.617e-06,2.889e-08
9000,246.20,1.457e+00,1.457e+00,1.023e-04,4.923e-01,9.643e-01,6.616e-06,1.231e-08
9500,259.87,1.421e+00,1.420e+00,8.376e-04,4.883e-01,9.318e-01,1.620e-05,3.257e-09
10000,273.77,1.378e+00,1.378e+00,2.183e-04,4.829e-01,8.946e-01,1.962e-05,1.169e-09
10500,287.66,1.314e+00,1.312e+00,1.333e-03,4.775e-01,8.348e-01,3.707e-05,1.746e-09
11000,301.55,1.183e+00,1.183e+00,4.107e-04,4.818e-01,7.011e-01,7.496e-05,1.096e-09
11500,316.35,1.231e+00,1.229e+00,1.469e-03,4.415e-01,7.876e-01,5.582e-05,5.390e-10
12000,330.74,1.143e+00,1.141e+00,1.633e-03,4.480e-01,6.933e-01,5.456e-05,5.250e-10
12500,345.63,1.178e+00,1.120e+00,5.840e-02,4.705e-01,6.495e-01,5.588e-05,4.145e-10
13000,361.04,1.106e+00,1.106e+00,5.269e-04,4.803e-01,6.252e-01,5.731e-05,3.772e-10
13500,374.79,1.088e+00,1.088e+00,4.666e-04,4.824e-01,6.056e-01,6.102e-05,3.437e-10
14000,388.52,1.067e+00,1.065e+00,2.647e-03,4.832e-01,5.815e-01,6.598e-05,3.028e-10
14500,402.77,1.035e+00,1.034e+00,1.804e-04,4.854e-01,5.489e-01,7.209e-05,2.588e-10
15000,416.39,9.955e-01,9.938e-01,1.738e-03,4.805e-01,5.132e-01,8.119e-05,2.109e-10
15500,430.39,9.418e-01,9.406e-01,1.239e-03,4.719e-01,4.686e-01,9.611e-05,1.535e-10
16000,518.93,8.690e-01,8.690e-01,6.892e-05,4.817e-01,3.871e-01,1.122e-04,1.333e-10
16500,534.39,7.807e-01,7.805e-01,2.017e-04,4.724e-01,3.080e-01,1.367e-04,8.607e-11
17000,548.38,6.779e-01,6.778e-01,1.376e-04,4.557e-01,2.219e-01,1.700e-04,5.547e-11
17500,562.32,5.720e-01,5.713e-01,7.640e-04,4.273e-01,1.438e-01,2.178e-04,2.942e-11
18000,577.87,4.750e-01,4.750e-01,1.754e-05,3.905e-01,8.422e-02,2.647e-04,7.093e-12
18500,592.00,6.424e+00,1.189e+00,5.235e+00,4.421e-01,7.466e-01,1.003e-04,6.546e-10
19000,607.10,1.077e+00,1.021e+00,5.644e-02,3.948e-01,6.259e-01,8.742e-05,1.301e-11
19500,621.02,8.740e-01,8.424e-01,3.154e-02,3.505e-01,4.918e-01,8.770e-05,9.680e-12
20000,634.87,6.916e-01,6.694e-01,2.221e-02,3.178e-01,3.515e-01,8.735e-05,1.431e-11
20500,1546.88,5.531e-01,5.398e-01,1.329e-02,3.074e-01,2.324e-01,8.613e-05,2.729e-11
21000,1560.16,4.721e-01,4.648e-01,7.324e-03,3.169e-01,1.478e-01,8.602e-05,3.988e-11
21500,1573.14,4.355e-01,4.318e-01,3.788e-03,3.352e-01,9.649e-02,8.604e-05,4.199e-11
22000,1590.36,4.229e-01,4.207e-01,2.193e-03,3.509e-01,6.974e-02,8.505e-05,3.719e-11
22500,2501.22,4.191e-01,4.173e-01,1.837e-03,3.575e-01,5.968e-02,8.587e-05,2.929e-11
23000,2514.27,4.155e-01,4.148e-01,7.799e-04,3.588e-01,5.587e-02,8.511e-05,2.232e-11
23500,2527.24,4.129e-01,4.121e-01,8.638e-04,3.560e-01,5.600e-02,8.744e-05,1.878e-11
24000,2797.23,4.130e-01,4.083e-01,4.757e-03,3.566e-01,5.161e-02,8.777e-05,1.691e-11
24500,2810.28,4.042e-01,4.039e-01,3.000e-04,3.544e-01,4.939e-02,9.098e-05,1.913e-11
25000,2823.57,4.628e-01,3.985e-01,6.430e-02,3.499e-01,4.855e-02,9.402e-05,1.798e-11
25500,2960.01,3.919e-01,3.917e-01,2.194e-04,3.481e-01,4.348e-02,9.831e-05,1.961e-11
26000,2974.50,3.841e-01,3.837e-01,4.014e-04,3.411e-01,4.249e-02,1.046e-04,1.995e-11
26500,2989.10,3.741e-01,3.738e-01,3.136e-04,3.391e-01,3.459e-02,1.069e-04,1.595e-11
27000,3003.11,3.626e-01,3.625e-01,1.155e-04,3.321e-01,3.028e-02,1.150e-04,1.411e-11
