step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
13000,331.92,1.413e+00,1.413e+00,3.088e-05,4.646e-01,9.481e-01,2.430e-04,8.390e-11
13500,344.52,1.403e+00,1.403e+00,2.508e-05,4.620e-01,9.411e-01,2.970e-04,2.037e-10
14000,356.11,1.390e+00,1.390e+00,2.745e-05,4.586e-01,9.312e-01,3.349e-04,3.354e-10
14500,368.93,1.371e+00,1.371e+00,3.957e-05,4.541e-01,9.167e-01,3.965e-04,4.001e-10
15000,381.49,1.236e+01,1.369e+00,1.099e+01,4.491e-01,9.190e-01,4.612e-04,3.911e-08
15500,393.51,1.400e+00,1.386e+00,1.363e-02,4.541e-01,9.317e-01,4.463e-04,1.022e-09
16000,405.67,1.389e+00,1.383e+00,6.389e-03,4.543e-01,9.279e-01,4.301e-04,4.571e-10
16500,417.58,1.384e+00,1.380e+00,3.501e-03,4.553e-01,9.246e-01,4.108e-04,2.918e-10
17000,430.03,1.381e+00,1.379e+00,1.938e-03,4.564e-01,9.219e-01,3.997e-04,3.172e-10
17500,442.52,1.378e+00,1.377e+00,1.105e-03,4.571e-01,9.196e-01,4.296e-04,3.900e-10
18000,454.30,1.376e+00,1.375e+00,5.101e-04,4.572e-01,9.174e-01,4.185e-04,4.036e-10
18500,466.07,1.373e+00,1.373e+00,2.434e-04,4.570e-01,9.152e-01,4.360e-04,3.248e-10
19000,478.30,1.370e+00,1.370e+00,1.177e-04,4.565e-01,9.127e-01,4.638e-04,2.155e-10
19500,490.71,1.366e+00,1.366e+00,9.222e-05,4.558e-01,9.095e-01,5.007e-04,1.282e-10
20000,502.12,1.361e+00,1.361e+00,8.759e-05,4.547e-01,9.057e-01,4.780e-04,9.989e-11
20500,513.87,1.375e+00,1.355e+00,2.026e-02,4.531e-01,9.015e-01,5.378e-04,1.442e-10
21000,525.56,1.358e+00,1.347e+00,1.127e-02,4.520e-01,8.947e-01,5.400e-04,1.800e-10
21500,537.05,1.465e+00,1.336e+00,1.284e-01,4.505e-01,8.854e-01,6.036e-04,2.195e-10
22000,548.53,1.325e+00,1.322e+00,2.617e-03,4.469e-01,8.744e-01,6.903e-04,2.358e-10
22500,560.14,1.301e+00,1.301e+00,6.730e-05,4.449e-01,8.550e-01,7.574e-04,2.367e-10
23000,571.77,1.270e+00,1.270e+00,6.820e-05,4.408e-01,8.282e-01,9.039e-04,1.730e-10
23500,583.32,1.310e+00,1.222e+00,8.802e-02,4.348e-01,7.856e-01,1.152e-03,1.331e-10
24000,594.79,1.274e+00,1.263e+00,1.090e-02,4.209e-01,8.410e-01,1.162e-03,2.642e-10
24500,606.32,1.258e+00,1.253e+00,4.661e-03,4.240e-01,8.278e-01,1.155e-03,1.047e-10
25000,617.96,1.250e+00,1.247e+00,2.589e-03,4.293e-01,8.166e-01,1.209e-03,1.256e-10
25500,629.91,1.245e+00,1.244e+00,1.542e-03,4.343e-01,8.080e-01,1.252e-03,1.895e-10
26000,641.56,1.242e+00,1.241e+00,1.156e-03,4.376e-01,8.017e-01,1.246e-03,2.528e-10
26500,653.12,1.238e+00,1.237e+00,9.621e-04,4.391e-01,7.968e-01,1.276e-03,2.892e-10
27000,664.79,1.234e+00,1.233e+00,7.979e-04,4.394e-01,7.922e-01,1.277e-03,3.013e-10
27500,676.37,1.228e+00,1.227e+00,6.313e-04,4.391e-01,7.869e-01,1.199e-03,2.906e-10
28000,687.87,1.221e+00,1.220e+00,4.780e-04,4.386e-01,7.802e-01,1.345e-03,2.642e-10
28500,699.40,1.211e+00,1.211e+00,3.348e-04,4.378e-01,7.714e-01,1.383e-03,2.263e-10
29000,711.07,1.199e+00,1.199e+00,5.667e-04,4.353e-01,7.619e-01,1.491e-03,1.652e-10
29500,722.57,1.184e+00,1.184e+00,2.084e-04,4.341e-01,7.480e-01,1.456e-03,1.201e-10
30000,734.50,1.163e+00,1.163e+00,1.388e-04,4.340e-01,7.276e-01,1.560e-03,9.034e-11
30500,746.12,1.135e+00,1.135e+00,1.128e-04,4.326e-01,7.002e-01,1.879e-03,6.680e-11
31000,758.01,1.097e+00,1.096e+00,1.810e-04,4.297e-01,6.649e-01,1.942e-03,3.567e-11
31500,769.75,1.044e+00,1.044e+00,2.057e-04,4.272e-01,6.147e-01,2.240e-03,7.998e-12
32000,781.56,1.007e+00,9.677e-01,3.930e-02,4.179e-01,5.471e-01,2.696e-03,2.525e-12
32500,793.12,4.190e+00,1.144e+00,3.046e+00,3.809e-01,7.604e-01,3.166e-03,7.504e-11
33000,804.83,9.883e-01,9.853e-01,2.982e-03,3.726e-01,6.095e-01,3.239e-03,1.870e-11
33500,816.48,9.588e-01,9.576e-01,1.165e-03,4.131e-01,5.412e-01,3.400e-03,1.017e-11
34000,828.00,9.531e-01,9.524e-01,7.506e-04,4.259e-01,5.230e-01,3.547e-03,8.573e-12
34500,839.51,9.472e-01,9.465e-01,6.246e-04,4.274e-01,5.157e-01,3.387e-03,8.209e-12
35000,851.01,9.397e-01,9.392e-01,4.365e-04,4.272e-01,5.087e-01,3.374e-03,7.875e-12
35500,862.62,9.302e-01,9.298e-01,3.920e-04,4.266e-01,4.998e-01,3.396e-03,7.524e-12
36000,874.19,9.181e-01,9.178e-01,3.245e-04,4.257e-01,4.885e-01,3.623e-03,7.168e-12
36500,885.69,9.025e-01,9.022e-01,2.767e-04,4.245e-01,4.738e-01,3.806e-03,6.786e-12
37000,897.23,8.821e-01,8.819e-01,2.266e-04,4.229e-01,4.551e-01,3.981e-03,6.347e-12
37500,908.76,8.558e-01,8.556e-01,2.139e-04,4.204e-01,4.310e-01,4.140e-03,5.777e-12
38000,920.44,8.220e-01,8.218e-01,2.417e-04,4.169e-01,4.005e-01,4.352e-03,4.362e-12
38500,931.95,7.795e-01,7.788e-01,6.703e-04,4.096e-01,3.645e-01,4.655e-03,2.842e-12
39000,943.71,7.251e-01,7.249e-01,1.347e-04,4.034e-01,3.164e-01,5.138e-03,1.581e-12
39500,955.23,6.591e-01,6.589e-01,1.703e-04,3.899e-01,2.632e-01,5.802e-03,1.049e-12
40000,966.75,5.813e-01,5.812e-01,1.008e-04,3.709e-01,2.036e-01,6.671e-03,8.250e-13
40000,1097.46,9.522e-02,9.457e-02,6.547e-04,8.916e-02,2.587e-04,5.145e-03,1.704e-12
