step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,5.16,1.500e+00,1.500e+00,3.315e-04,4.998e-01,1.000e+00,3.829e-08,4.531e-05
1000,10.28,1.500e+00,1.500e+00,1.593e-04,4.997e-01,1.000e+00,5.586e-08,2.217e-05
1500,16.41,1.500e+00,1.500e+00,2.616e-04,4.995e-01,1.000e+00,1.133e-07,1.484e-05
2000,21.52,1.501e+00,1.499e+00,1.204e-03,4.994e-01,1.000e+00,2.200e-07,1.148e-05
2500,26.73,1.507e+00,1.499e+00,7.298e-03,4.993e-01,1.000e+00,4.672e-07,9.100e-06
3000,32.50,1.500e+00,1.500e+00,4.374e-05,4.997e-01,9.999e-01,7.783e-07,1.140e-05
3500,38.00,1.499e+00,1.499e+00,1.424e-04,4.991e-01,9.998e-01,1.094e-06,5.383e-06
4000,43.31,1.498e+00,1.498e+00,1.687e-04,4.987e-01,9.995e-01,8.688e-07,4.299e-06
4500,48.58,1.497e+00,1.497e+00,1.180e-04,4.983e-01,9.991e-01,1.456e-06,3.011e-06
5000,53.89,1.496e+00,1.496e+00,7.052e-05,4.977e-01,9.985e-01,1.948e-06,1.875e-06
5500,59.54,1.495e+00,1.495e+00,5.571e-05,4.971e-01,9.978e-01,2.569e-06,9.769e-07
6000,65.26,1.493e+00,1.493e+00,8.394e-05,4.960e-01,9.966e-01,4.411e-06,8.137e-07
6500,70.48,1.491e+00,1.491e+00,3.561e-04,4.950e-01,9.959e-01,4.972e-06,1.480e-07
7000,76.65,1.483e+00,1.483e+00,4.956e-05,4.917e-01,9.917e-01,1.062e-05,9.177e-09
7500,82.84,1.471e+00,1.471e+00,5.640e-05,4.873e-01,9.837e-01,2.410e-05,3.759e-10
8000,88.06,1.475e+00,1.475e+00,7.080e-05,4.888e-01,9.863e-01,2.306e-05,2.518e-09
8500,94.63,1.468e+00,1.468e+00,5.581e-05,4.870e-01,9.814e-01,2.716e-05,3.059e-10
9000,100.85,1.458e+00,1.458e+00,4.662e-05,4.842e-01,9.737e-01,4.519e-05,1.377e-09
9500,106.07,1.450e+00,1.442e+00,8.201e-03,4.799e-01,9.621e-01,6.314e-05,4.987e-09
10000,111.20,1.446e+00,1.445e+00,1.075e-03,4.810e-01,9.641e-01,5.840e-05,2.735e-10
10500,116.34,1.431e+00,1.431e+00,5.021e-05,4.791e-01,9.514e-01,7.986e-05,1.130e-10
11000,121.49,1.409e+00,1.409e+00,2.769e-05,4.745e-01,9.340e-01,1.120e-04,2.144e-11
11500,126.61,1.370e+00,1.370e+00,1.187e-04,4.675e-01,9.024e-01,1.746e-04,8.869e-11
12000,131.70,1.299e+00,1.299e+00,2.773e-05,4.583e-01,8.407e-01,3.094e-04,1.091e-10
12500,137.54,1.348e+00,1.347e+00,1.154e-03,4.574e-01,8.894e-01,2.538e-04,3.758e-11
13000,143.02,1.341e+00,1.340e+00,7.075e-04,4.628e-01,8.768e-01,2.519e-04,9.464e-11
13500,148.52,1.338e+00,1.337e+00,5.014e-04,4.656e-01,8.713e-01,2.718e-04,1.304e-10
14000,154.35,1.334e+00,1.334e+00,3.042e-04,4.661e-01,8.678e-01,2.846e-04,1.368e-10
