step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
14500,159.82,1.331e+00,1.330e+00,2.170e-04,4.658e-01,8.642e-01,2.682e-04,1.258e-10
15000,165.40,1.326e+00,1.325e+00,1.875e-04,4.654e-01,8.597e-01,2.921e-04,1.056e-10
15500,170.50,1.319e+00,1.319e+00,1.636e-04,4.648e-01,8.538e-01,3.508e-04,8.345e-11
16000,175.89,1.310e+00,1.310e+00,1.382e-04,4.640e-01,8.459e-01,3.129e-04,6.241e-11
16500,181.11,1.299e+00,1.298e+00,1.217e-04,4.630e-01,8.351e-01,3.378e-04,4.284e-11
17000,186.98,1.282e+00,1.282e+00,1.164e-04,4.617e-01,8.202e-01,3.738e-04,2.734e-11
17500,192.27,1.260e+00,1.260e+00,1.273e-04,4.601e-01,7.992e-01,4.105e-04,1.594e-11
18000,197.78,1.228e+00,1.228e+00,1.226e-04,4.583e-01,7.692e-01,4.491e-04,7.464e-12
18500,203.20,1.195e+00,1.182e+00,1.340e-02,4.537e-01,7.275e-01,5.352e-04,6.875e-12
19000,209.05,1.113e+00,1.113e+00,7.348e-05,4.541e-01,6.584e-01,7.197e-04,7.944e-12
19500,214.23,1.018e+01,1.047e+00,9.138e+00,4.021e-01,6.442e-01,8.662e-04,9.418e-11
20000,219.48,1.081e+00,1.080e+00,6.810e-04,4.303e-01,6.490e-01,9.847e-04,2.348e-11
20500,224.79,1.067e+00,1.067e+00,1.730e-04,4.557e-01,6.101e-01,9.907e-04,3.541e-11
21000,230.17,1.056e+00,1.056e+00,1.554e-04,4.573e-01,5.979e-01,1.012e-03,3.050e-11
21500,235.44,1.043e+00,1.043e+00,1.448e-04,4.571e-01,5.844e-01,1.123e-03,2.444e-11
22000,241.29,1.025e+00,1.025e+00,1.214e-04,4.566e-01,5.667e-01,1.209e-03,1.901e-11
22500,246.81,1.001e+00,1.001e+00,1.201e-04,4.560e-01,5.434e-01,1.202e-03,1.402e-11
23000,252.27,9.692e-01,9.691e-01,8.333e-05,4.548e-01,5.129e-01,1.351e-03,1.006e-11
23500,257.71,9.273e-01,9.273e-01,7.872e-05,4.529e-01,4.730e-01,1.420e-03,6.741e-12
24000,262.89,8.735e-01,8.723e-01,1.230e-03,4.490e-01,4.217e-01,1.584e-03,4.087e-12
24500,268.15,8.027e-01,8.014e-01,1.343e-03,4.421e-01,3.575e-01,1.770e-03,2.475e-12
25000,273.78,7.136e-01,7.131e-01,4.800e-04,4.288e-01,2.823e-01,2.069e-03,1.725e-12
25500,278.94,6.445e-01,6.102e-01,3.426e-02,4.052e-01,2.025e-01,2.565e-03,1.302e-12
26000,284.23,5.061e-01,5.015e-01,4.582e-03,3.689e-01,1.295e-01,3.052e-03,6.082e-13
26500,289.74,2.271e+02,4.284e-01,2.266e+02,3.118e-01,1.124e-01,4.167e-03,4.405e-11
27000,295.40,4.675e-01,4.590e-01,8.439e-03,3.248e-01,1.299e-01,4.314e-03,3.567e-12
27500,300.69,4.554e-01,4.515e-01,3.901e-03,3.492e-01,9.822e-02,4.089e-03,1.490e-12
28000,306.20,4.519e-01,4.495e-01,2.453e-03,3.512e-01,9.393e-02,4.291e-03,7.799e-13
28500,311.72,4.488e-01,4.467e-01,2.069e-03,3.501e-01,9.229e-02,4.338e-03,9.088e-13
29000,316.99,4.447e-01,4.434e-01,1.347e-03,3.483e-01,9.042e-02,4.603e-03,1.522e-12
29500,322.27,4.395e-01,4.384e-01,1.013e-03,3.462e-01,8.801e-02,4.228e-03,2.089e-12
30000,327.48,4.334e-01,4.326e-01,7.858e-04,3.435e-01,8.502e-02,4.147e-03,2.463e-12
30500,332.94,4.267e-01,4.260e-01,6.852e-04,3.400e-01,8.132e-02,4.679e-03,2.610e-12
31000,338.43,4.174e-01,4.170e-01,4.283e-04,3.356e-01,7.680e-02,4.603e-03,2.662e-12
31500,343.55,4.065e-01,4.062e-01,3.259e-04,3.300e-01,7.141e-02,4.809e-03,2.750e-12
32000,348.92,3.932e-01,3.929e-01,2.948e-04,3.229e-01,6.516e-02,4.777e-03,2.790e-12
32500,354.16,3.790e-01,3.772e-01,1.811e-03,3.138e-01,5.847e-02,4.884e-03,1.914e-12
33000,359.71,3.624e-01,3.591e-01,3.230e-03,3.042e-01,4.982e-02,5.159e-03,1.320e-12
33500,364.88,3.443e-01,3.387e-01,5.599e-03,2.894e-01,4.401e-02,5.297e-03,8.409e-13
34000,370.18,3.168e-01,3.167e-01,1.875e-04,2.777e-01,3.304e-02,5.896e-03,6.784e-13
34500,375.52,2.922e-01,2.921e-01,1.229e-04,2.615e-01,2.494e-02,5.665e-03,5.482e-13
35000,380.97,2.676e-01,2.674e-01,2.305e-04,2.440e-01,1.760e-02,5.839e-03,5.455e-13
35500,386.96,2.435e-01,2.433e-01,1.311e-04,2.257e-01,1.157e-02,6.122e-03,4.822e-13
36000,392.78,2.277e-01,2.219e-01,5.789e-03,2.083e-01,6.864e-03,6.761e-03,2.282e-13
36500,398.21,2.018e-01,2.018e-01,6.887e-05,1.908e-01,3.758e-03,7.218e-03,2.234e-13
37000,404.04,2.140e-01,1.849e-01,2.913e-02,1.752e-01,1.969e-03,7.714e-03,2.191e-13
37500,409.45,1.700e-01,1.696e-01,3.202e-04,1.619e-01,6.215e-04,7.163e-03,7.669e-14
38000,415.86,1.964e-01,1.889e-01,7.497e-03,1.755e-01,3.466e-03,9.970e-03,7.815e-14
38500,421.78,1.886e-01,1.875e-01,1.158e-03,1.767e-01,1.364e-03,9.427e-03,7.659e-14
39000,427.66,1.881e-01,1.873e-01,7.790e-04,1.764e-01,1.335e-03,9.549e-03,7.351e-14
39500,432.93,1.881e-01,1.873e-01,7.221e-04,1.760e-01,1.307e-03,1.001e-02,6.928e-14
40000,438.57,1.872e-01,1.867e-01,5.584e-04,1.756e-01,1.261e-03,9.868e-03,6.249e-14
40000,638.41,2.831e-02,2.669e-02,1.623e-03,6.143e-03,1.003e-04,2.044e-02,1.813e-12
