step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
500,566.25,1.754e+00,1.746e+00,8.249e-03,7.459e-01,1.000e+00,1.188e-07,1.680e-06
1000,1133.82,1.749e+00,1.744e+00,5.005e-03,7.440e-01,1.000e+00,9.662e-08,1.528e-06
1500,1701.89,1.744e+00,1.739e+00,5.413e-03,7.386e-01,1.000e+00,7.716e-08,1.805e-06
2000,2274.04,1.707e+00,1.702e+00,4.750e-03,7.024e-01,1.000e+00,4.877e-08,2.240e-06
2500,2848.65,1.590e+00,1.590e+00,3.587e-04,5.895e-01,1.000e+00,1.192e-08,5.749e-06
3000,3423.82,1.519e+00,1.518e+00,1.075e-03,5.184e-01,1.000e+00,4.828e-09,1.639e-05
3500,4002.20,1.502e+00,1.501e+00,9.875e-04,5.014e-01,1.000e+00,1.967e-08,2.579e-05
4000,4577.27,1.501e+00,1.500e+00,5.947e-04,5.003e-01,1.000e+00,4.864e-08,2.803e-05
4500,5154.25,1.501e+00,1.500e+00,4.327e-04,5.002e-01,1.000e+00,6.698e-08,2.751e-05
5000,5729.17,1.501e+00,1.500e+00,3.311e-04,5.002e-01,1.000e+00,6.352e-08,2.643e-05
5500,6307.11,1.500e+00,1.500e+00,2.347e-04,5.002e-01,1.000e+00,5.497e-08,2.501e-05
6000,6884.38,1.500e+00,1.500e+00,1.847e-04,5.002e-01,1.000e+00,4.302e-08,2.317e-05
6500,7458.84,1.500e+00,1.500e+00,1.588e-04,5.001e-01,1.000e+00,3.203e-08,2.084e-05
7000,8032.86,1.500e+00,1.500e+00,1.191e-04,5.001e-01,1.000e+00,2.276e-08,1.805e-05
7500,8626.97,1.500e+00,1.500e+00,9.116e-05,5.000e-01,1.000e+00,1.564e-08,1.500e-05
8000,9211.38,1.500e+00,1.500e+00,9.480e-05,5.000e-01,1.000e+00,1.035e-08,1.185e-05
8500,9798.63,1.500e+00,1.500e+00,7.453e-05,4.999e-01,1.000e+00,7.556e-09,8.814e-06
9000,10395.34,1.500e+00,1.500e+00,6.475e-05,4.998e-01,1.000e+00,1.067e-08,6.066e-06
9500,11013.11,1.500e+00,1.500e+00,7.005e-05,4.997e-01,1.000e+00,1.619e-08,4.067e-06
10000,11600.01,1.500e+00,1.499e+00,7.500e-05,4.995e-01,1.000e+00,3.163e-08,3.221e-06
10500,12196.11,1.499e+00,1.499e+00,1.136e-04,4.992e-01,1.000e+00,8.278e-08,4.638e-06
11000,12785.30,1.499e+00,1.499e+00,1.563e-04,4.988e-01,1.000e+00,2.087e-07,5.395e-06
11500,13371.53,1.498e+00,1.498e+00,2.828e-04,4.982e-01,1.000e+00,5.463e-07,3.669e-06
12000,13970.33,1.498e+00,1.497e+00,2.254e-04,4.974e-01,1.000e+00,1.115e-06,4.572e-06
12500,14560.38,1.496e+00,1.496e+00,2.337e-04,4.961e-01,1.000e+00,1.825e-06,4.348e-06
13000,15151.96,1.495e+00,1.494e+00,1.696e-04,4.943e-01,1.000e+00,4.204e-06,8.737e-07
13500,15736.71,1.492e+00,1.492e+00,1.099e-04,4.921e-01,1.000e+00,7.008e-06,5.225e-07
14000,16324.62,1.490e+00,1.489e+00,8.564e-05,4.894e-01,1.000e+00,9.960e-06,1.517e-06
14500,16910.59,1.486e+00,1.486e+00,1.833e-04,4.861e-01,1.000e+00,2.525e-05,2.356e-06
15000,17505.96,1.483e+00,1.483e+00,1.155e-04,4.826e-01,1.000e+00,3.195e-05,2.603e-06
15500,18094.47,1.480e+00,1.479e+00,1.187e-04,4.789e-01,1.000e+00,4.816e-05,2.699e-06
16000,18692.50,1.476e+00,1.476e+00,3.913e-04,4.752e-01,1.001e+00,8.185e-05,2.682e-06
16500,19278.50,1.473e+00,1.472e+00,3.024e-04,4.715e-01,1.001e+00,9.653e-05,2.637e-06
17000,19863.60,1.469e+00,1.469e+00,4.988e-04,4.678e-01,1.001e+00,1.265e-04,2.579e-06
17500,20449.77,1.466e+00,1.466e+00,4.753e-04,4.641e-01,1.001e+00,1.828e-04,2.525e-06
18000,21037.48,1.463e+00,1.463e+00,2.700e-04,4.608e-01,1.002e+00,1.934e-04,2.453e-06
18500,21646.01,1.460e+00,1.460e+00,2.629e-04,4.576e-01,1.002e+00,2.204e-04,2.374e-06
19000,22234.56,1.458e+00,1.457e+00,8.180e-04,4.546e-01,1.002e+00,2.791e-04,2.361e-06
19500,22819.75,1.455e+00,1.454e+00,5.122e-04,4.517e-01,1.002e+00,2.743e-04,2.179e-06
20000,23404.44,1.452e+00,1.452e+00,1.921e-04,4.490e-01,1.003e+00,3.556e-04,2.063e-06
20500,23988.24,1.450e+00,1.450e+00,4.278e-04,4.464e-01,1.003e+00,3.147e-04,2.035e-06
21000,24580.64,1.448e+00,1.447e+00,6.837e-04,4.439e-01,1.003e+00,4.959e-04,1.992e-06
21500,25166.07,1.447e+00,1.445e+00,1.483e-03,4.416e-01,1.003e+00,4.150e-04,1.979e-06
22000,25752.86,1.444e+00,1.443e+00,3.393e-04,4.393e-01,1.004e+00,5.077e-04,1.985e-06
22500,26339.19,1.442e+00,1.441e+00,6.867e-04,4.370e-01,1.004e+00,5.859e-04,1.967e-06
23000,26921.67,1.440e+00,1.439e+00,3.547e-04,4.349e-01,1.004e+00,5.699e-04,2.025e-06
23500,27504.62,1.438e+00,1.437e+00,4.535e-04,4.327e-01,1.004e+00,6.065e-04,2.094e-06
24000,28101.76,1.443e+00,1.435e+00,7.193e-03,4.307e-01,1.004e+00,6.212e-04,2.107e-06
24500,28692.91,1.434e+00,1.434e+00,7.255e-04,4.285e-01,1.004e+00,7.993e-04,2.110e-06
25000,29267.20,1.434e+00,1.431e+00,2.770e-03,4.264e-01,1.004e+00,6.876e-04,2.098e-06
