epoch,elapsed (s),Loss,IC,BC,F
0,0.17,3.220e+00,1.207e+00,1.865e+00,1.485e-01
1000,158.08,5.979e-02,4.094e-02,9.417e-03,9.437e-03
2000,317.06,4.246e-02,2.889e-02,8.155e-03,5.407e-03
3000,476.01,2.572e-02,1.709e-02,4.425e-03,4.198e-03
4000,637.61,1.574e-02,9.314e-03,2.801e-03,3.623e-03
5000,798.45,1.231e-02,8.223e-03,2.203e-03,1.887e-03
6000,958.10,1.147e-02,8.007e-03,1.965e-03,1.500e-03
7000,1118.49,1.074e-02,7.964e-03,1.707e-03,1.065e-03
8000,1280.30,1.029e-02,7.932e-03,1.556e-03,8.040e-04
9000,1434.17,9.957e-03,7.959e-03,1.364e-03,6.348e-04
10000,1586.77,9.608e-03,7.766e-03,1.336e-03,5.058e-04
11000,1739.30,9.283e-03,7.381e-03,1.326e-03,5.761e-04
12000,1891.32,9.000e-03,7.139e-03,1.337e-03,5.248e-04
13000,2043.19,8.896e-03,7.059e-03,1.188e-03,6.497e-04
14000,2195.12,8.779e-03,6.887e-03,1.174e-03,7.170e-04
15000,2346.97,8.890e-03,6.822e-03,1.112e-03,9.559e-04
16000,2498.26,8.541e-03,6.605e-03,1.195e-03,7.413e-04
17000,2649.64,8.321e-03,6.566e-03,1.095e-03,6.600e-04
18000,2800.95,8.382e-03,6.503e-03,1.028e-03,8.515e-04
19000,2952.57,8.270e-03,6.429e-03,1.006e-03,8.353e-04
20000,3104.02,8.191e-03,6.356e-03,9.886e-04,8.470e-04
