epoch,elapsed (s),Loss,IC,BC,F
0,0.17,2.746e+00,1.207e+00,1.391e+00,1.485e-01
1000,167.09,2.938e-02,2.249e-02,5.969e-04,6.297e-03
2000,334.76,1.401e-02,1.050e-02,2.482e-04,3.255e-03
3000,493.57,1.024e-02,8.358e-03,1.766e-04,1.707e-03
4000,653.97,9.242e-03,7.869e-03,1.261e-04,1.246e-03
5000,813.56,8.262e-03,7.154e-03,7.711e-05,1.031e-03
6000,971.70,7.466e-03,6.516e-03,4.277e-05,9.076e-04
7000,1130.52,6.758e-03,5.975e-03,3.024e-05,7.526e-04
8000,1288.91,6.141e-03,5.630e-03,2.921e-05,4.823e-04
9000,1447.74,5.639e-03,5.283e-03,1.185e-05,3.434e-04
10000,1607.30,4.852e-03,4.486e-03,3.658e-06,3.619e-04
11000,1766.18,3.921e-03,3.800e-03,1.454e-06,1.192e-04
12000,1925.92,3.704e-03,3.677e-03,1.502e-06,2.630e-05
13000,2090.80,3.583e-03,3.561e-03,7.361e-07,2.165e-05
14000,2251.89,3.443e-03,3.423e-03,1.067e-07,1.963e-05
15000,2411.71,3.308e-03,3.281e-03,3.844e-07,2.664e-05
16000,2572.77,3.181e-03,3.162e-03,8.044e-07,1.795e-05
17000,2732.94,3.114e-03,3.095e-03,4.464e-07,1.778e-05
18000,2897.63,3.085e-03,3.071e-03,1.111e-07,1.391e-05
19000,3056.99,3.077e-03,3.062e-03,7.640e-07,1.361e-05
20000,3216.97,3.072e-03,3.061e-03,2.425e-07,1.125e-05
