epoch,elapsed (s),Loss,IC,BC,F
0,0.25,5.605e+00,2.211e+00,3.378e+00,1.613e-02
1000,167.95,5.536e-02,4.215e-02,7.852e-03,5.362e-03
2000,332.60,3.311e-02,2.403e-02,3.656e-03,5.427e-03
3000,488.87,2.325e-02,1.509e-02,2.125e-03,6.029e-03
4000,642.76,2.041e-02,1.271e-02,2.044e-03,5.662e-03
5000,800.62,1.961e-02,1.250e-02,1.922e-03,5.190e-03
6000,963.95,2.018e-02,1.221e-02,2.171e-03,5.796e-03
7000,1124.37,1.910e-02,1.202e-02,2.079e-03,4.995e-03
8000,1286.73,2.004e-02,1.200e-02,2.205e-03,5.835e-03
9000,1450.92,1.976e-02,1.159e-02,2.208e-03,5.954e-03
10000,1614.76,1.966e-02,1.133e-02,2.363e-03,5.966e-03
11000,1778.52,1.808e-02,1.129e-02,2.312e-03,4.482e-03
12000,1942.49,1.883e-02,1.090e-02,2.204e-03,5.719e-03
13000,2106.10,1.881e-02,1.053e-02,2.353e-03,5.924e-03
14000,2271.15,1.741e-02,1.035e-02,2.123e-03,4.934e-03
15000,2442.59,1.711e-02,1.005e-02,2.086e-03,4.976e-03
16000,2613.17,1.737e-02,9.539e-03,2.119e-03,5.715e-03
17000,2785.46,1.821e-02,9.247e-03,2.011e-03,6.956e-03
18000,2958.02,1.757e-02,8.957e-03,2.272e-03,6.344e-03
19000,3131.35,1.884e-02,9.205e-03,2.148e-03,7.485e-03
20000,3301.66,1.921e-02,9.011e-03,2.326e-03,7.871e-03
