epoch,elapsed (s),Loss,IC,BC,F
0,0.21,7.544e+00,2.913e+00,4.588e+00,4.297e-02
1000,86.92,6.550e-02,5.360e-02,9.773e-03,2.131e-03
2000,169.47,4.746e-02,3.185e-02,9.204e-03,6.411e-03
3000,250.51,4.189e-02,2.399e-02,8.825e-03,9.072e-03
4000,332.50,1.703e-02,9.205e-03,2.871e-03,4.957e-03
5000,413.79,9.506e-03,6.369e-03,1.312e-03,1.825e-03
6000,496.39,7.965e-03,5.861e-03,9.785e-04,1.126e-03
7000,579.90,5.405e-03,4.190e-03,5.310e-04,6.841e-04
8000,660.98,1.489e-03,1.034e-03,1.978e-04,2.575e-04
9000,744.23,3.450e-04,1.871e-04,9.090e-05,6.692e-05
10000,828.26,1.978e-04,7.940e-05,5.120e-05,6.718e-05
11000,911.40,9.107e-05,3.747e-05,2.690e-05,2.671e-05
12000,996.25,4.972e-05,1.997e-05,1.314e-05,1.660e-05
13000,1080.10,3.107e-05,1.158e-05,7.346e-06,1.215e-05
14000,1162.96,3.121e-05,8.057e-06,4.104e-06,1.905e-05
15000,1243.99,4.419e-05,1.125e-05,1.753e-05,1.540e-05
16000,1327.63,1.080e-05,3.937e-06,2.735e-06,4.126e-06
17000,1410.81,1.337e-05,3.428e-06,2.283e-06,7.659e-06
18000,1494.65,1.313e-05,2.612e-06,2.511e-06,8.012e-06
19000,1581.29,1.284e-05,2.787e-06,1.397e-06,8.653e-06
20000,1662.95,9.664e-06,2.177e-06,1.273e-06,6.215e-06
