epoch,elapsed (s),Loss,IC,BC,F
0,0.10,5.218e+00,1.567e+00,3.226e+00,4.249e-01
1000,78.53,5.909e-02,3.919e-02,8.554e-03,1.134e-02
2000,157.11,3.249e-02,2.324e-02,4.492e-03,4.764e-03
3000,235.92,2.596e-02,1.926e-02,3.991e-03,2.715e-03
4000,313.19,2.296e-02,1.698e-02,3.573e-03,2.406e-03
5000,392.62,1.983e-02,1.433e-02,3.062e-03,2.443e-03
6000,470.99,1.328e-02,9.300e-03,2.276e-03,1.701e-03
7000,549.85,9.217e-03,6.930e-03,7.748e-04,1.512e-03
8000,628.49,8.211e-03,7.081e-03,4.733e-04,6.571e-04
9000,708.08,8.014e-03,7.181e-03,3.300e-04,5.030e-04
10000,787.95,7.766e-03,7.153e-03,2.858e-04,3.268e-04
11000,866.77,7.610e-03,7.065e-03,2.822e-04,2.629e-04
12000,945.61,7.521e-03,6.974e-03,2.742e-04,2.724e-04
13000,1025.05,7.341e-03,6.906e-03,2.496e-04,1.854e-04
14000,1108.36,7.291e-03,6.764e-03,2.689e-04,2.577e-04
15000,1190.11,7.097e-03,6.540e-03,2.122e-04,3.446e-04
16000,1273.17,7.214e-03,6.300e-03,2.164e-04,6.976e-04
17000,1352.85,6.815e-03,6.036e-03,1.451e-04,6.335e-04
18000,1433.12,6.525e-03,5.724e-03,1.700e-04,6.305e-04
19000,1512.93,6.608e-03,5.314e-03,1.416e-04,1.152e-03
20000,1593.52,5.907e-03,4.727e-03,1.825e-04,9.976e-04
