epoch,elapsed (s),Loss,IC,BC,F
0,0.11,9.898e+00,3.620e+00,6.245e+00,3.317e-02
1000,97.53,5.834e-02,4.870e-02,6.442e-03,3.202e-03
2000,196.34,4.683e-02,3.422e-02,5.861e-03,6.755e-03
3000,284.19,1.451e-02,9.884e-03,3.726e-03,9.016e-04
4000,365.02,1.182e-02,7.397e-03,3.934e-03,4.912e-04
5000,443.05,1.119e-02,7.139e-03,3.336e-03,7.155e-04
6000,521.24,1.043e-02,6.846e-03,2.778e-03,8.104e-04
7000,600.02,9.569e-03,6.458e-03,2.151e-03,9.605e-04
8000,678.64,8.520e-03,5.907e-03,1.593e-03,1.020e-03
9000,757.86,7.934e-03,5.559e-03,1.230e-03,1.145e-03
10000,836.51,6.684e-03,5.053e-03,4.947e-04,1.137e-03
11000,916.10,6.226e-03,4.540e-03,3.600e-04,1.326e-03
12000,994.29,5.743e-03,4.228e-03,3.605e-04,1.154e-03
13000,1071.93,5.850e-03,4.177e-03,3.418e-04,1.332e-03
14000,1149.38,5.572e-03,4.100e-03,2.614e-04,1.211e-03
15000,1226.63,5.510e-03,4.065e-03,3.443e-04,1.100e-03
16000,1304.31,5.300e-03,4.058e-03,2.775e-04,9.650e-04
17000,1383.70,5.523e-03,4.054e-03,2.829e-04,1.186e-03
18000,1462.57,5.641e-03,3.923e-03,2.527e-04,1.466e-03
19000,1545.13,5.293e-03,3.729e-03,2.648e-04,1.299e-03
20000,1625.99,5.067e-03,3.558e-03,2.785e-04,1.230e-03
