epoch,elapsed (s),Loss,IC,BC,F
0,0.08,8.117e+00,3.623e+00,4.230e+00,2.636e-01
1000,78.60,4.185e-02,3.178e-02,6.819e-04,9.385e-03
2000,157.47,3.064e-02,2.594e-02,1.099e-03,3.597e-03
3000,236.33,2.332e-02,1.896e-02,1.118e-03,3.243e-03
4000,315.29,1.150e-02,8.168e-03,5.423e-04,2.787e-03
5000,394.41,6.518e-03,5.622e-03,8.038e-05,8.150e-04
6000,473.44,5.723e-03,4.934e-03,4.942e-05,7.396e-04
7000,553.00,4.644e-03,3.976e-03,2.453e-05,6.439e-04
8000,632.07,3.700e-03,3.419e-03,9.803e-06,2.710e-04
9000,711.13,3.427e-03,3.335e-03,2.658e-06,9.004e-05
10000,790.37,3.394e-03,3.330e-03,9.327e-07,6.287e-05
11000,869.39,3.370e-03,3.329e-03,5.997e-07,4.105e-05
12000,948.54,3.363e-03,3.329e-03,7.251e-07,3.251e-05
13000,1028.26,3.350e-03,3.329e-03,3.017e-07,2.149e-05
14000,1108.87,3.338e-03,3.328e-03,2.217e-07,9.367e-06
15000,1188.44,3.335e-03,3.328e-03,3.377e-07,6.336e-06
16000,1267.32,3.332e-03,3.329e-03,3.794e-07,2.888e-06
17000,1346.47,3.330e-03,3.328e-03,1.785e-07,1.744e-06
18000,1425.40,3.329e-03,3.327e-03,6.576e-08,1.368e-06
19000,1504.34,3.224e-03,3.204e-03,2.308e-06,1.727e-05
20000,1583.37,2.252e-03,2.151e-03,8.237e-07,1.006e-04
